obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
13_class-1,3,3,0,0,0.43086275458335876,0.43086275458335876,0.39949625730514526,0.9579609632492065,0.0021027326583862305,0.0021027326583862305
