obj_name,selector,selected_iter,pre_fallback_iter,fallback_applied,selector_miou,baseline_miou,oracle_miou,support_query_selected,decoder_confidence_selected,temporal_stability_selected,foreground_background_separation_selected
0_class-0,original,4,4,False,0.9114313125610352,0.9187440872192383,0.9208297729492188,0.9955344200134277,0.9914207458496094,0.993430564362714,0.9782824516296387
1_class-3,original,4,4,False,0.8248664140701294,0.8674514293670654,0.8674514293670654,0.9929238557815552,0.9877893328666687,0.7480364834051179,0.9799282550811768
2_class-1,original,4,4,False,0.7667556405067444,0.7469295859336853,0.8922077417373657,0.9637517929077148,0.988506555557251,0.7413271338958254,0.9789610505104065
3_class-4,original,3,3,False,0.44796380400657654,0.8171697854995728,0.9109127521514893,0.9850337505340576,0.9596072435379028,0.45552536231884055,0.976157009601593
4_class-3,original,5,5,False,0.42965635657310486,0.44203975796699524,0.44264450669288635,0.9893203377723694,0.9598705768585205,0.26075159131712095,0.9644201397895813
5_class-4,original,1,1,False,0.29289543628692627,0.2913004159927368,0.2984214127063751,0.9814205765724182,1.0031698942184448,0.9862094599102234,0.9643093943595886
6_class-1,original,4,4,False,0.5696135759353638,0.6123883128166199,0.6604600548744202,0.9947194457054138,0.9836186170578003,0.2213231973505946,0.9918128848075867
7_class-4,original,4,4,False,0.30752167105674744,0.31528010964393616,0.3595658838748932,0.8850823640823364,0.9692423343658447,0.9519262473457222,0.9353644251823425
8_class-0,original,4,4,False,0.8035549521446228,0.8023396134376526,0.9300025105476379,0.9944663047790527,0.9964764714241028,0.6888726462705789,0.9815871715545654
9_class-2,original,2,2,False,0.998744010925293,4.749799700221047e-05,0.9988406300544739,0.9846231937408447,0.9981052875518799,0.9987489248572993,0.9918113350868225
10_class-1,original,2,2,False,0.7374383211135864,0.7390428185462952,0.7982840538024902,0.9933944344520569,0.9791011810302734,0.9161217099929742,0.968451201915741
11_class-4,original,0,0,False,0.39533814787864685,0.39533814787864685,0.41295480728149414,0.9894710183143616,0.9957437515258789,1.0,0.9873377084732056
12_class-0,original,5,5,False,0.666835367679596,0.5802962779998779,0.6679617762565613,0.984526515007019,1.004768967628479,0.9924914130521607,0.9878478050231934
13_class-1,original,3,3,False,0.43086275458335876,0.39949625730514526,0.9579609632492065,0.9915024042129517,0.9918889999389648,0.037150991105688466,0.9674851298332214
14_class-0,original,3,3,False,0.4527101516723633,0.7798721194267273,0.9775558710098267,0.9964191913604736,0.9515182971954346,0.4760911084388484,0.9236121773719788
15_class-0,original,4,4,False,0.7646108865737915,0.6877596974372864,0.8459620475769043,0.9908022284507751,0.979536771774292,0.8997648442092887,0.970600962638855
16_class-2,original,2,2,False,0.9971174001693726,0.9971370697021484,0.9971566200256348,0.976172685623169,1.0081533193588257,0.9965976568769058,0.9939008355140686
17_class-0,original,0,0,False,0.9086727499961853,0.9086727499961853,0.9861620664596558,0.9950201511383057,1.003358006477356,1.0,0.991759181022644
18_class-0,original,1,1,False,0.9949796199798584,0.9007853269577026,0.9949796199798584,0.9915677905082703,0.9921382665634155,0.7885377968860876,0.9893088340759277
19_class-2,original,4,4,False,0.298554390668869,0.2984313666820526,0.9959088563919067,0.9947521686553955,1.0024985074996948,0.9992582769548898,0.9880493879318237
20_class-0,original,5,5,False,0.9976653456687927,0.997616708278656,0.9976653456687927,0.9716717004776001,1.0081803798675537,0.9992561838172647,0.9905155301094055
21_class-3,original,1,1,False,0.47861677408218384,0.48370540142059326,0.9001449346542358,0.9985108375549316,0.9887782335281372,0.9149593495934959,0.9867833256721497
22_class-4,original,0,0,False,0.3593214154243469,0.3593214154243469,0.4780484437942505,0.9810671806335449,1.0018900632858276,1.0,0.9862468838691711
23_class-3,original,1,1,False,0.5014710426330566,0.35187724232673645,0.5014710426330566,0.9633162021636963,0.9806762933731079,0.2536006810233757,0.9329392313957214
24_class-1,original,5,5,False,0.6379238367080688,0.8193999528884888,0.848025918006897,0.9951618909835815,0.967482328414917,0.5100644442676426,0.9710400700569153
25_class-2,original,5,5,False,0.996440052986145,0.9963096976280212,0.996440052986145,0.9965865612030029,1.0047870874404907,0.7005355424459228,0.9944108128547668
26_class-3,original,1,1,False,0.9853872060775757,0.37988144159317017,0.9853872060775757,0.9945636987686157,0.9858914613723755,0.0,0.9837085604667664
27_class-1,original,4,4,False,0.5563951730728149,0.44515979290008545,0.5563951730728149,0.9657818078994751,0.9602117538452148,0.18040777317617077,0.9544447660446167
28_class-2,original,1,1,False,0.40565499663352966,0.4056246280670166,0.40581825375556946,0.9937770366668701,1.0069634914398193,0.9991523987116461,0.9957788586616516
29_class-3,original,3,3,False,0.9723025560379028,0.9718368053436279,0.9727216958999634,0.9880514144897461,0.9970581531524658,0.9855876128479198,0.9907169938087463
