obj_name,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5
0_class-0,0.9187440872192383,0.9101453423500061,0.9107816815376282,0.9112855195999146,0.9114313125610352,0.9208297729492188
1_class-3,0.8674514293670654,0.6257190108299255,0.794511079788208,0.8013269305229187,0.8248664140701294,0.845382809638977
2_class-1,0.7469295859336853,0.44811034202575684,0.5185718536376953,0.8922077417373657,0.7667556405067444,0.6684170961380005
3_class-4,0.8171697854995728,0.5044866800308228,0.4398302435874939,0.44796380400657654,0.9109127521514893,0.883202075958252
4_class-3,0.44203975796699524,0.44225072860717773,0.44228821992874146,0.44264450669288635,0.43012282252311707,0.42965635657310486
5_class-4,0.2913004159927368,0.29289543628692627,0.29498690366744995,0.2982174754142761,0.2925025224685669,0.2984214127063751
6_class-1,0.6123883128166199,0.6392285227775574,0.6579464673995972,0.6111139059066772,0.5696135759353638,0.6604600548744202
7_class-4,0.31528010964393616,0.28765174746513367,0.3002857267856598,0.3002939820289612,0.30752167105674744,0.3595658838748932
8_class-0,0.8023396134376526,0.8068926930427551,0.8741852045059204,0.9300025105476379,0.8035549521446228,0.8323321342468262
9_class-2,4.749799700221047e-05,0.998744010925293,0.998744010925293,0.0015600296901538968,0.9988406300544739,0.998744010925293
10_class-1,0.7390428185462952,0.7722223997116089,0.7374383211135864,0.7394194006919861,0.7982840538024902,0.7225024104118347
11_class-4,0.39533814787864685,0.3009815812110901,0.3400903344154358,0.41295480728149414,0.36753231287002563,0.2955908477306366
12_class-0,0.5802962779998779,0.6662290096282959,0.5799901485443115,0.6679617762565613,0.6655187606811523,0.666835367679596
13_class-1,0.39949625730514526,0.4552096128463745,0.9579609632492065,0.43086275458335876,0.525650680065155,0.7838824987411499
14_class-0,0.7798721194267273,0.7934548854827881,0.5011880397796631,0.4527101516723633,0.9766594171524048,0.9775558710098267
15_class-0,0.6877596974372864,0.7405292987823486,0.8459620475769043,0.7399272322654724,0.7646108865737915,0.6859267354011536
16_class-2,0.9971370697021484,0.9967840909957886,0.9971174001693726,0.9971566200256348,0.9967448711395264,0.9966861009597778
17_class-0,0.9086727499961853,0.9859358072280884,0.9086199998855591,0.9861620664596558,0.9837139844894409,0.9845387935638428
18_class-0,0.9007853269577026,0.9949796199798584,0.9948353171348572,0.9945571422576904,0.9941674470901489,0.9940153956413269
19_class-2,0.2984313666820526,0.2983989715576172,0.9959088563919067,0.2985256016254425,0.298554390668869,0.29855799674987793
20_class-0,0.997616708278656,0.997665286064148,0.997665286064148,0.9975875616073608,0.997665286064148,0.9976653456687927
21_class-3,0.48370540142059326,0.47861677408218384,0.5172892212867737,0.8993018269538879,0.9001449346542358,0.7382923364639282
22_class-4,0.3593214154243469,0.4780484437942505,0.35942667722702026,0.35938647389411926,0.3592927157878876,0.3593195080757141
23_class-3,0.35187724232673645,0.5014710426330566,0.36554843187332153,0.1513713151216507,0.2788032591342926,0.13822117447853088
24_class-1,0.8193999528884888,0.8437014222145081,0.7983722686767578,0.8177553415298462,0.848025918006897,0.6379238367080688
25_class-2,0.9963096976280212,0.7725540995597839,0.9767004251480103,0.6797389388084412,0.8265564441680908,0.996440052986145
26_class-3,0.37988144159317017,0.9853872060775757,0.5310959815979004,0.5320076942443848,0.5443567633628845,0.47127312421798706
27_class-1,0.44515979290008545,0.45613130927085876,0.44656360149383545,0.5040746927261353,0.5563951730728149,0.5033486485481262
28_class-2,0.4056246280670166,0.40565499663352966,0.40581825375556946,0.4056473970413208,0.4056379199028015,0.40579357743263245
29_class-3,0.9718368053436279,0.8529364466667175,0.9682821035385132,0.9723025560379028,0.9727216958999634,0.968949556350708
