obj_name,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5
0_class-1,0.4107135832309723,0.5204017758369446,0.4034777581691742,0.5224696397781372,0.4891764521598816,0.3911452293395996
1_class-41,0.8036881685256958,0.5680485963821411,0.8037948608398438,0.8035556077957153,0.8043756484985352,0.8036622405052185
2_class-57,0.3796590268611908,0.45929625630378723,0.41485509276390076,0.37919384241104126,0.1739310473203659,0.3798481822013855
3_class-77,0.3176842927932739,0.597562313079834,0.3310941159725189,0.2791244387626648,0.33124879002571106,0.3266535997390747
4_class-25,0.5079570412635803,0.4534722864627838,0.4516852796077728,0.3994331359863281,0.430541068315506,0.4305298924446106
5_class-65,0.3814636766910553,0.5315414071083069,0.545486569404602,0.9649988412857056,0.5422065854072571,0.9443285465240479
6_class-33,0.39636409282684326,0.3969995081424713,0.40405043959617615,0.4087356925010681,0.3965802490711212,0.39902421832084656
7_class-9,0.43526655435562134,0.5275008678436279,0.45480024814605713,0.5634709596633911,0.32050326466560364,0.32191115617752075
8_class-21,0.715903639793396,0.872795581817627,0.9350806474685669,0.9350383281707764,0.3744821846485138,0.37448498606681824
9_class-69,0.4567612409591675,0.4545717239379883,0.4481988251209259,0.45846065878868103,0.45073866844177246,0.4501143991947174
10_class-53,0.9771443605422974,0.9769185781478882,0.9770344495773315,0.9772621393203735,0.9762448072433472,0.9770675897598267
11_class-25,0.4100583493709564,0.4102521538734436,0.4100881814956665,0.4100527763366699,0.4077831208705902,0.4094322621822357
12_class-57,0.3691785931587219,0.5733596682548523,0.6331669688224792,0.6774797439575195,0.5600525140762329,0.6716058254241943
13_class-53,0.8196171522140503,0.8198475241661072,0.8194190263748169,0.7480158805847168,0.7187216281890869,0.6772480010986328
14_class-9,0.36587607860565186,0.3651518225669861,0.4194745719432831,0.41515833139419556,0.4185457229614258,0.41539067029953003
15_class-1,0.17375323176383972,0.712989866733551,0.7473688125610352,0.2005411833524704,0.7465725541114807,0.7000714540481567
16_class-61,0.18659591674804688,0.4542357325553894,0.45870906114578247,0.7075795531272888,0.5083902478218079,0.7660249471664429
17_class-69,0.6601792573928833,0.6632643938064575,0.7054548263549805,0.7147485017776489,0.6692003607749939,0.5201497077941895
18_class-77,0.850213885307312,0.3802700638771057,0.9595608711242676,0.7140942811965942,0.8502907752990723,0.9532455205917358
19_class-45,0.5000120401382446,0.29071351885795593,0.5478457808494568,0.27874696254730225,0.3339563310146332,0.3142283260822296
20_class-25,0.9424697756767273,0.931958794593811,0.9426453113555908,0.9423266053199768,0.9421089887619019,0.9378294944763184
21_class-1,0.22182126343250275,0.2846113443374634,0.2984445095062256,0.22952932119369507,0.2765445411205292,0.24259105324745178
22_class-29,0.4223494827747345,0.35708943009376526,0.4037337899208069,0.4047204256057739,0.44126689434051514,0.3347117602825165
23_class-77,0.2976002097129822,0.29765254259109497,0.29769837856292725,0.29769718647003174,0.2533417344093323,0.2977120876312256
24_class-17,0.8789860010147095,0.8925950527191162,0.8970505595207214,0.7109131813049316,0.39940109848976135,0.8953569531440735
25_class-25,0.3342166543006897,0.272019624710083,0.26453539729118347,0.3024383783340454,0.3315359055995941,0.5639868974685669
26_class-1,0.467745840549469,0.47784021496772766,0.3762540817260742,0.48569080233573914,0.469454824924469,0.4048929512500763
27_class-21,0.8916219472885132,0.8317240476608276,0.979214072227478,0.7980326414108276,0.8773798942565918,0.60783851146698
28_class-25,0.762576162815094,0.49495911598205566,0.351317822933197,0.3516401946544647,0.8886808156967163,0.3556312918663025
29_class-45,0.38526228070259094,0.37879353761672974,0.2948303818702698,0.22156590223312378,0.1724652498960495,0.3852231502532959
30_class-49,0.4497276544570923,0.46253249049186707,0.43736347556114197,0.43561744689941406,0.4352404475212097,0.4601682126522064
31_class-13,0.3945939540863037,0.4575159251689911,0.39001530408859253,0.9032737016677856,0.5007886290550232,0.33285191655158997
32_class-1,0.4101533889770508,0.3784007430076599,0.41930463910102844,0.4176480770111084,0.4199419319629669,0.4222153127193451
33_class-29,0.4958302676677704,0.5985414981842041,0.5981497764587402,0.4904547929763794,0.4904097318649292,0.557230532169342
34_class-33,0.4777096211910248,0.4883253574371338,0.44426068663597107,0.5516596436500549,0.4519612789154053,0.49748244881629944
35_class-9,0.4438123404979706,0.445308655500412,0.42973607778549194,0.4123055934906006,0.4306826889514923,0.4452378451824188
36_class-33,0.5256646871566772,0.6635985374450684,0.5309441089630127,0.5986378192901611,0.6619242429733276,0.6106544733047485
37_class-57,0.5576383471488953,0.6023852825164795,0.424930214881897,0.643071174621582,0.5400683879852295,0.40177732706069946
38_class-25,0.251178503036499,0.6495279669761658,0.24189366400241852,0.9169712066650391,0.256831556558609,0.7852434515953064
39_class-37,0.23648089170455933,0.5970784425735474,0.23144124448299408,0.45740655064582825,0.6256788969039917,0.5779269337654114
40_class-45,0.5390474796295166,0.49306783080101013,0.5490081906318665,0.5455076694488525,0.5316698551177979,0.6173163652420044
41_class-69,0.9637184143066406,0.8938273191452026,0.9632855653762817,0.8954759836196899,0.8763821125030518,0.8972574472427368
42_class-65,0.3876503109931946,0.4716200530529022,0.37724539637565613,0.3751663565635681,0.5687330961227417,0.41696232557296753
43_class-9,0.5637803077697754,0.47531312704086304,0.46707361936569214,0.4873557984828949,0.47152599692344666,0.4477226436138153
44_class-17,0.8496987819671631,0.8495447039604187,0.84976726770401,0.8498344421386719,0.8497947454452515,0.8497859835624695
45_class-5,0.3747372627258301,0.3720185160636902,0.3591653108596802,0.3688991665840149,0.09044787287712097,0.32024717330932617
