obj_name,PRMAGIC_1_best_iter
0_class-1,1
1_class-41,0
2_class-57,1
3_class-77,4
4_class-25,2
5_class-65,3
6_class-33,0
7_class-9,3
8_class-21,3
9_class-69,3
10_class-53,1
11_class-25,5
12_class-57,5
13_class-53,1
14_class-9,1
15_class-1,4
16_class-61,2
17_class-69,1
18_class-77,3
19_class-45,4
20_class-25,0
21_class-1,5
22_class-29,3
23_class-77,4
24_class-17,2
25_class-25,4
26_class-1,3
27_class-21,1
28_class-25,2
29_class-45,0
30_class-49,1
31_class-13,1
32_class-1,4
33_class-29,4
34_class-33,5
35_class-9,0
36_class-33,0
37_class-57,2
38_class-25,3
39_class-37,4
40_class-45,4
41_class-69,0
42_class-65,5
43_class-9,2
44_class-17,2
45_class-5,3
46_class-25,4
47_class-65,5
48_class-57,3
49_class-37,4
50_class-57,3
51_class-5,1
52_class-49,1
53_class-1,1
54_class-77,1
55_class-53,5
56_class-17,0
57_class-13,3
58_class-41,4
59_class-65,4
60_class-5,2
61_class-61,0
62_class-33,0
63_class-57,4
64_class-21,1
65_class-41,2
66_class-65,0
67_class-77,4
68_class-5,3
69_class-25,4
70_class-13,0
71_class-5,3
72_class-13,0
73_class-29,0
74_class-57,3
75_class-53,1
76_class-49,0
77_class-77,2
78_class-41,5
79_class-53,1
80_class-1,1
81_class-53,4
82_class-33,4
83_class-17,2
84_class-61,1
85_class-53,1
86_class-37,3
87_class-13,5
88_class-21,5
89_class-17,2
90_class-21,1
91_class-61,5
92_class-21,2
93_class-69,1
94_class-77,5
95_class-53,2
96_class-17,4
97_class-17,5
98_class-45,3
99_class-37,2
100_class-77,0
101_class-57,2
102_class-65,2
103_class-45,1
104_class-77,3
105_class-21,4
106_class-17,1
107_class-17,3
108_class-1,4
109_class-57,2
110_class-73,4
111_class-73,1
112_class-17,2
113_class-29,1
114_class-41,5
115_class-25,3
116_class-77,4
117_class-53,5
118_class-57,4
119_class-49,0
120_class-13,2
121_class-9,2
122_class-21,3
123_class-45,0
124_class-49,0
125_class-5,1
126_class-25,4
127_class-21,1
128_class-9,4
129_class-57,4
130_class-25,1
131_class-5,1
132_class-33,2
133_class-29,3
134_class-61,5
135_class-33,1
136_class-57,2
137_class-77,0
138_class-13,4
139_class-61,0
140_class-9,2
141_class-65,5
142_class-29,4
143_class-33,5
144_class-61,3
145_class-53,1
146_class-69,5
147_class-17,2
148_class-33,1
149_class-5,3
150_class-53,3
151_class-61,5
152_class-5,0
153_class-13,4
154_class-61,5
155_class-17,0
156_class-13,0
157_class-49,0
158_class-13,0
159_class-21,5
160_class-37,3
161_class-65,3
162_class-73,5
163_class-65,5
164_class-5,4
165_class-53,5
166_class-9,2
167_class-17,2
168_class-45,5
169_class-1,3
170_class-33,2
171_class-73,0
172_class-41,4
173_class-13,3
174_class-65,0
175_class-77,2
176_class-29,1
177_class-17,1
178_class-29,5
179_class-69,3
180_class-65,4
181_class-61,5
182_class-45,3
183_class-69,3
184_class-21,4
185_class-17,0
186_class-37,3
187_class-1,2
188_class-1,4
189_class-57,5
190_class-25,1
191_class-77,0
192_class-33,2
193_class-77,4
194_class-69,5
195_class-57,5
196_class-45,5
197_class-73,0
198_class-29,3
199_class-29,3
200_class-41,4
201_class-21,2
202_class-65,5
203_class-17,4
204_class-5,1
205_class-53,4
206_class-33,4
207_class-61,4
208_class-29,3
209_class-61,4
210_class-57,4
211_class-41,4
212_class-69,5
213_class-33,4
214_class-1,1
215_class-17,4
216_class-33,3
217_class-13,4
218_class-65,4
219_class-53,3
220_class-9,5
221_class-41,3
222_class-17,0
223_class-13,3
224_class-41,3
225_class-53,4
226_class-57,1
227_class-73,1
228_class-17,4
229_class-69,3
230_class-25,2
231_class-9,2
232_class-45,2
233_class-29,3
234_class-57,1
235_class-21,2
236_class-5,3
237_class-37,2
238_class-45,2
239_class-25,5
240_class-57,3
241_class-1,3
242_class-9,4
243_class-21,2
244_class-49,1
245_class-9,4
246_class-69,2
247_class-29,3
248_class-25,4
249_class-21,5
250_class-61,2
251_class-9,4
252_class-25,1
253_class-17,2
254_class-73,1
255_class-33,4
256_class-77,0
257_class-65,0
258_class-49,3
259_class-65,2
260_class-13,2
261_class-61,4
262_class-41,5
263_class-25,5
264_class-21,5
265_class-1,4
266_class-45,4
267_class-61,3
268_class-49,4
269_class-77,5
270_class-33,4
271_class-37,0
272_class-33,3
273_class-69,0
274_class-5,5
275_class-57,5
276_class-25,3
277_class-17,4
278_class-73,5
279_class-5,4
280_class-61,2
281_class-5,3
282_class-17,2
283_class-9,4
284_class-65,2
285_class-53,1
286_class-41,0
287_class-57,4
288_class-29,5
289_class-21,2
290_class-61,0
291_class-65,3
292_class-17,2
293_class-73,1
294_class-41,5
295_class-25,2
296_class-73,5
297_class-73,5
298_class-21,3
299_class-41,3
300_class-65,5
301_class-1,3
302_class-17,4
303_class-5,1
304_class-53,3
305_class-37,1
306_class-41,5
307_class-5,2
308_class-41,2
309_class-1,3
310_class-21,5
311_class-21,4
312_class-45,3
313_class-49,2
314_class-29,1
315_class-49,0
316_class-25,2
317_class-13,5
318_class-1,0
319_class-5,1
320_class-9,0
321_class-37,1
322_class-33,2
323_class-69,0
324_class-57,0
325_class-9,4
326_class-33,0
327_class-25,3
328_class-5,0
329_class-53,5
330_class-37,0
331_class-37,2
332_class-57,1
333_class-5,5
334_class-57,0
335_class-53,5
336_class-5,3
337_class-33,2
338_class-1,1
339_class-73,4
340_class-25,0
341_class-57,2
342_class-29,3
343_class-37,2
344_class-65,2
345_class-61,2
346_class-33,5
347_class-37,5
348_class-33,1
349_class-25,5
350_class-53,0
351_class-49,5
352_class-45,3
353_class-65,0
354_class-37,0
355_class-21,1
356_class-33,2
357_class-29,0
358_class-41,1
359_class-17,4
360_class-77,2
361_class-9,0
362_class-13,1
363_class-1,5
364_class-25,3
365_class-29,4
366_class-57,2
367_class-1,0
368_class-13,4
369_class-41,2
370_class-1,0
371_class-9,4
372_class-53,4
373_class-17,5
374_class-5,5
375_class-49,3
376_class-13,4
377_class-13,2
378_class-5,1
379_class-53,5
380_class-49,0
381_class-69,1
382_class-13,5
383_class-25,5
384_class-49,5
385_class-5,3
386_class-29,4
387_class-1,5
388_class-57,4
389_class-77,3
390_class-57,3
391_class-21,2
392_class-65,0
393_class-13,4
394_class-29,3
395_class-17,0
396_class-69,1
397_class-45,5
398_class-9,2
399_class-53,2
400_class-1,0
401_class-37,2
402_class-41,5
403_class-73,2
404_class-13,5
405_class-69,0
406_class-13,3
407_class-77,1
408_class-17,0
409_class-5,1
410_class-77,0
411_class-13,2
412_class-53,4
413_class-57,0
414_class-13,0
415_class-45,4
416_class-37,5
417_class-13,1
418_class-13,3
419_class-17,0
420_class-5,3
421_class-69,0
422_class-77,4
423_class-17,1
424_class-65,5
425_class-69,3
426_class-73,0
427_class-77,4
428_class-29,5
429_class-37,2
430_class-17,0
431_class-61,2
432_class-49,4
433_class-77,0
434_class-13,0
435_class-73,5
436_class-73,3
437_class-69,3
438_class-9,3
439_class-77,1
440_class-61,3
441_class-13,1
442_class-9,3
443_class-61,0
444_class-69,3
445_class-21,4
446_class-41,2
447_class-13,0
448_class-5,1
449_class-21,1
450_class-17,5
451_class-45,3
452_class-65,0
453_class-49,4
454_class-25,4
455_class-13,3
456_class-57,1
457_class-5,1
458_class-25,2
459_class-29,3
460_class-9,1
461_class-13,0
462_class-61,1
463_class-17,2
464_class-65,1
465_class-77,4
466_class-29,1
467_class-49,0
468_class-73,1
469_class-69,5
470_class-13,1
471_class-65,4
472_class-53,5
473_class-41,5
474_class-33,0
475_class-1,2
476_class-33,0
477_class-13,3
478_class-33,3
479_class-61,2
480_class-25,0
481_class-57,0
482_class-77,3
483_class-25,3
484_class-77,5
485_class-61,2
486_class-37,5
487_class-77,2
488_class-57,3
489_class-49,2
490_class-65,2
491_class-17,5
492_class-9,0
493_class-21,1
494_class-45,5
495_class-69,0
496_class-53,0
497_class-77,3
498_class-77,3
499_class-1,0
500_class-61,3
501_class-53,3
502_class-37,0
503_class-77,0
504_class-29,2
