obj_name,iteration,miou,selected,support_query,decoder_confidence,temporal_stability,foreground_background_separation
0_class-1,0,0.4107135832309723,0,0.9742527008056641,0.8593543767929077,1.0,0.5832357406616211
0_class-1,1,0.5204017758369446,1,0.9985126256942749,0.9607411623001099,0.12600279930358788,0.9644721746444702
0_class-1,2,0.4034777581691742,0,0.9932490587234497,0.9414527416229248,0.13829926054806438,0.7637079358100891
0_class-1,3,0.5224696397781372,0,0.9986218214035034,0.9583723545074463,0.13678593034309913,0.964523434638977
0_class-1,4,0.4891764521598816,0,0.9931798577308655,0.9391855001449585,0.5022575790152656,0.8109612464904785
0_class-1,5,0.3911452293395996,0,0.9984130859375,0.9214955568313599,0.3611490741485114,0.9113215208053589
1_class-41,0,0.8036881685256958,1,0.9958354830741882,1.0138726234436035,1.0,0.9983524084091187
1_class-41,1,0.5680485963821411,0,0.9917717576026917,0.9691251516342163,0.36858563492988383,0.9328617453575134
1_class-41,2,0.8037948608398438,0,0.9958031177520752,1.0006071329116821,0.3691512513601741,0.9958726167678833
1_class-41,3,0.8035556077957153,0,0.9958406686782837,1.002785563468933,0.9983764586504312,0.9966832995414734
1_class-41,4,0.8043756484985352,0,0.995762825012207,1.003473162651062,0.9972637446161642,0.9950708746910095
1_class-41,5,0.8036622405052185,0,0.9958351254463196,0.9533223509788513,0.9963026742301458,0.9910225868225098
2_class-57,0,0.3796590268611908,1,0.8872487545013428,0.9779433012008667,1.0,0.9389217495918274
2_class-57,1,0.45929625630378723,0,0.9807502627372742,0.9675884246826172,0.3496149614961496,0.9325265288352966
2_class-57,2,0.41485509276390076,0,0.9726364612579346,0.9526761770248413,0.10146664469446151,0.9358499646186829
2_class-57,3,0.37919384241104126,0,0.8906607627868652,0.976494312286377,0.587770586315675,0.9323148727416992
2_class-57,4,0.1739310473203659,0,0.8902519941329956,0.8179866075515747,0.0008145189017501924,0.48952430486679077
2_class-57,5,0.3798481822013855,0,0.9173136353492737,0.9817920923233032,0.0008156807450157398,0.9459673166275024
3_class-77,0,0.3176842927932739,1,0.9903013110160828,0.8801993131637573,1.0,0.792850911617279
3_class-77,1,0.597562313079834,0,0.9924209713935852,0.8248753547668457,0.12328965642171366,0.5689719915390015
3_class-77,2,0.3310941159725189,0,0.9774795770645142,0.980873703956604,0.08204888877677152,0.986918032169342
3_class-77,3,0.2791244387626648,0,0.9512636661529541,0.9028428792953491,0.5158224579043421,0.9325681328773499
3_class-77,4,0.33124879002571106,0,0.9783281087875366,1.0122202634811401,0.5142630881264311,0.9963139295578003
3_class-77,5,0.3266535997390747,0,0.9824326038360596,0.9795664548873901,0.892621530416806,0.9773407578468323
4_class-25,0,0.5079570412635803,0,0.9984380006790161,0.932034969329834,1.0,0.8927479386329651
4_class-25,1,0.4534722864627838,0,0.9991527795791626,0.9281982183456421,0.7095702092303044,0.9770087003707886
4_class-25,2,0.4516852796077728,1,0.9991754293441772,0.9988857507705688,0.9002009377093101,0.9949035048484802
4_class-25,3,0.3994331359863281,0,0.993435800075531,0.9615099430084229,0.2680768232546068,0.958484947681427
4_class-25,4,0.430541068315506,0,0.9972347021102905,0.9953607320785522,0.21375723242545813,0.9804532527923584
4_class-25,5,0.4305298924446106,0,0.9972484111785889,0.9563392400741577,0.9921263447013047,0.9437265396118164
