obj_name,iteration,miou,selected,support_query,decoder_confidence,temporal_stability,foreground_background_separation
0_class-760,0,0.9657483100891113,0,0.9903596639633179,1.0110913515090942,1.0,0.99252849817276
0_class-760,1,0.9657018184661865,1,0.9903697967529297,1.0110609531402588,0.9997359119164669,0.9925093650817871
0_class-760,2,0.9657313823699951,0,0.9902822971343994,1.0107476711273193,0.9996546294885469,0.9925059676170349
0_class-760,3,0.9657534956932068,0,0.9902850389480591,1.0110255479812622,0.9996647295485025,0.9924902319908142
0_class-760,4,0.9656772613525391,0,0.990145742893219,1.0108165740966797,0.9996139349175548,0.9924094080924988
0_class-760,5,0.9651510119438171,0,0.9899836778640747,1.0016016960144043,0.9980596923952132,0.9894921183586121
1_class-760,0,0.9588829278945923,1,0.9824146032333374,1.0116140842437744,1.0,0.9938005805015564
1_class-760,1,0.9588421583175659,0,0.9822952747344971,1.0113004446029663,0.9996138594745518,0.9937710165977478
1_class-760,2,0.9586916565895081,0,0.9823099374771118,1.0110324621200562,0.999613790644821,0.9938011765480042
1_class-760,3,0.9586642384529114,0,0.9822332262992859,1.011504054069519,0.9996583380373748,0.993706464767456
1_class-760,4,0.9587579369544983,0,0.9823465943336487,1.011244535446167,0.9995543936783317,0.9937317967414856
1_class-760,5,0.9586703181266785,0,0.9823119640350342,1.0114020109176636,0.9994503780507732,0.9936832785606384
2_class-760,0,0.9587097764015198,0,0.992717981338501,1.0113061666488647,1.0,0.9951789379119873
2_class-760,1,0.9587470293045044,0,0.9924833178520203,1.0114587545394897,0.9994198164901047,0.9949573874473572
2_class-760,2,0.9588959813117981,0,0.9925005435943604,1.011110544204712,0.9993125228263905,0.9950390458106995
2_class-760,3,0.9588299989700317,0,0.9926114678382874,1.0109546184539795,0.999548765551473,0.9951881170272827
2_class-760,4,0.9588672518730164,0,0.9923980832099915,1.0111513137817383,0.9995916700694161,0.9951709508895874
2_class-760,5,0.9587973356246948,1,0.9928072690963745,1.0112097263336182,0.9994843034873977,0.9952196478843689
3_class-760,0,0.9682180285453796,0,0.9918110370635986,1.0055732727050781,1.0,0.9893143773078918
3_class-760,1,0.9686949253082275,1,0.9918652772903442,1.0082488059997559,0.9981537220343191,0.989303469657898
3_class-760,2,0.968428373336792,0,0.9918295741081238,1.008531093597412,0.9993949830129846,0.9894746541976929
3_class-760,3,0.9682785272598267,0,0.9917944073677063,1.005398154258728,0.9983241523779968,0.989441990852356
3_class-760,4,0.9675507545471191,0,0.9917460680007935,0.9988865852355957,0.9972654247137241,0.9839820861816406
3_class-760,5,0.9685372114181519,0,0.9918129444122314,1.0077290534973145,0.9961980726556074,0.9895852208137512
4_class-760,0,0.9480657577514648,0,0.9862595200538635,1.0068203210830688,1.0,0.990839958190918
4_class-760,1,0.9511358737945557,0,0.985468327999115,1.004953384399414,0.9936311110575009,0.9810143709182739
4_class-760,2,0.9596441388130188,1,0.9873403906822205,0.9901889562606812,0.9733504480846003,0.9733261466026306
4_class-760,3,0.9550068974494934,0,0.9843234419822693,1.003286600112915,0.9774059757258169,0.9743569493293762
4_class-760,4,0.9477471113204956,0,0.9865372180938721,1.0065284967422485,0.9841224294595887,0.9901173114776611
4_class-760,5,0.9524408578872681,0,0.9851181507110596,1.003482699394226,0.9900062536078507,0.9776813387870789
5_class-760,0,0.9422904253005981,0,0.9965794086456299,1.0022714138031006,1.0,0.986763596534729
5_class-760,1,0.9418136477470398,1,0.9966498613357544,1.0021357536315918,0.9990831382063362,0.9868163466453552
5_class-760,2,0.937646746635437,0,0.9964355826377869,1.001480221748352,0.9907390414343192,0.9806556701660156
5_class-760,3,0.9443137645721436,0,0.9964265823364258,1.0013056993484497,0.9869213028069979,0.9869253635406494
5_class-760,4,0.9410756826400757,0,0.996344804763794,1.0014870166778564,0.9944605348255209,0.9866839647293091
5_class-760,5,0.937390923500061,0,0.9963794946670532,1.0013587474822998,0.9912934092804342,0.9806950092315674
6_class-760,0,0.9717459678649902,0,0.9858831167221069,1.008477807044983,1.0,0.9915148615837097
6_class-760,1,0.9717279076576233,1,0.9859679937362671,1.0088086128234863,0.999300050213789,0.9914716482162476
6_class-760,2,0.9718033075332642,0,0.9858737587928772,1.008708119392395,0.9992243581944276,0.9918305277824402
6_class-760,3,0.9717442989349365,0,0.9858897924423218,1.0090291500091553,0.9996046409075012,0.9917157292366028
6_class-760,4,0.9718230962753296,0,0.9859069585800171,1.0084819793701172,0.9996046469192872,0.9917466640472412
6_class-760,5,0.9717363119125366,0,0.9857403635978699,1.0085686445236206,0.9989658895630883,0.9914828538894653
7_class-760,0,0.9809247255325317,0,0.9931294322013855,1.0075745582580566,1.0,0.9931599497795105
7_class-760,1,0.9803699254989624,0,0.9930900931358337,1.009788155555725,0.998874728164669,0.9932449460029602
7_class-760,2,0.9761103391647339,0,0.993240475654602,1.0085402727127075,0.9925109742058723,0.9864833950996399
7_class-760,3,0.9787969589233398,1,0.993479311466217,1.0113660097122192,0.9950032973164916,0.993768572807312
7_class-760,4,0.9808722734451294,0,0.9931260347366333,1.0083717107772827,0.996522860610965,0.993139386177063
7_class-760,5,0.9793546199798584,0,0.9928078651428223,1.0105180740356445,0.9973955370124534,0.9936217665672302
8_class-760,0,0.9513120651245117,0,0.9945539236068726,1.00897216796875,1.0,0.9895678758621216
8_class-760,1,0.9512951374053955,0,0.9945559501647949,1.0090794563293457,0.9996878639086642,0.9896548390388489
8_class-760,2,0.9512603282928467,0,0.9945520758628845,1.0088849067687988,0.9997838720522549,0.9895805716514587
8_class-760,3,0.9511860609054565,1,0.9945831894874573,1.0087544918060303,0.9997958546485097,0.9895336031913757
8_class-760,4,0.9512374401092529,0,0.9944784641265869,1.0090090036392212,0.9997358372757619,0.989651620388031
8_class-760,5,0.9511414766311646,0,0.9945274591445923,1.0087834596633911,0.9994356523618549,0.9895228147506714
9_class-760,0,0.9748916625976562,0,0.9934519529342651,1.0142096281051636,1.0,0.9946699142456055
9_class-760,1,0.9749040603637695,1,0.9939644932746887,1.014399766921997,0.9993499407981798,0.9946455359458923
9_class-760,2,0.9748905897140503,0,0.9935556650161743,1.0142279863357544,0.9994659484059721,0.9946823716163635
