method,num_samples,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,mean_oracle_gap_closure,mean_selected_iter,fallback_rate
original,100,0.8384474490582943,0.8124767078459263,0.8726576346158982,0.025970741212367976,0.64,0.43154438800245326,2.44,0.0
support_top1,100,0.8363386224210262,0.8124767078459263,0.8726576346158982,0.023861914575099896,0.57,0.3965029429723926,2.2,0.0
single_decoder_confidence,100,0.8250217295065522,0.8124767078459263,0.8726576346158982,0.012545021660625877,0.63,0.20845510918395146,2.35,0.0
single_temporal_stability,100,0.8124767078459263,0.8124767078459263,0.8726576346158982,0.0,1.0,0.0,0.0,0.0
single_foreground_background_separation,100,0.8368854728341103,0.8124767078459263,0.8726576346158982,0.024408764988184006,0.65,0.40558971584935943,2.39,0.0
rank_sum,100,0.8422020692378283,0.8124767078459263,0.8726576346158982,0.02972536139190196,0.73,0.493933260707674,1.73,0.0
median_rank,100,0.8418816281110049,0.8124767078459263,0.8726576346158982,0.02940492026507857,0.77,0.48860863139366884,1.6,0.0
consensus,100,0.8418816281110049,0.8124767078459263,0.8726576346158982,0.02940492026507857,0.77,0.48860863139366884,1.6,0.0
