method,num_samples,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,mean_oracle_gap_closure,mean_selected_iter,fallback_rate
original,2400,0.8837846819394811,0.8561072499362248,0.9185859807157734,0.02767743200325634,0.6204166666666666,0.4429896647695044,2.5316666666666667,0.0
support_top1,2400,0.8751603873702698,0.8561072499362248,0.9185859807157734,0.01905313743404502,0.5791666666666667,0.3049539770785767,2.4920833333333334,0.0
single_decoder_confidence,2400,0.8554218387114816,0.8561072499362248,0.9185859807157734,-0.0006854112247431932,0.59125,-0.010970312875938762,2.5091666666666668,0.0
single_temporal_stability,2400,0.8561072499362248,0.8561072499362248,0.9185859807157734,0.0,1.0,0.0,0.0,0.0
single_foreground_background_separation,2400,0.8732056683461027,0.8561072499362248,0.9185859807157734,0.017098418409877914,0.6045833333333334,0.27366782577911797,2.517916666666667,0.0
rank_sum,2400,0.8779647398800201,0.8561072499362248,0.9185859807157734,0.021857489943795327,0.7325,0.3498388919089571,1.80125,0.005416666666666667
median_rank,2400,0.8783655444794567,0.8561072499362248,0.9185859807157734,0.022258294543231916,0.7220833333333333,0.35625394859201936,1.8070833333333334,0.009583333333333333
consensus,2400,0.8783655444794567,0.8561072499362248,0.9185859807157734,0.022258294543231916,0.7220833333333333,0.35625394859201936,1.8070833333333334,0.009583333333333333
