seed,method,fallback,num_samples,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,oracle_gap_closure,mean_selected_iter,fallback_rate
s42,weighted_3_1_2,off,2400,0.8825636748662995,0.8561072499362248,0.9185859807157734,0.026456424930074718,0.6175,0.4234469010490016,2.4183333333333334,0.0
s42,weighted_3_1_2,on,2400,0.8819120812326825,0.8561072499362248,0.9185859807157734,0.02580483129645772,0.665,0.41301785382785855,2.1658333333333335,0.09083333333333334
s42,weighted_support_fg,off,2400,0.8803372337455706,0.8561072499362248,0.9185859807157734,0.024229983809345823,0.6133333333333333,0.38781171619569976,2.4604166666666667,0.0
s42,weighted_support_fg,on,2400,0.8803284988773521,0.8561072499362248,0.9185859807157734,0.024221248941127316,0.6995833333333333,0.3876719107273504,1.9995833333333333,0.16125
s43,weighted_3_1_2,off,2400,0.885315303640867,0.8582649375118004,0.9194569907147282,0.027050366129066528,0.6479166666666667,0.4420568474694079,2.4391666666666665,0.0
s43,weighted_3_1_2,on,2400,0.8846266135757711,0.8582649375118004,0.9194569907147282,0.026361676063970663,0.6845833333333333,0.43080228042927277,2.214583333333333,0.07625
s43,weighted_support_fg,off,2400,0.8835502796658936,0.8582649375118004,0.9194569907147282,0.02528534215409317,0.64125,0.41321284105700484,2.4895833333333335,0.0
s43,weighted_support_fg,on,2400,0.8835236806259491,0.8582649375118004,0.9194569907147282,0.025258743114148663,0.7216666666666667,0.41277815977810906,2.0195833333333333,0.15916666666666668
