obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
20_class-762,5,5,0,0,0.9523450136184692,0.9523450136184692,0.9519023895263672,0.9525929689407349,2.002716064453125e-05,2.002716064453125e-05
