obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
4_class-760,5,5,0,0,0.9703830480575562,0.9703830480575562,0.9709962606430054,0.9732656478881836,9.202957153320312e-05,9.202957153320312e-05
