obj_name,selector,selected_iter,pre_fallback_iter,fallback_applied,selector_miou,baseline_miou,oracle_miou,support_query_selected,decoder_confidence_selected,temporal_stability_selected,foreground_background_separation_selected
0_class-0,guarded,0,2,True,0.9374722242355347,0.9374722242355347,0.9379411935806274,0.9811755418777466,1.0070914030075073,1.0,0.9959486126899719
1_class-72,guarded,0,4,True,0.4194965660572052,0.4194965660572052,0.4263800382614136,0.969513475894928,1.0053291320800781,1.0,0.966761589050293
2_class-68,guarded,0,3,True,0.17852483689785004,0.17852483689785004,0.17853789031505585,0.8533459901809692,1.0116418600082397,1.0,0.9922860264778137
3_class-76,guarded,5,5,False,0.1713886857032776,0.1627797931432724,0.1713886857032776,0.9254857301712036,1.000434398651123,0.9929191632982333,0.9302756190299988
4_class-36,guarded,0,1,True,0.47261518239974976,0.47261518239974976,0.5449056625366211,0.980657696723938,0.768821120262146,1.0,0.7636696696281433
5_class-56,guarded,0,0,False,0.4173983037471771,0.4173983037471771,0.42707374691963196,0.9944489598274231,0.9709208011627197,1.0,0.9596678018569946
6_class-48,guarded,0,1,True,0.434171587228775,0.434171587228775,0.6585098505020142,0.9914626479148865,1.004410743713379,1.0,0.9835794568061829
7_class-36,guarded,5,5,False,0.5198074579238892,0.48136526346206665,0.6634442806243896,0.9856363534927368,0.938901424407959,0.5622748815165877,0.9608798623085022
8_class-40,guarded,2,2,False,0.9672533273696899,0.9600771069526672,0.9678384065628052,0.9767841100692749,1.0013399124145508,0.9979567096181295,0.9841585755348206
9_class-4,guarded,0,3,True,0.9420640468597412,0.9420640468597412,0.9420640468597412,0.9906405210494995,0.9979685544967651,1.0,0.9698522686958313
10_class-0,guarded,0,4,True,0.2711665630340576,0.2711665630340576,0.27122434973716736,0.9464815855026245,1.0175776481628418,1.0,0.9978188276290894
11_class-68,guarded,0,3,True,0.5315698981285095,0.5315698981285095,0.7314411401748657,0.9904642105102539,0.9427989721298218,1.0,0.8157406449317932
12_class-40,guarded,0,1,True,0.48433610796928406,0.48433610796928406,0.48433610796928406,0.9992274045944214,0.9301570653915405,1.0,0.9650435447692871
13_class-36,guarded,5,5,False,0.4085949957370758,0.5422026515007019,0.5422026515007019,0.994411826133728,0.959202766418457,0.144097180707334,0.9697146415710449
14_class-28,guarded,0,0,False,0.5106167197227478,0.5106167197227478,0.513807475566864,0.9953442811965942,0.9407898187637329,1.0,0.912934422492981
15_class-72,guarded,5,5,False,0.4432738125324249,0.4431154131889343,0.7393326759338379,0.995678722858429,1.0003745555877686,0.2514663599769983,0.9928382039070129
16_class-52,guarded,0,0,False,0.29604509472846985,0.29604509472846985,0.31840792298316956,0.9987856149673462,0.9489762783050537,1.0,0.9672750234603882
17_class-32,guarded,0,3,True,0.41691574454307556,0.41691574454307556,0.6294713020324707,0.9341331720352173,0.9763375520706177,1.0,0.9823884963989258
18_class-72,guarded,0,4,True,0.14434212446212769,0.14434212446212769,0.1510259062051773,0.9820387959480286,0.9810630083084106,1.0,0.9362838864326477
19_class-12,guarded,5,5,False,0.42336875200271606,0.5394928455352783,0.5394928455352783,0.9969146251678467,0.9452346563339233,0.1947490681216574,0.8862461447715759
20_class-48,guarded,0,0,False,0.2670585811138153,0.2670585811138153,0.8380118012428284,0.9820960760116577,0.9722007513046265,1.0,0.9048666954040527
21_class-60,guarded,3,3,False,0.7810229659080505,0.780998945236206,0.7810770273208618,0.9533821940422058,1.0118602514266968,0.9978085751407536,0.9863817691802979
22_class-4,guarded,2,2,False,0.908045768737793,0.8896099328994751,0.9082790613174438,0.9962568879127502,0.9989562034606934,0.9988644965934897,0.9920196533203125
23_class-60,guarded,5,5,False,0.2885519862174988,0.34615686535835266,0.3523273169994354,0.960159957408905,0.9768182039260864,0.79008889199972,0.8841175436973572
24_class-32,guarded,4,4,False,0.45894888043403625,0.49155980348587036,0.5294809937477112,0.9960185289382935,1.000534176826477,0.29419850222769933,0.9756041169166565
25_class-60,guarded,0,0,False,0.3692503571510315,0.3692503571510315,0.3745793402194977,0.9236995577812195,1.000747799873352,1.0,0.9932636618614197
26_class-52,guarded,1,1,False,0.679631233215332,0.4383756220340729,0.679631233215332,0.9986859560012817,0.9930007457733154,0.04250503500527477,0.9932821989059448
27_class-24,guarded,0,5,True,0.4601694345474243,0.4601694345474243,0.4601694345474243,0.9980463981628418,0.9329848289489746,1.0,0.992875337600708
28_class-64,guarded,0,5,True,0.3907223045825958,0.3907223045825958,0.43468165397644043,0.9853403568267822,0.9599406719207764,1.0,0.9749159216880798
29_class-40,guarded,2,2,False,0.431562215089798,0.3891831636428833,0.4570406675338745,0.9888694882392883,0.9962015151977539,0.9396659335433633,0.9828541278839111
30_class-40,guarded,1,1,False,0.4745904207229614,0.588087260723114,0.588087260723114,0.9939662218093872,0.9887434244155884,0.07929117772815811,0.991479754447937
31_class-24,guarded,3,3,False,0.4078725576400757,0.7606076002120972,0.8711444735527039,0.9960137605667114,0.9977611303329468,0.16868948588572208,0.9949385523796082
32_class-28,guarded,0,0,False,0.5295193791389465,0.5295193791389465,0.7776858806610107,0.9986113905906677,0.9899247884750366,1.0,0.977794885635376
33_class-16,guarded,0,0,False,0.3831804096698761,0.3831804096698761,0.5788838267326355,0.9765303134918213,1.0059128999710083,1.0,0.9854328036308289
34_class-52,guarded,1,1,False,0.7778909206390381,0.5548582673072815,0.7778909206390381,0.9938163161277771,0.973752498626709,0.31443676291175277,0.9333507418632507
35_class-76,guarded,0,1,True,0.5173268914222717,0.5173268914222717,0.5192953944206238,0.9922907948493958,0.9253929853439331,1.0,0.8815091252326965
36_class-76,guarded,4,4,False,0.42646321654319763,0.5266280174255371,0.5266280174255371,0.9712018966674805,1.006976842880249,0.7907166566904282,0.9961321949958801
37_class-36,guarded,5,5,False,0.8561272621154785,0.5611147284507751,0.8561272621154785,0.9990572929382324,0.9910415410995483,0.05486782720825274,0.9884923100471497
38_class-60,guarded,1,1,False,0.26956743001937866,0.2698023319244385,0.4030578136444092,0.9905276298522949,0.9982542991638184,0.996057235364771,0.9877853989601135
39_class-48,guarded,0,0,False,0.5892634391784668,0.5892634391784668,0.9084919691085815,0.989132285118103,0.9988805055618286,1.0,0.9857268929481506
40_class-64,guarded,4,4,False,0.4794539511203766,0.4789247214794159,0.4794539511203766,0.999289870262146,0.993402361869812,0.06059161989480744,0.993357241153717
41_class-12,guarded,0,0,False,0.4165225625038147,0.4165225625038147,0.7128052711486816,0.9927055835723877,0.9211951494216919,1.0,0.8372238874435425
42_class-36,guarded,1,1,False,0.20293326675891876,0.20348896086215973,0.20348896086215973,0.8726726770401001,1.010424256324768,0.996076823984073,0.9754676222801208
43_class-44,guarded,0,5,True,0.4654354453086853,0.4654354453086853,0.5982270240783691,0.9976755976676941,0.9987901449203491,1.0,0.9959871768951416
44_class-32,guarded,1,1,False,0.965621829032898,0.3946598172187805,0.965621829032898,0.9996206760406494,1.0076714754104614,0.0017307692307692308,0.9967162609100342
45_class-56,guarded,0,2,True,0.396954208612442,0.396954208612442,0.448750376701355,0.9894024729728699,0.922751784324646,1.0,0.8501517176628113
46_class-4,guarded,0,3,True,0.0006395556265488267,0.0006395556265488267,0.0007679887930862606,0.9730748534202576,1.0111157894134521,1.0,0.7950666546821594
47_class-24,guarded,3,3,False,0.6237057447433472,0.5185556411743164,0.6237057447433472,0.9925247430801392,1.0013741254806519,0.44964240639461506,0.9925678372383118
48_class-64,guarded,5,5,False,0.6714882850646973,0.4229491055011749,0.6714882850646973,0.9986184239387512,0.9765864610671997,0.348312167589276,0.9857807159423828
49_class-36,guarded,3,3,False,0.4006810486316681,0.3634122312068939,0.43929746747016907,0.9652521014213562,0.9734090566635132,0.5737714839022029,0.9569784998893738
50_class-60,guarded,0,2,True,0.33776888251304626,0.33776888251304626,0.33776888251304626,0.9148198366165161,0.985947847366333,1.0,0.9826747179031372
51_class-16,guarded,4,4,False,0.4627651572227478,0.46390074491500854,0.47327908873558044,0.9922177195549011,0.9781429171562195,0.27506965788642174,0.9858537912368774
52_class-76,guarded,0,1,True,0.6089893579483032,0.6089893579483032,0.6089893579483032,0.9929505586624146,1.001520037651062,1.0,0.9815161228179932
53_class-0,guarded,0,0,False,0.47844505310058594,0.47844505310058594,0.4784676134586334,0.9934570789337158,1.0019503831863403,1.0,0.9956527948379517
54_class-52,guarded,4,4,False,0.8159414529800415,0.8585448265075684,0.9012047052383423,0.9893159866333008,0.9995427131652832,0.8634368690227182,0.958116352558136
55_class-28,guarded,2,2,False,0.6865526437759399,0.6778502464294434,0.8692405819892883,0.9729294776916504,0.9830132722854614,0.8868922147273749,0.9014371633529663
56_class-76,guarded,5,5,False,0.2200021743774414,0.32137712836265564,0.43032893538475037,0.9571447372436523,0.9642301797866821,0.6978909297038183,0.8876945972442627
57_class-60,guarded,0,0,False,0.6485729217529297,0.6485729217529297,0.797966480255127,0.8793991208076477,0.9715547561645508,1.0,0.9096184968948364
58_class-20,guarded,0,0,False,0.9001755714416504,0.9001755714416504,0.9001755714416504,0.9848519563674927,1.000053882598877,1.0,0.9842286705970764
59_class-76,guarded,1,1,False,0.5595675706863403,0.5531801581382751,0.6441200971603394,0.9973047971725464,0.9828430414199829,0.8892795637198623,0.9785309433937073
60_class-56,guarded,0,0,False,0.43908482789993286,0.43908482789993286,0.43908482789993286,0.9712898135185242,0.9942530393600464,1.0,0.9804357886314392
61_class-60,guarded,5,5,False,0.3699054718017578,0.42051780223846436,0.426329642534256,0.991793155670166,0.9889655113220215,0.49220265631995225,0.9935442805290222
62_class-32,guarded,5,5,False,0.9246617555618286,0.5223374366760254,0.9246617555618286,0.9997179508209229,0.9594945907592773,0.13329841560822311,0.9792198538780212
63_class-36,guarded,3,3,False,0.4899822771549225,0.47970321774482727,0.5100336074829102,0.9985670447349548,0.9657219648361206,0.8586770079797151,0.9512934684753418
64_class-52,guarded,5,5,False,0.9671919941902161,0.9667064547538757,0.9671919941902161,0.9954119920730591,1.0089166164398193,0.9992141773249512,0.991866409778595
65_class-12,guarded,0,3,True,0.0028510026168078184,0.0028510026168078184,0.0028602827806025743,0.9403208494186401,1.0052019357681274,1.0,0.9864535331726074
66_class-24,guarded,4,4,False,0.44975289702415466,0.4077719449996948,0.44975289702415466,0.9958673715591431,0.9876530170440674,0.2400737914552849,0.9791597127914429
67_class-56,guarded,0,0,False,0.40759119391441345,0.40759119391441345,0.41428086161613464,0.983351469039917,0.9967900514602661,1.0,0.9821657538414001
68_class-0,guarded,3,3,False,0.3182010054588318,0.3197850286960602,0.3199639320373535,0.9555497765541077,1.0069628953933716,0.999373338807615,0.9887440204620361
69_class-36,guarded,3,3,False,0.7392944097518921,0.44063958525657654,0.7392944097518921,0.9968585968017578,0.9876576662063599,0.03519972392373393,0.9690138101577759
70_class-0,guarded,0,0,False,0.2397027462720871,0.2397027462720871,0.24041084945201874,0.944008469581604,1.0107190608978271,1.0,0.9910880327224731
71_class-32,guarded,0,2,True,0.4689660668373108,0.4689660668373108,0.5140060186386108,0.9946885108947754,0.9056456089019775,1.0,0.8870919346809387
72_class-72,guarded,3,3,False,0.43190115690231323,0.4012488126754761,0.43190115690231323,0.9197784662246704,0.9536350965499878,0.0,0.9652159810066223
73_class-32,guarded,1,1,False,0.953951358795166,0.4066893756389618,0.953951358795166,0.9975888133049011,1.005350112915039,0.06773253748312372,0.9970086812973022
74_class-20,guarded,4,4,False,0.8961341381072998,0.8962233066558838,0.8964138627052307,0.9593170881271362,1.0086508989334106,0.9992557453225211,0.9790151119232178
75_class-24,guarded,0,0,False,0.4553562104701996,0.4553562104701996,0.5112174153327942,0.9966960549354553,0.994497537612915,1.0,0.9804086089134216
76_class-0,guarded,0,4,True,0.18797722458839417,0.18797722458839417,0.1904916763305664,0.935431957244873,0.9981251955032349,1.0,0.9839597344398499
77_class-0,guarded,5,5,False,0.34324556589126587,0.8886318802833557,0.892881453037262,0.9954043626785278,0.9535965919494629,0.027350857718320496,0.946766197681427
78_class-44,guarded,3,3,False,0.4508281946182251,0.44767412543296814,0.4529874920845032,0.9905925393104553,0.9856735467910767,0.9287284880823243,0.9625608325004578
79_class-36,guarded,0,4,True,0.4664587676525116,0.4664587676525116,0.4664587676525116,0.9942666292190552,0.974882185459137,1.0,0.9915781617164612
80_class-56,guarded,1,1,False,0.3816542625427246,0.37899890542030334,0.41725674271583557,0.992067813873291,0.963323712348938,0.34989044157125654,0.966225266456604
81_class-52,guarded,1,1,False,0.12975984811782837,0.20987963676452637,0.4055997133255005,0.9963712096214294,0.9696465730667114,0.2644673819680007,0.95030277967453
82_class-32,guarded,1,1,False,0.40618887543678284,0.4185408353805542,0.44624969363212585,0.9898663759231567,0.9996709823608398,0.8321265591724977,0.8878870010375977
83_class-28,guarded,3,3,False,0.4389655888080597,0.43895813822746277,0.44651615619659424,0.9854908585548401,1.0129802227020264,0.7229679089732234,0.9983639717102051
84_class-44,guarded,0,4,True,0.4003138542175293,0.4003138542175293,0.44534850120544434,0.9819945096969604,0.9483529329299927,1.0,0.9714524745941162
