obj_name,selector,selected_iter,pre_fallback_iter,fallback_applied,selector_miou,baseline_miou,oracle_miou,support_query_selected,decoder_confidence_selected,temporal_stability_selected,foreground_background_separation_selected
0_class-760,original,0,0,False,0.9813274145126343,0.9813274145126343,0.9814784526824951,0.9523358941078186,0.990613579750061,1.0,15.285386085510254
1_class-760,original,2,2,False,0.9738668203353882,0.974423885345459,0.9757140874862671,0.8833203315734863,0.9767997860908508,0.9869620609209285,15.070728302001953
2_class-760,original,4,4,False,0.9772538542747498,0.905803918838501,0.9772538542747498,0.8602421283721924,0.9669119119644165,0.9376465395967231,14.583013534545898
3_class-760,original,1,1,False,0.9643460512161255,0.9654957056045532,0.9654957056045532,0.8391283750534058,0.9585521221160889,0.9963650411786398,11.054161071777344
4_class-760,original,4,4,False,0.9258130788803101,0.9717376828193665,0.9717376828193665,0.8662527799606323,0.9365936517715454,0.9213904244354915,16.87558937072754
5_class-760,original,4,4,False,0.8971329927444458,0.9088302254676819,0.9186780452728271,0.9463447332382202,0.9686757326126099,0.9835205302890812,19.072050094604492
6_class-760,original,5,5,False,0.9335729479789734,0.940143346786499,0.9415881633758545,0.9134777784347534,0.9708830118179321,0.9857138281174925,16.82562828063965
7_class-760,original,2,2,False,0.8776462078094482,0.8779630661010742,0.878849446773529,0.9419710040092468,0.9681388139724731,0.9980677884228323,12.418699264526367
8_class-760,original,3,3,False,0.9629740715026855,0.9645647406578064,0.9645647406578064,0.9490751028060913,0.986871600151062,0.9947770874581826,21.319345474243164
9_class-760,original,5,5,False,0.9465957880020142,0.944114625453949,0.9465957880020142,0.9761475920677185,0.9692063331604004,0.9936188510491916,14.548089981079102
10_class-761,original,1,1,False,0.9743086099624634,0.9742160439491272,0.9747468829154968,0.9149984121322632,0.9955996870994568,0.9993995676887358,15.518951416015625
11_class-761,original,3,3,False,0.9760534763336182,0.9760540723800659,0.9763821363449097,0.8189356327056885,0.9959115982055664,0.9974868285593169,24.476438522338867
12_class-761,original,3,3,False,0.9374163746833801,0.9341206550598145,0.9374163746833801,0.8417009711265564,0.9855506420135498,0.9898106954107073,11.709741592407227
13_class-761,original,5,5,False,0.9712018966674805,0.9714252352714539,0.9719095230102539,0.9826491475105286,0.9749490022659302,0.9979354614850798,16.31396484375
14_class-761,original,2,2,False,0.9197050333023071,0.9223639965057373,0.9244493246078491,0.9577739238739014,0.9518961310386658,0.9920659801770082,15.397262573242188
15_class-761,original,2,2,False,0.9574148654937744,0.9552655220031738,0.9574148654937744,0.9621310830116272,0.9900234341621399,0.9948676002660578,11.92483139038086
16_class-761,original,1,1,False,0.9734572172164917,0.8107621073722839,0.9734572172164917,0.9338124394416809,0.9770843982696533,0.7406099705040466,15.938702583312988
17_class-761,original,0,0,False,0.9710486531257629,0.9710486531257629,0.9710661172866821,0.9515398740768433,0.9890515804290771,1.0,17.006671905517578
18_class-761,original,3,3,False,0.9597378969192505,0.9566269516944885,0.9612786769866943,0.9760828018188477,0.9737402200698853,0.9924184862021459,12.021422386169434
19_class-761,original,3,3,False,0.9561273455619812,0.9555139541625977,0.9593555927276611,0.9113792777061462,0.9785276651382446,0.9895334424874906,15.064801216125488
20_class-762,original,0,0,False,0.942796528339386,0.942796528339386,0.9505213499069214,0.9357096552848816,0.9825341701507568,1.0,14.064630508422852
