obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
28_class-2,1,1,0,0,0.40565499663352966,0.40565499663352966,0.4056246280670166,0.40581825375556946,0.00010907649993896484,0.00010907649993896484
