obj_name,PRMAGIC_1_best_iter
0_class-0,1
1_class-3,5
2_class-1,0
3_class-4,1
4_class-3,2
5_class-4,4
6_class-1,3
7_class-4,0
8_class-0,0
9_class-2,4
10_class-1,2
11_class-4,2
12_class-0,3
13_class-1,5
14_class-0,1
15_class-0,4
16_class-2,1
17_class-0,5
18_class-0,3
19_class-2,5
20_class-0,5
21_class-3,1
22_class-4,3
23_class-3,5
24_class-1,1
25_class-2,1
26_class-3,4
27_class-1,1
28_class-2,1
29_class-3,3
30_class-0,5
31_class-2,0
32_class-3,2
33_class-4,4
34_class-3,3
35_class-1,3
36_class-4,1
37_class-4,5
38_class-4,4
39_class-0,5
40_class-0,2
41_class-3,2
42_class-0,2
43_class-2,1
44_class-4,0
45_class-1,1
46_class-0,3
47_class-2,4
48_class-1,2
49_class-0,2
50_class-0,2
51_class-3,1
52_class-1,2
53_class-2,3
54_class-2,5
55_class-4,4
56_class-2,2
57_class-2,3
58_class-1,5
59_class-2,3
60_class-4,3
61_class-4,4
62_class-2,0
63_class-0,2
64_class-3,4
65_class-2,2
66_class-2,3
67_class-1,2
68_class-4,5
69_class-3,1
70_class-3,2
71_class-3,0
72_class-3,0
73_class-1,5
74_class-2,3
75_class-1,5
76_class-0,2
77_class-3,3
78_class-2,3
79_class-0,1
80_class-2,1
81_class-1,4
82_class-0,5
83_class-2,3
84_class-4,4
85_class-3,5
86_class-4,2
87_class-4,3
88_class-3,3
89_class-4,3
90_class-1,3
91_class-2,4
92_class-0,5
93_class-1,5
94_class-0,4
95_class-3,3
96_class-0,5
97_class-3,2
98_class-0,4
99_class-0,5
100_class-1,3
101_class-1,5
102_class-4,5
103_class-0,4
104_class-1,5
105_class-1,4
106_class-4,0
107_class-0,1
108_class-3,2
109_class-1,4
110_class-4,1
111_class-4,1
112_class-0,2
113_class-3,4
114_class-1,2
115_class-0,2
116_class-2,4
117_class-3,5
118_class-4,1
119_class-0,0
120_class-2,3
121_class-4,5
122_class-2,5
123_class-2,5
124_class-1,5
125_class-1,2
126_class-2,0
127_class-0,0
128_class-2,4
129_class-4,0
130_class-1,4
131_class-4,5
132_class-0,0
133_class-2,4
134_class-1,5
135_class-0,4
136_class-3,0
137_class-0,1
138_class-3,4
139_class-1,2
140_class-3,5
141_class-1,2
142_class-2,3
143_class-2,4
144_class-3,1
145_class-3,1
146_class-4,1
147_class-2,4
148_class-2,5
149_class-2,4
150_class-2,2
151_class-2,2
152_class-1,2
153_class-4,3
154_class-2,2
155_class-0,4
156_class-2,4
157_class-2,4
158_class-2,5
159_class-1,1
160_class-2,3
161_class-4,4
162_class-0,4
163_class-0,1
164_class-3,3
165_class-4,2
166_class-1,0
167_class-0,2
168_class-4,5
169_class-4,3
170_class-4,0
171_class-2,1
172_class-4,4
173_class-3,1
174_class-4,1
175_class-4,3
176_class-0,2
177_class-4,4
178_class-0,0
