method,num_samples,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,mean_oracle_gap_closure,mean_selected_iter,fallback_rate
original,100,0.8770848789811134,0.8392708931863307,0.9083542937040329,0.03781398579478268,0.59,0.5473671752028639,2.76,0.0
support_top1,100,0.8677281920611858,0.8392708931863307,0.9083542937040329,0.02845729887485504,0.57,0.4119267242434464,2.73,0.0
single_decoder_confidence,100,0.8493519218079746,0.8392708931863307,0.9083542937040329,0.01008102862164384,0.55,0.14592548348949105,2.56,0.0
single_temporal_stability,100,0.8392708931863307,0.8392708931863307,0.9083542937040329,0.0,1.0,0.0,0.0,0.0
single_foreground_background_separation,100,0.864275985956192,0.8392708931863307,0.9083542937040329,0.025005092769861292,0.54,0.36195515250373234,2.48,0.0
rank_sum,100,0.877829404771328,0.8392708931863307,0.9083542937040329,0.038558511584997235,0.73,0.5581443776080028,2.0,0.0
median_rank,100,0.8806494677066803,0.8392708931863307,0.9083542937040329,0.04137857452034954,0.73,0.5989655142952406,1.9,0.0
consensus,100,0.8806494677066803,0.8392708931863307,0.9083542937040329,0.04137857452034954,0.73,0.5989655142952406,1.9,0.0
