obj_name,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5
0_class-760,0.9804753065109253,0.9805089235305786,0.9798758625984192,0.9821048974990845,0.9803836345672607,0.9806102514266968
1_class-760,0.9706321954727173,0.970600426197052,0.9704188108444214,0.9704418182373047,0.9705064296722412,0.9705358743667603
2_class-760,0.6647294759750366,0.9761693477630615,0.8573694229125977,0.9768754839897156,0.6645841598510742,0.8535299897193909
3_class-760,0.9642795920372009,0.9634335041046143,0.9633281826972961,0.9638667106628418,0.9640132188796997,0.9642556309700012
4_class-760,0.9709962606430054,0.9712849855422974,0.969406247138977,0.9732656478881836,0.9701812863349915,0.9703830480575562
5_class-760,0.933092474937439,0.9311338067054749,0.9282822608947754,0.9281024932861328,0.9298374056816101,0.9596675634384155
6_class-760,0.9451984167098999,0.9449503421783447,0.9447095990180969,0.9447643756866455,0.9452575445175171,0.9447733163833618
7_class-760,0.8794507384300232,0.8803802132606506,0.8799638748168945,0.8797596096992493,0.8793997764587402,0.8795045018196106
8_class-760,0.9332252740859985,0.9333575963973999,0.9336144924163818,0.9330687522888184,0.9330103397369385,0.9339079260826111
9_class-760,0.941831648349762,0.9649547934532166,0.9404971599578857,0.9672549366950989,0.9673612117767334,0.9674178957939148
10_class-761,0.9755947589874268,0.975531280040741,0.9755915403366089,0.9758763313293457,0.8190536499023438,0.9758291244506836
11_class-761,0.9746173620223999,0.9745874404907227,0.9745523929595947,0.9745880961418152,0.9741846323013306,0.9746400713920593
12_class-761,0.5814631581306458,0.5809495449066162,0.5835027694702148,0.5806499123573303,0.5812651515007019,0.5795426964759827
13_class-761,0.9745100140571594,0.9741576910018921,0.9741736650466919,0.9742406606674194,0.9742190837860107,0.9742997884750366
14_class-761,0.7588335275650024,0.6449642181396484,0.7562003135681152,0.7574866414070129,0.7627562284469604,0.9349756240844727
15_class-761,0.9526888132095337,0.9523818492889404,0.9507238864898682,0.9520083665847778,0.9502243995666504,0.9521440267562866
