generator,benchmark,episodes,tau_tmp,accepted_count,coverage,gate_fallback_rate,conditional_degradation_risk,selected_miou,baseline_miou,gain_over_baseline,ndr
PerSAM-F-compatible,FSS-1000,7200,0.0010367463023910357,670,0.09305555555555556,0.7433333333333333,0.4537313432835821,0.8589965632838236,0.8578307747619369,0.0011657885218866997,0.9577777777777777
PerSAM-F-compatible,FSS-1000,7200,0.0010516502332718386,678,0.09416666666666666,0.7422222222222222,0.45427728613569324,0.8590383835417257,0.8578307747619369,0.001207608779788845,0.9572222222222222
PerSAM-F-compatible,FSS-1000,7200,0.0010643016853063916,685,0.09513888888888888,0.74125,0.454014598540146,0.8591326535939071,0.8578307747619369,0.001301878831970195,0.9568055555555556
PerSAM-F-compatible,FSS-1000,7200,0.0010780439426304246,692,0.0961111111111111,0.7402777777777778,0.4523121387283237,0.8591327239936153,0.8578307747619369,0.001301949231678413,0.9565277777777778
PerSAM-F-compatible,FSS-1000,7200,0.0010872716776416948,699,0.09708333333333333,0.7393055555555555,0.45493562231759654,0.8591969377952046,0.8578307747619369,0.0013661630332676901,0.9558333333333333
PerSAM-F-compatible,FSS-1000,7200,0.0010953817434645747,706,0.09805555555555556,0.7383333333333333,0.45609065155807366,0.8591970101651775,0.8578307747619369,0.0013662354032405548,0.9552777777777778
PerSAM-F-compatible,FSS-1000,7200,0.001113841483599869,714,0.09916666666666667,0.7372222222222222,0.453781512605042,0.8591766720504125,0.8578307747619369,0.0013458972884755995,0.955
PerSAM-F-compatible,FSS-1000,7200,0.0011383039339285528,721,0.10013888888888889,0.73625,0.4535367545076283,0.8591870386658896,0.8578307747619369,0.0013562639039527214,0.9545833333333333
PerSAM-F-compatible,FSS-1000,7200,0.0011485229445700948,728,0.10111111111111111,0.7352777777777778,0.4519230769230769,0.859240896371549,0.8578307747619369,0.001410121609612058,0.9543055555555555
PerSAM-F-compatible,FSS-1000,7200,0.001156742090883972,735,0.10208333333333333,0.7343055555555555,0.45170068027210886,0.8593341904597602,0.8578307747619369,0.0015034156978233825,0.9538888888888889
PerSAM-F-compatible,FSS-1000,7200,0.0011666477636525677,742,0.10305555555555555,0.7333333333333333,0.45148247978436656,0.8593364127609917,0.8578307747619369,0.001505637999054873,0.9534722222222223
PerSAM-F-compatible,FSS-1000,7200,0.0011905662761275359,750,0.10416666666666667,0.7322222222222222,0.45066666666666666,0.8593626869768357,0.8578307747619369,0.0015319122148988152,0.9530555555555555
PerSAM-F-compatible,FSS-1000,7200,0.001198550798884429,757,0.10513888888888889,0.73125,0.45178335535006603,0.8593560631788892,0.8578307747619369,0.0015252884169523091,0.9525
PerSAM-F-compatible,FSS-1000,7200,0.001207962948991973,764,0.10611111111111111,0.7302777777777778,0.4489528795811518,0.859369858293115,0.8578307747619369,0.0015390835311781207,0.9523611111111111
PerSAM-F-compatible,FSS-1000,7200,0.00121678573652469,771,0.10708333333333334,0.7293055555555555,0.45006485084306097,0.8594895864555858,0.8578307747619369,0.0016588116936489116,0.9518055555555556
PerSAM-F-compatible,FSS-1000,7200,0.00123425405254051,778,0.10805555555555556,0.7283333333333334,0.4524421593830334,0.8594931491245451,0.8578307747619369,0.0016623743626082114,0.9511111111111111
PerSAM-F-compatible,FSS-1000,7200,0.0012539545872848573,785,0.10902777777777778,0.7273611111111111,0.45605095541401275,0.8594931033945371,0.8578307747619369,0.001662328632600192,0.9502777777777778
PerSAM-F-compatible,FSS-1000,7200,0.0012774005226678018,793,0.11013888888888888,0.72625,0.45775535939470363,0.8594929830428252,0.8578307747619369,0.001662208280888283,0.9495833333333333
PerSAM-F-compatible,FSS-1000,7200,0.00129301738407786,800,0.1111111111111111,0.7252777777777778,0.45625,0.8595092272125637,0.8578307747619369,0.0016784524506268407,0.9493055555555555
PerSAM-F-compatible,FSS-1000,7200,0.0013037145197760847,807,0.11208333333333333,0.7243055555555555,0.4560099132589839,0.8596047730276607,0.8578307747619369,0.0017739982657238016,0.9488888888888889
PerSAM-F-compatible,FSS-1000,7200,0.001320218712144587,814,0.11305555555555556,0.7233333333333334,0.4557739557739558,0.8596660836898243,0.8578307747619369,0.0018353089278874298,0.9484722222222223
PerSAM-F-compatible,FSS-1000,7200,0.0013348127139196826,821,0.11402777777777778,0.7223611111111111,0.45554202192448234,0.8596741733212063,0.8578307747619369,0.0018433985592693919,0.9480555555555555
PerSAM-F-compatible,FSS-1000,7200,0.0013502247815740734,829,0.11513888888888889,0.72125,0.4571773220747889,0.8596740033734629,0.8578307747619369,0.001843228611525976,0.9473611111111111
PerSAM-F-compatible,FSS-1000,7200,0.00136540784222986,836,0.11611111111111111,0.7202777777777778,0.4533492822966507,0.8597314537987566,0.8578307747619369,0.0019006790368196866,0.9473611111111111
PerSAM-F-compatible,FSS-1000,7200,0.001389174335545339,843,0.11708333333333333,0.7193055555555555,0.4531435349940688,0.859797073123401,0.8578307747619369,0.001966298361464093,0.9469444444444445
PerSAM-F-compatible,FSS-1000,7200,0.0014097657927688505,850,0.11805555555555555,0.7183333333333334,0.45294117647058824,0.8598083075558599,0.8578307747619369,0.0019775327939229705,0.9465277777777777
PerSAM-F-compatible,FSS-1000,7200,0.0014191382392424012,857,0.11902777777777777,0.7173611111111111,0.45274212368728123,0.859786453024426,0.8578307747619369,0.0019556782624891235,0.9461111111111111
PerSAM-F-compatible,FSS-1000,7200,0.0014345119257945793,865,0.12013888888888889,0.71625,0.45202312138728323,0.8597865241112433,0.8578307747619369,0.001955749349306441,0.9456944444444444
PerSAM-F-compatible,FSS-1000,7200,0.001449513737568495,872,0.12111111111111111,0.7152777777777778,0.4506880733944954,0.8598119078005806,0.8578307747619369,0.0019811330386437474,0.9454166666666667
PerSAM-F-compatible,FSS-1000,7200,0.0014648178034048693,879,0.12208333333333334,0.7143055555555555,0.45164960182025027,0.8598124733162048,0.8578307747619369,0.0019816985542679,0.9448611111111112
PerSAM-F-compatible,FSS-1000,7200,0.0014852656830304245,886,0.12305555555555556,0.7133333333333334,0.4525959367945824,0.8598605029128117,0.8578307747619369,0.0020297281508747903,0.9443055555555555
