obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
24_class-762,0,0,0,0,0.8684543371200562,0.8684543371200562,0.8684543371200562,0.8689746856689453,0.0,0.0
