obj_name,original_iter,original_miou,baseline_miou_original,oracle_miou_original,guarded_iter,guarded_miou,baseline_miou_guarded,oracle_miou_guarded,guarded_delta_vs_original,original_delta_vs_baseline,guarded_delta_vs_baseline,original_non_degraded,guarded_non_degraded,ndr_transition
1259_class-885,1,0.9226459265,0.9460685253,0.9460685253,1,0.9226459265,0.9460685253,0.9460685253,0.0000000000,-0.0234225988,-0.0234225988,0,0,0
1260_class-886,4,0.8883129954,0.9480260611,0.9480893016,0,0.9480260611,0.9480260611,0.9480893016,0.0597130656,-0.0597130656,0.0000000000,0,1,1
1261_class-886,2,0.9667615891,0.9678541422,0.9679639339,0,0.9678541422,0.9678541422,0.9679639339,0.0010925531,-0.0010925531,0.0000000000,0,1,1
1262_class-886,4,0.9422241449,0.9419642687,0.9422241449,0,0.9419642687,0.9419642687,0.9422241449,-0.0002598763,0.0002598763,0.0000000000,1,1,0
1263_class-886,3,0.9550219774,0.9534671903,0.9568980932,0,0.9534671903,0.9534671903,0.9568980932,-0.0015547872,0.0015547872,0.0000000000,1,1,0
1264_class-886,0,0.9648023844,0.9648023844,0.9655845761,0,0.9648023844,0.9648023844,0.9655845761,0.0000000000,0.0000000000,0.0000000000,1,1,0
1265_class-886,2,0.9474639893,0.9483109713,0.9505158663,2,0.9474639893,0.9483109713,0.9505158663,0.0000000000,-0.0008469820,-0.0008469820,0,0,0
1266_class-886,4,0.9547340870,0.9542267323,0.9559586048,4,0.9547340870,0.9542267323,0.9559586048,0.0000000000,0.0005073547,0.0005073547,1,1,0
1267_class-886,1,0.7843918800,0.5803548694,0.7843918800,1,0.7843918800,0.5803548694,0.7843918800,0.0000000000,0.2040370107,0.2040370107,1,1,0
1268_class-886,4,0.9583573937,0.9581024051,0.9583573937,0,0.9581024051,0.9581024051,0.9583573937,-0.0002549887,0.0002549887,0.0000000000,1,1,0
1269_class-886,1,0.5953513980,0.5975378752,0.6025782824,0,0.5975378752,0.5975378752,0.6025782824,0.0021864772,-0.0021864772,0.0000000000,0,1,1
1270_class-887,2,0.9867187142,0.9865401387,0.9868611097,2,0.9867187142,0.9865401387,0.9868611097,0.0000000000,0.0001785755,0.0001785755,1,1,0
1271_class-887,0,0.9702721834,0.9702721834,0.9704558849,0,0.9702721834,0.9702721834,0.9704558849,0.0000000000,0.0000000000,0.0000000000,1,1,0
1272_class-887,0,0.9796775579,0.9796775579,0.9796775579,0,0.9796775579,0.9796775579,0.9796775579,0.0000000000,0.0000000000,0.0000000000,1,1,0
1273_class-887,3,0.9798876047,0.9813321829,0.9813321829,0,0.9813321829,0.9813321829,0.9813321829,0.0014445782,-0.0014445782,0.0000000000,0,1,1
1274_class-887,5,0.9746528864,0.9509292841,0.9748154283,0,0.9509292841,0.9509292841,0.9748154283,-0.0237236023,0.0237236023,0.0000000000,1,1,0
1275_class-887,4,0.9789158106,0.9786287546,0.9796350598,4,0.9789158106,0.9786287546,0.9796350598,0.0000000000,0.0002870560,0.0002870560,1,1,0
1276_class-887,3,0.9851577282,0.9851588607,0.9855369329,0,0.9851588607,0.9851588607,0.9855369329,0.0000011325,-0.0000011325,0.0000000000,0,1,1
1277_class-887,1,0.9179222584,0.9421887994,0.9469437003,0,0.9421887994,0.9421887994,0.9469437003,0.0242665410,-0.0242665410,0.0000000000,0,1,1
1278_class-887,3,0.9864096642,0.9865390658,0.9867017269,3,0.9864096642,0.9865390658,0.9867017269,0.0000000000,-0.0001294017,-0.0001294017,0,0,0
1279_class-887,4,0.9812878370,0.9814958572,0.9814958572,0,0.9814958572,0.9814958572,0.9814958572,0.0002080202,-0.0002080202,0.0000000000,0,1,1
1280_class-888,3,0.9553260803,0.9550283551,0.9558582306,3,0.9553260803,0.9550283551,0.9558582306,0.0000000000,0.0002977252,0.0002977252,1,1,0
1281_class-888,0,0.9579099417,0.9579099417,0.9579099417,0,0.9579099417,0.9579099417,0.9579099417,0.0000000000,0.0000000000,0.0000000000,1,1,0
1282_class-888,1,0.9610535502,0.8781077862,0.9610535502,0,0.8781077862,0.8781077862,0.9610535502,-0.0829457641,0.0829457641,0.0000000000,1,1,0
1283_class-888,5,0.9466920495,0.9466560483,0.9467365742,0,0.9466560483,0.9466560483,0.9467365742,-0.0000360012,0.0000360012,0.0000000000,1,1,0
1284_class-888,5,0.9426513910,0.9422415495,0.9433205128,5,0.9426513910,0.9422415495,0.9433205128,0.0000000000,0.0004098415,0.0004098415,1,1,0
1285_class-888,1,0.9529903531,0.9529800415,0.9535286427,0,0.9529800415,0.9529800415,0.9535286427,-0.0000103116,0.0000103116,0.0000000000,1,1,0
1286_class-888,0,0.9697523117,0.9697523117,0.9712897539,0,0.9697523117,0.9697523117,0.9712897539,0.0000000000,0.0000000000,0.0000000000,1,1,0
1287_class-888,3,0.9626638889,0.9546580315,0.9632857442,0,0.9546580315,0.9546580315,0.9632857442,-0.0080058575,0.0080058575,0.0000000000,1,1,0
1288_class-888,4,0.9735685587,0.9733886719,0.9736413956,0,0.9733886719,0.9733886719,0.9736413956,-0.0001798868,0.0001798868,0.0000000000,1,1,0
1289_class-888,3,0.9795355201,0.9794239998,0.9795355201,0,0.9794239998,0.9794239998,0.9795355201,-0.0001115203,0.0001115203,0.0000000000,1,1,0
1290_class-889,1,0.9705823660,0.9706206918,0.9706206918,0,0.9706206918,0.9706206918,0.9706206918,0.0000383258,-0.0000383258,0.0000000000,0,1,1
1291_class-889,3,0.9832125902,0.9802760482,0.9835183620,0,0.9802760482,0.9802760482,0.9835183620,-0.0029365420,0.0029365420,0.0000000000,1,1,0
1292_class-889,5,0.8240753412,0.8246196508,0.8722457290,0,0.8246196508,0.8246196508,0.8722457290,0.0005443096,-0.0005443096,0.0000000000,0,1,1
1293_class-889,5,0.9445765615,0.9443315268,0.9445765615,5,0.9445765615,0.9443315268,0.9445765615,0.0000000000,0.0002450347,0.0002450347,1,1,0
1294_class-889,3,0.9791488051,0.9790182114,0.9791488051,0,0.9790182114,0.9790182114,0.9791488051,-0.0001305938,0.0001305938,0.0000000000,1,1,0
1295_class-889,3,0.9787050486,0.9786403179,0.9789462090,0,0.9786403179,0.9786403179,0.9789462090,-0.0000647306,0.0000647306,0.0000000000,1,1,0
1296_class-889,5,0.9906013012,0.9901044369,0.9906013012,5,0.9906013012,0.9901044369,0.9906013012,0.0000000000,0.0004968643,0.0004968643,1,1,0
1297_class-889,4,0.8641541004,0.8643402457,0.8651621342,4,0.8641541004,0.8643402457,0.8651621342,0.0000000000,-0.0001861453,-0.0001861453,0,0,0
1298_class-889,2,0.9866720438,0.9857566357,0.9866720438,0,0.9857566357,0.9857566357,0.9866720438,-0.0009154081,0.0009154081,0.0000000000,1,1,0
1299_class-889,4,0.8598256111,0.8607721925,0.8620197773,0,0.8607721925,0.8607721925,0.8620197773,0.0009465814,-0.0009465814,0.0000000000,0,1,1
1300_class-890,0,0.9350291491,0.9350291491,0.9350291491,0,0.9350291491,0.9350291491,0.9350291491,0.0000000000,0.0000000000,0.0000000000,1,1,0
1301_class-890,2,0.7853172421,0.8482026458,0.8550714254,0,0.8482026458,0.8482026458,0.8550714254,0.0628854036,-0.0628854036,0.0000000000,0,1,1
1302_class-890,0,0.8749293089,0.8749293089,0.8989799023,0,0.8749293089,0.8749293089,0.8989799023,0.0000000000,0.0000000000,0.0000000000,1,1,0
1303_class-890,5,0.8874108195,0.7391084433,0.8874108195,5,0.8874108195,0.7391084433,0.8874108195,0.0000000000,0.1483023763,0.1483023763,1,1,0
1304_class-890,3,0.8849204779,0.8885645866,0.8887237310,0,0.8885645866,0.8885645866,0.8887237310,0.0036441088,-0.0036441088,0.0000000000,0,1,1
1305_class-890,4,0.7847730517,0.7709842920,0.8279541731,0,0.7709842920,0.7709842920,0.8279541731,-0.0137887597,0.0137887597,0.0000000000,1,1,0
1306_class-890,3,0.7176080346,0.9599594474,0.9599594474,0,0.9599594474,0.9599594474,0.9599594474,0.2423514128,-0.2423514128,0.0000000000,0,1,1
1307_class-890,0,0.8172628880,0.8172628880,0.8172628880,0,0.8172628880,0.8172628880,0.8172628880,0.0000000000,0.0000000000,0.0000000000,1,1,0
1308_class-890,4,0.9535154700,0.9567034841,0.9567034841,0,0.9567034841,0.9567034841,0.9567034841,0.0031880140,-0.0031880140,0.0000000000,0,1,1
1309_class-890,0,0.8916970491,0.8916970491,0.8935930729,0,0.8916970491,0.8916970491,0.8935930729,0.0000000000,0.0000000000,0.0000000000,1,1,0
1310_class-891,3,0.8990583420,0.2251475155,0.8990583420,3,0.8990583420,0.2251475155,0.8990583420,0.0000000000,0.6739108264,0.6739108264,1,1,0
1311_class-891,5,0.8349668384,0.8348661661,0.8360384107,0,0.8348661661,0.8348661661,0.8360384107,-0.0001006722,0.0001006722,0.0000000000,1,1,0
1312_class-891,5,0.9283709526,0.9260715246,0.9340322614,0,0.9260715246,0.9260715246,0.9340322614,-0.0022994280,0.0022994280,0.0000000000,1,1,0
1313_class-891,5,0.8548876047,0.8560744524,0.8629482985,5,0.8548876047,0.8560744524,0.8629482985,0.0000000000,-0.0011868477,-0.0011868477,0,0,0
1314_class-891,5,0.9199501872,0.9241454601,0.9258720875,5,0.9199501872,0.9241454601,0.9258720875,0.0000000000,-0.0041952729,-0.0041952729,0,0,0
1315_class-891,1,0.7086791396,0.7090153694,0.7173072100,1,0.7086791396,0.7090153694,0.7173072100,0.0000000000,-0.0003362298,-0.0003362298,0,0,0
1316_class-891,3,0.9587314725,0.9631510973,0.9633393288,0,0.9631510973,0.9631510973,0.9633393288,0.0044196248,-0.0044196248,0.0000000000,0,1,1
1317_class-891,3,0.9406436682,0.9493940473,0.9508548975,0,0.9493940473,0.9493940473,0.9508548975,0.0087503791,-0.0087503791,0.0000000000,0,1,1
1318_class-891,5,0.9543547630,0.9530792236,0.9572333694,5,0.9543547630,0.9530792236,0.9572333694,0.0000000000,0.0012755394,0.0012755394,1,1,0
1319_class-891,4,0.9436082840,0.9310305715,0.9436082840,4,0.9436082840,0.9310305715,0.9436082840,0.0000000000,0.0125777125,0.0125777125,1,1,0
1320_class-892,5,0.9646730423,0.9610124826,0.9649087787,0,0.9610124826,0.9610124826,0.9649087787,-0.0036605597,0.0036605597,0.0000000000,1,1,0
1321_class-892,0,0.7278747559,0.7278747559,0.9777247310,0,0.7278747559,0.7278747559,0.9777247310,0.0000000000,0.0000000000,0.0000000000,1,1,0
1322_class-892,0,0.9170322418,0.9170322418,0.9171890020,0,0.9170322418,0.9170322418,0.9171890020,0.0000000000,0.0000000000,0.0000000000,1,1,0
1323_class-892,4,0.9605155587,0.9589512348,0.9606097937,0,0.9589512348,0.9589512348,0.9606097937,-0.0015643239,0.0015643239,0.0000000000,1,1,0
1324_class-892,0,0.9799702764,0.9799702764,0.9799702764,0,0.9799702764,0.9799702764,0.9799702764,0.0000000000,0.0000000000,0.0000000000,1,1,0
1325_class-892,5,0.8999881744,0.8391192555,0.9276463985,5,0.8999881744,0.8391192555,0.9276463985,0.0000000000,0.0608689189,0.0608689189,1,1,0
1326_class-892,1,0.9658901691,0.9655992985,0.9658901691,1,0.9658901691,0.9655992985,0.9658901691,0.0000000000,0.0002908707,0.0002908707,1,1,0
1327_class-892,2,0.5804051161,0.6777131557,0.6777131557,0,0.6777131557,0.6777131557,0.6777131557,0.0973080397,-0.0973080397,0.0000000000,0,1,1
1328_class-892,4,0.9625495672,0.9634939432,0.9646688700,0,0.9634939432,0.9634939432,0.9646688700,0.0009443760,-0.0009443760,0.0000000000,0,1,1
1329_class-892,3,0.8866717815,0.8758983612,0.9033226967,0,0.8758983612,0.8758983612,0.9033226967,-0.0107734203,0.0107734203,0.0000000000,1,1,0
1330_class-893,1,0.9730791450,0.9284447432,0.9730791450,1,0.9730791450,0.9284447432,0.9730791450,0.0000000000,0.0446344018,0.0446344018,1,1,0
1331_class-893,3,0.9745270014,0.9745191336,0.9745290279,0,0.9745191336,0.9745191336,0.9745290279,-0.0000078678,0.0000078678,0.0000000000,1,1,0
1332_class-893,1,0.9605650902,0.9556053877,0.9605650902,1,0.9605650902,0.9556053877,0.9605650902,0.0000000000,0.0049597025,0.0049597025,1,1,0
1333_class-893,2,0.9345436096,0.9683205485,0.9700518250,2,0.9345436096,0.9683205485,0.9700518250,0.0000000000,-0.0337769389,-0.0337769389,0,0,0
1334_class-893,4,0.9597367048,0.9598867297,0.9605361223,4,0.9597367048,0.9598867297,0.9605361223,0.0000000000,-0.0001500249,-0.0001500249,0,0,0
1335_class-893,5,0.9021295309,0.8994389176,0.9028149247,0,0.8994389176,0.8994389176,0.9028149247,-0.0026906133,0.0026906133,0.0000000000,1,1,0
1336_class-893,3,0.9517533779,0.9510695338,0.9533817768,3,0.9517533779,0.9510695338,0.9533817768,0.0000000000,0.0006838441,0.0006838441,1,1,0
1337_class-893,3,0.9781543016,0.9782978296,0.9784518480,3,0.9781543016,0.9782978296,0.9784518480,0.0000000000,-0.0001435280,-0.0001435280,0,0,0
1338_class-893,3,0.9626915455,0.9629225731,0.9635221958,3,0.9626915455,0.9629225731,0.9635221958,0.0000000000,-0.0002310276,-0.0002310276,0,0,0
1339_class-893,2,0.9739787579,0.9753594398,0.9754105806,0,0.9753594398,0.9753594398,0.9754105806,0.0013806820,-0.0013806820,0.0000000000,0,1,1
1340_class-894,5,0.9056568742,0.9041925669,0.9057064652,5,0.9056568742,0.9041925669,0.9057064652,0.0000000000,0.0014643073,0.0014643073,1,1,0
1341_class-894,1,0.9666831493,0.9662576914,0.9674949646,1,0.9666831493,0.9662576914,0.9674949646,0.0000000000,0.0004254580,0.0004254580,1,1,0
1342_class-894,1,0.9527233839,0.9579903483,0.9579903483,0,0.9579903483,0.9579903483,0.9579903483,0.0052669644,-0.0052669644,0.0000000000,0,1,1
1343_class-894,4,0.9478077888,0.9480640888,0.9480640888,4,0.9478077888,0.9480640888,0.9480640888,0.0000000000,-0.0002563000,-0.0002563000,0,0,0
1344_class-894,1,0.9527647495,0.9449347258,0.9527647495,0,0.9449347258,0.9449347258,0.9527647495,-0.0078300238,0.0078300238,0.0000000000,1,1,0
1345_class-894,1,0.9555765986,0.9564338326,0.9564338326,0,0.9564338326,0.9564338326,0.9564338326,0.0008572340,-0.0008572340,0.0000000000,0,1,1
1346_class-894,5,0.9206566215,0.9200917482,0.9211684465,5,0.9206566215,0.9200917482,0.9211684465,0.0000000000,0.0005648732,0.0005648732,1,1,0
1347_class-894,0,0.9144436121,0.9144436121,0.9144436121,0,0.9144436121,0.9144436121,0.9144436121,0.0000000000,0.0000000000,0.0000000000,1,1,0
1348_class-894,1,0.9633103609,0.9636947513,0.9636947513,0,0.9636947513,0.9636947513,0.9636947513,0.0003843904,-0.0003843904,0.0000000000,0,1,1
1349_class-894,5,0.9458914399,0.9448962212,0.9458914399,5,0.9458914399,0.9448962212,0.9458914399,0.0000000000,0.0009952188,0.0009952188,1,1,0
1350_class-895,1,0.9215941429,0.8704770207,0.9215941429,1,0.9215941429,0.8704770207,0.9215941429,0.0000000000,0.0511171222,0.0511171222,1,1,0
1351_class-895,3,0.9332469702,0.0538327694,0.9334020615,3,0.9332469702,0.0538327694,0.9334020615,0.0000000000,0.8794142008,0.8794142008,1,1,0
1352_class-895,2,0.8962730169,0.9046928883,0.9046928883,2,0.8962730169,0.9046928883,0.9046928883,0.0000000000,-0.0084198713,-0.0084198713,0,0,0
1353_class-895,1,0.9868631363,0.9869115353,0.9869506359,0,0.9869115353,0.9869115353,0.9869506359,0.0000483990,-0.0000483990,0.0000000000,0,1,1
1354_class-895,5,0.9084997177,0.8947380781,0.9084997177,0,0.8947380781,0.8947380781,0.9084997177,-0.0137616396,0.0137616396,0.0000000000,1,1,0
1355_class-895,5,0.9356572628,0.9384402633,0.9384402633,0,0.9384402633,0.9384402633,0.9384402633,0.0027830005,-0.0027830005,0.0000000000,0,1,1
1356_class-895,5,0.9465570450,0.9465516806,0.9466543794,0,0.9465516806,0.9465516806,0.9466543794,-0.0000053644,0.0000053644,0.0000000000,1,1,0
1357_class-895,0,0.9712605476,0.9712605476,0.9712976813,0,0.9712605476,0.9712605476,0.9712976813,0.0000000000,0.0000000000,0.0000000000,1,1,0
1358_class-895,4,0.9684884548,0.9530869722,0.9684884548,4,0.9684884548,0.9530869722,0.9684884548,0.0000000000,0.0154014826,0.0154014826,1,1,0
1359_class-895,0,0.9694198966,0.9694198966,0.9694198966,0,0.9694198966,0.9694198966,0.9694198966,0.0000000000,0.0000000000,0.0000000000,1,1,0
1360_class-896,1,0.9337395430,0.9541451931,0.9565490484,0,0.9541451931,0.9541451931,0.9565490484,0.0204056501,-0.0204056501,0.0000000000,0,1,1
1361_class-896,0,0.9646250010,0.9646250010,0.9649441242,0,0.9646250010,0.9646250010,0.9649441242,0.0000000000,0.0000000000,0.0000000000,1,1,0
1362_class-896,1,0.9781527519,0.9786759019,0.9786759019,0,0.9786759019,0.9786759019,0.9786759019,0.0005231500,-0.0005231500,0.0000000000,0,1,1
1363_class-896,2,0.9775216579,0.9779857993,0.9782500267,0,0.9779857993,0.9779857993,0.9782500267,0.0004641414,-0.0004641414,0.0000000000,0,1,1
1364_class-896,3,0.9652995467,0.9630761147,0.9652995467,3,0.9652995467,0.9630761147,0.9652995467,0.0000000000,0.0022234321,0.0022234321,1,1,0
1365_class-896,3,0.9801735878,0.9797918200,0.9801735878,0,0.9797918200,0.9797918200,0.9801735878,-0.0003817677,0.0003817677,0.0000000000,1,1,0
1366_class-896,3,0.9797106385,0.9795418978,0.9797180891,0,0.9795418978,0.9795418978,0.9797180891,-0.0001687407,0.0001687407,0.0000000000,1,1,0
1367_class-896,3,0.9643902779,0.9645676017,0.9658734202,3,0.9643902779,0.9645676017,0.9658734202,0.0000000000,-0.0001773238,-0.0001773238,0,0,0
1368_class-896,4,0.9223846793,0.9222523570,0.9225409031,4,0.9223846793,0.9222523570,0.9225409031,0.0000000000,0.0001323223,0.0001323223,1,1,0
1369_class-896,0,0.7404074669,0.7404074669,0.9531283975,0,0.7404074669,0.7404074669,0.9531283975,0.0000000000,0.0000000000,0.0000000000,1,1,0
1370_class-897,4,0.9691183567,0.9701756239,0.9701756239,4,0.9691183567,0.9701756239,0.9701756239,0.0000000000,-0.0010572672,-0.0010572672,0,0,0
1371_class-897,1,0.9667456150,0.9665292501,0.9672696590,0,0.9665292501,0.9665292501,0.9672696590,-0.0002163649,0.0002163649,0.0000000000,1,1,0
1372_class-897,4,0.9906706810,0.9906697273,0.9906880856,0,0.9906697273,0.9906697273,0.9906880856,-0.0000009537,0.0000009537,0.0000000000,1,1,0
1373_class-897,2,0.7812141180,0.8378795385,0.9571655393,2,0.7812141180,0.8378795385,0.9571655393,0.0000000000,-0.0566654205,-0.0566654205,0,0,0
1374_class-897,2,0.9365083575,0.9291257858,0.9368382692,0,0.9291257858,0.9291257858,0.9368382692,-0.0073825717,0.0073825717,0.0000000000,1,1,0
1375_class-897,1,0.9812031984,0.9762208462,0.9812031984,1,0.9812031984,0.9762208462,0.9812031984,0.0000000000,0.0049823523,0.0049823523,1,1,0
1376_class-897,4,0.9669449329,0.9670048356,0.9670048356,4,0.9669449329,0.9670048356,0.9670048356,0.0000000000,-0.0000599027,-0.0000599027,0,0,0
1377_class-897,1,0.9852021933,0.9852733612,0.9852808714,1,0.9852021933,0.9852733612,0.9852808714,0.0000000000,-0.0000711679,-0.0000711679,0,0,0
1378_class-897,1,0.9445284605,0.9446674585,0.9454990625,0,0.9446674585,0.9446674585,0.9454990625,0.0001389980,-0.0001389980,0.0000000000,0,1,1
1379_class-897,2,0.9768686295,0.9371657372,0.9768686295,2,0.9768686295,0.9371657372,0.9768686295,0.0000000000,0.0397028923,0.0397028923,1,1,0
1380_class-898,5,0.9906363487,0.9912069440,0.9912069440,5,0.9906363487,0.9912069440,0.9912069440,0.0000000000,-0.0005705953,-0.0005705953,0,0,0
1381_class-898,5,0.9897500277,0.9896664619,0.9898475409,5,0.9897500277,0.9896664619,0.9898475409,0.0000000000,0.0000835657,0.0000835657,1,1,0
1382_class-898,1,0.8449804783,0.8444539905,0.8449804783,1,0.8449804783,0.8444539905,0.8449804783,0.0000000000,0.0005264878,0.0005264878,1,1,0
1383_class-898,0,0.9806345701,0.9806345701,0.9806817770,0,0.9806345701,0.9806345701,0.9806817770,0.0000000000,0.0000000000,0.0000000000,1,1,0
1384_class-898,1,0.9924496412,0.9923945665,0.9925277233,1,0.9924496412,0.9923945665,0.9925277233,0.0000000000,0.0000550747,0.0000550747,1,1,0
1385_class-898,4,0.8796875477,0.8796754479,0.8796875477,0,0.8796754479,0.8796754479,0.8796875477,-0.0000120997,0.0000120997,0.0000000000,1,1,0
1386_class-898,3,0.9874950647,0.9876254797,0.9876254797,0,0.9876254797,0.9876254797,0.9876254797,0.0001304150,-0.0001304150,0.0000000000,0,1,1
1387_class-898,4,0.9936423898,0.9927195311,0.9936423898,4,0.9936423898,0.9927195311,0.9936423898,0.0000000000,0.0009228587,0.0009228587,1,1,0
1388_class-898,3,0.9913389683,0.9913386703,0.9913741350,0,0.9913386703,0.9913386703,0.9913741350,-0.0000002980,0.0000002980,0.0000000000,1,1,0
1389_class-898,0,0.9911664724,0.9911664724,0.9912062287,0,0.9911664724,0.9911664724,0.9912062287,0.0000000000,0.0000000000,0.0000000000,1,1,0
1390_class-899,2,0.9513694048,0.9502624273,0.9516035318,0,0.9502624273,0.9502624273,0.9516035318,-0.0011069775,0.0011069775,0.0000000000,1,1,0
1391_class-899,2,0.9478402138,0.9472215176,0.9478402138,2,0.9478402138,0.9472215176,0.9478402138,0.0000000000,0.0006186962,0.0006186962,1,1,0
1392_class-899,5,0.9382327795,0.9464753866,0.9479088783,0,0.9464753866,0.9464753866,0.9479088783,0.0082426071,-0.0082426071,0.0000000000,0,1,1
1393_class-899,1,0.9766939878,0.9765309095,0.9766939878,1,0.9766939878,0.9765309095,0.9766939878,0.0000000000,0.0001630783,0.0001630783,1,1,0
1394_class-899,3,0.9450199008,0.9323842525,0.9450199008,0,0.9323842525,0.9323842525,0.9450199008,-0.0126356483,0.0126356483,0.0000000000,1,1,0
1395_class-899,0,0.9557152987,0.9557152987,0.9559776783,0,0.9557152987,0.9557152987,0.9559776783,0.0000000000,0.0000000000,0.0000000000,1,1,0
1396_class-899,0,0.9622181654,0.9622181654,0.9628800154,0,0.9622181654,0.9622181654,0.9628800154,0.0000000000,0.0000000000,0.0000000000,1,1,0
1397_class-899,2,0.9503208995,0.9400901794,0.9503208995,0,0.9400901794,0.9400901794,0.9503208995,-0.0102307200,0.0102307200,0.0000000000,1,1,0
1398_class-899,0,0.9632599354,0.9632599354,0.9640498757,0,0.9632599354,0.9632599354,0.9640498757,0.0000000000,0.0000000000,0.0000000000,1,1,0
1399_class-899,3,0.9529227018,0.9531733394,0.9531733394,3,0.9529227018,0.9531733394,0.9531733394,0.0000000000,-0.0002506375,-0.0002506375,0,0,0
1400_class-900,5,0.9930570126,0.9928971529,0.9931312799,5,0.9930570126,0.9928971529,0.9931312799,0.0000000000,0.0001598597,0.0001598597,1,1,0
1401_class-900,3,0.9876601696,0.9876899123,0.9878121018,0,0.9876899123,0.9876899123,0.9878121018,0.0000297427,-0.0000297427,0.0000000000,0,1,1
1402_class-900,2,0.9784898758,0.9786725044,0.9787551165,0,0.9786725044,0.9786725044,0.9787551165,0.0001826286,-0.0001826286,0.0000000000,0,1,1
1403_class-900,5,0.9869667292,0.9867205620,0.9869667292,5,0.9869667292,0.9867205620,0.9869667292,0.0000000000,0.0002461672,0.0002461672,1,1,0
1404_class-900,2,0.8737542629,0.8704330325,0.8737542629,2,0.8737542629,0.8704330325,0.8737542629,0.0000000000,0.0033212304,0.0033212304,1,1,0
1405_class-900,2,0.9871442318,0.9871696830,0.9872692823,2,0.9871442318,0.9871696830,0.9872692823,0.0000000000,-0.0000254512,-0.0000254512,0,0,0
1406_class-900,3,0.9872806072,0.9871458411,0.9873425961,0,0.9871458411,0.9871458411,0.9873425961,-0.0001347661,0.0001347661,0.0000000000,1,1,0
1407_class-900,2,0.9846336842,0.9847670794,0.9848136902,0,0.9847670794,0.9847670794,0.9848136902,0.0001333952,-0.0001333952,0.0000000000,0,1,1
1408_class-900,4,0.9823188186,0.9823881388,0.9824553132,4,0.9823188186,0.9823881388,0.9824553132,0.0000000000,-0.0000693202,-0.0000693202,0,0,0
1409_class-900,4,0.9856787920,0.9856802225,0.9856802225,0,0.9856802225,0.9856802225,0.9856802225,0.0000014305,-0.0000014305,0.0000000000,0,1,1
1410_class-901,2,0.9318454266,0.9315188527,0.9318454266,2,0.9318454266,0.9315188527,0.9318454266,0.0000000000,0.0003265738,0.0003265738,1,1,0
1411_class-901,5,0.6780893803,0.6632786989,0.7150257230,5,0.6780893803,0.6632786989,0.7150257230,0.0000000000,0.0148106813,0.0148106813,1,1,0
1412_class-901,2,0.9285396934,0.9278956652,0.9288380146,2,0.9285396934,0.9278956652,0.9288380146,0.0000000000,0.0006440282,0.0006440282,1,1,0
1413_class-901,3,0.9624401331,0.9608345628,0.9627516270,0,0.9608345628,0.9608345628,0.9627516270,-0.0016055703,0.0016055703,0.0000000000,1,1,0
1414_class-901,4,0.9077856541,0.9076518416,0.9079387188,0,0.9076518416,0.9076518416,0.9079387188,-0.0001338124,0.0001338124,0.0000000000,1,1,0
1415_class-901,4,0.9774394631,0.9775092602,0.9775092602,0,0.9775092602,0.9775092602,0.9775092602,0.0000697970,-0.0000697970,0.0000000000,0,1,1
1416_class-901,4,0.9233926535,0.8446987867,0.9240241051,0,0.8446987867,0.8446987867,0.9240241051,-0.0786938667,0.0786938667,0.0000000000,1,1,0
1417_class-901,0,0.9602775574,0.9602775574,0.9604926109,0,0.9602775574,0.9602775574,0.9604926109,0.0000000000,0.0000000000,0.0000000000,1,1,0
1418_class-901,3,0.9316242933,0.9362320304,0.9368116260,3,0.9316242933,0.9362320304,0.9368116260,0.0000000000,-0.0046077371,-0.0046077371,0,0,0
1419_class-901,5,0.9399752617,0.9401198626,0.9406943321,5,0.9399752617,0.9401198626,0.9406943321,0.0000000000,-0.0001446009,-0.0001446009,0,0,0
1420_class-902,2,0.7542437315,0.7500501275,0.7544620633,2,0.7542437315,0.7500501275,0.7544620633,0.0000000000,0.0041936040,0.0041936040,1,1,0
1421_class-902,2,0.9776858091,0.9782443047,0.9782707095,2,0.9776858091,0.9782443047,0.9782707095,0.0000000000,-0.0005584955,-0.0005584955,0,0,0
1422_class-902,5,0.9676179886,0.9673692584,0.9696256518,5,0.9676179886,0.9673692584,0.9696256518,0.0000000000,0.0002487302,0.0002487302,1,1,0
1423_class-902,0,0.9798724651,0.9798724651,0.9799832106,0,0.9798724651,0.9798724651,0.9799832106,0.0000000000,0.0000000000,0.0000000000,1,1,0
1424_class-902,5,0.9803465605,0.9804509878,0.9808924794,0,0.9804509878,0.9804509878,0.9808924794,0.0001044273,-0.0001044273,0.0000000000,0,1,1
1425_class-902,1,0.9806483984,0.9809579849,0.9814924002,1,0.9806483984,0.9809579849,0.9814924002,0.0000000000,-0.0003095865,-0.0003095865,0,0,0
1426_class-902,2,0.7746288776,0.7805182934,0.8051925898,0,0.7805182934,0.7805182934,0.8051925898,0.0058894157,-0.0058894157,0.0000000000,0,1,1
1427_class-902,3,0.7598127127,0.6028506756,0.8508969545,3,0.7598127127,0.6028506756,0.8508969545,0.0000000000,0.1569620371,0.1569620371,1,1,0
1428_class-902,2,0.6687972546,0.7992048264,0.9550610185,2,0.6687972546,0.7992048264,0.9550610185,0.0000000000,-0.1304075718,-0.1304075718,0,0,0
1429_class-902,0,0.8960201740,0.8960201740,0.9739493132,0,0.8960201740,0.8960201740,0.9739493132,0.0000000000,0.0000000000,0.0000000000,1,1,0
