obj_name,original_iter,original_miou,baseline_miou_original,oracle_miou_original,guarded_iter,guarded_miou,baseline_miou_guarded,oracle_miou_guarded,guarded_delta_vs_original,original_delta_vs_baseline,guarded_delta_vs_baseline,original_non_degraded,guarded_non_degraded,ndr_transition,benchmark,fallback_applied_x,fallback_applied_y,ndr_delta
411_class-801,4,0.9787254930,0.9786376357,0.9803688526,0,0.9786376357,0.9786376357,0.9803688526,-0.0000878572,0.0000878572,0.0000000000,1,1,0.0000000000,FSS-1000,,,
412_class-801,2,0.8400902748,0.7109557390,0.8400902748,0,0.7109557390,0.7109557390,0.8400902748,-0.1291345358,0.1291345358,0.0000000000,1,1,0.0000000000,FSS-1000,,,
413_class-801,4,0.9162493944,0.9125533104,0.9285677671,0,0.9125533104,0.9125533104,0.9285677671,-0.0036960840,0.0036960840,0.0000000000,1,1,0.0000000000,FSS-1000,,,
414_class-801,4,0.6865885258,0.8289464116,0.9538135529,0,0.8289464116,0.8289464116,0.9538135529,0.1423578858,-0.1423578858,0.0000000000,0,1,1.0000000000,FSS-1000,,,
415_class-801,5,0.9818310738,0.9809256792,0.9818310738,0,0.9809256792,0.9809256792,0.9818310738,-0.0009053946,0.0009053946,0.0000000000,1,1,0.0000000000,FSS-1000,,,
416_class-801,1,0.9390927553,0.9355198145,0.9390927553,1,0.9390927553,0.9355198145,0.9390927553,0.0000000000,0.0035729408,0.0035729408,1,1,0.0000000000,FSS-1000,,,
417_class-801,4,0.9521390200,0.9518007636,0.9521390200,0,0.9518007636,0.9518007636,0.9521390200,-0.0003382564,0.0003382564,0.0000000000,1,1,0.0000000000,FSS-1000,,,
418_class-801,3,0.9750598669,0.9765824676,0.9783367515,0,0.9765824676,0.9765824676,0.9783367515,0.0015226007,-0.0015226007,0.0000000000,0,1,1.0000000000,FSS-1000,,,
419_class-801,0,0.8808938861,0.8808938861,0.8848645687,0,0.8808938861,0.8808938861,0.8848645687,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
420_class-802,3,0.7154728770,0.7156410217,0.9236140847,0,0.7156410217,0.7156410217,0.9236140847,0.0001681447,-0.0001681447,0.0000000000,0,1,1.0000000000,FSS-1000,,,
421_class-802,2,0.9833183289,0.9834208488,0.9835463762,0,0.9834208488,0.9834208488,0.9835463762,0.0001025200,-0.0001025200,0.0000000000,0,1,1.0000000000,FSS-1000,,,
422_class-802,4,0.7082157135,0.9726837873,0.9728751183,0,0.9726837873,0.9726837873,0.9728751183,0.2644680738,-0.2644680738,0.0000000000,0,1,1.0000000000,FSS-1000,,,
423_class-802,0,0.9840924740,0.9840924740,0.9845644832,0,0.9840924740,0.9840924740,0.9845644832,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
424_class-802,0,0.9874595404,0.9874595404,0.9876606464,0,0.9874595404,0.9874595404,0.9876606464,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
425_class-802,5,0.9327312112,0.9331964850,0.9331964850,0,0.9331964850,0.9331964850,0.9331964850,0.0004652739,-0.0004652739,0.0000000000,0,1,1.0000000000,FSS-1000,,,
426_class-802,2,0.9608731270,0.9605556726,0.9617953897,2,0.9608731270,0.9605556726,0.9617953897,0.0000000000,0.0003174543,0.0003174543,1,1,0.0000000000,FSS-1000,,,
427_class-802,5,0.9838193059,0.9835753441,0.9838193059,0,0.9835753441,0.9835753441,0.9838193059,-0.0002439618,0.0002439618,0.0000000000,1,1,0.0000000000,FSS-1000,,,
428_class-802,4,0.9040627480,0.8017802238,0.9105470777,0,0.8017802238,0.8017802238,0.9105470777,-0.1022825241,0.1022825241,0.0000000000,1,1,0.0000000000,FSS-1000,,,
429_class-802,1,0.6546882987,0.9005761147,0.9005761147,1,0.6546882987,0.9005761147,0.9005761147,0.0000000000,-0.2458878160,-0.2458878160,0,0,0.0000000000,FSS-1000,,,
430_class-803,3,0.6504958868,0.6504135132,0.6534389257,0,0.6504135132,0.6504135132,0.6534389257,-0.0000823736,0.0000823736,0.0000000000,1,1,0.0000000000,FSS-1000,,,
431_class-803,3,0.9285272360,0.8805913925,0.9285272360,0,0.8805913925,0.8805913925,0.9285272360,-0.0479358435,0.0479358435,0.0000000000,1,1,0.0000000000,FSS-1000,,,
432_class-803,4,0.9165922403,0.8081709146,0.9165922403,4,0.9165922403,0.8081709146,0.9165922403,0.0000000000,0.1084213257,0.1084213257,1,1,0.0000000000,FSS-1000,,,
433_class-803,2,0.9166290164,0.9164859056,0.9167391062,2,0.9166290164,0.9164859056,0.9167391062,0.0000000000,0.0001431108,0.0001431108,1,1,0.0000000000,FSS-1000,,,
434_class-803,3,0.9609478712,0.9609487057,0.9609981775,3,0.9609478712,0.9609487057,0.9609981775,0.0000000000,-0.0000008345,-0.0000008345,0,0,0.0000000000,FSS-1000,,,
435_class-803,5,0.9169695377,0.9171234965,0.9171234965,0,0.9171234965,0.9171234965,0.9171234965,0.0001539588,-0.0001539588,0.0000000000,0,1,1.0000000000,FSS-1000,,,
436_class-803,2,0.9581507444,0.3684956431,0.9581507444,2,0.9581507444,0.3684956431,0.9581507444,0.0000000000,0.5896551013,0.5896551013,1,1,0.0000000000,FSS-1000,,,
437_class-803,1,0.2749821246,0.2639291286,0.5520515442,1,0.2749821246,0.2639291286,0.5520515442,0.0000000000,0.0110529959,0.0110529959,1,1,0.0000000000,FSS-1000,,,
438_class-803,1,0.9609757662,0.9605666399,0.9609757662,1,0.9609757662,0.9605666399,0.9609757662,0.0000000000,0.0004091263,0.0004091263,1,1,0.0000000000,FSS-1000,,,
439_class-803,2,0.9350779057,0.9340331554,0.9352727532,0,0.9340331554,0.9340331554,0.9352727532,-0.0010447502,0.0010447502,0.0000000000,1,1,0.0000000000,FSS-1000,,,
440_class-804,1,0.9720398188,0.9695466757,0.9720398188,0,0.9695466757,0.9695466757,0.9720398188,-0.0024931431,0.0024931431,0.0000000000,1,1,0.0000000000,FSS-1000,,,
441_class-804,1,0.8833849430,0.8808199167,0.8921645284,0,0.8808199167,0.8808199167,0.8921645284,-0.0025650263,0.0025650263,0.0000000000,1,1,0.0000000000,FSS-1000,,,
442_class-804,5,0.6265774965,0.6565412879,0.7908654213,0,0.6565412879,0.6565412879,0.7908654213,0.0299637914,-0.0299637914,0.0000000000,0,1,1.0000000000,FSS-1000,,,
443_class-804,2,0.9178246260,0.9197340608,0.9221388102,2,0.9178246260,0.9197340608,0.9221388102,0.0000000000,-0.0019094348,-0.0019094348,0,0,0.0000000000,FSS-1000,,,
444_class-804,2,0.9727712870,0.9726544619,0.9728296995,2,0.9727712870,0.9726544619,0.9728296995,0.0000000000,0.0001168251,0.0001168251,1,1,0.0000000000,FSS-1000,,,
445_class-804,4,0.7116631269,0.7113685012,0.7116631269,0,0.7113685012,0.7113685012,0.7116631269,-0.0002946258,0.0002946258,0.0000000000,1,1,0.0000000000,FSS-1000,,,
446_class-804,2,0.9823650122,0.9822838306,0.9825773239,0,0.9822838306,0.9822838306,0.9825773239,-0.0000811815,0.0000811815,0.0000000000,1,1,0.0000000000,FSS-1000,,,
447_class-804,4,0.9539628029,0.9513309598,0.9541093111,0,0.9513309598,0.9513309598,0.9541093111,-0.0026318431,0.0026318431,0.0000000000,1,1,0.0000000000,FSS-1000,,,
448_class-804,2,0.9726313949,0.9725767374,0.9726313949,0,0.9725767374,0.9725767374,0.9726313949,-0.0000546575,0.0000546575,0.0000000000,1,1,0.0000000000,FSS-1000,,,
449_class-804,5,0.9745869637,0.9734880924,0.9745869637,0,0.9734880924,0.9734880924,0.9745869637,-0.0010988712,0.0010988712,0.0000000000,1,1,0.0000000000,FSS-1000,,,
450_class-805,2,0.9240705967,0.9235724807,0.9240705967,0,0.9235724807,0.9235724807,0.9240705967,-0.0004981160,0.0004981160,0.0000000000,1,1,0.0000000000,FSS-1000,,,
451_class-805,0,0.9828263521,0.9828263521,0.9832475185,0,0.9828263521,0.9828263521,0.9832475185,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
452_class-805,2,0.7872204781,0.7017837763,0.7881915569,2,0.7872204781,0.7017837763,0.7881915569,0.0000000000,0.0854367018,0.0854367018,1,1,0.0000000000,FSS-1000,,,
453_class-805,2,0.9396426082,0.9207966328,0.9493035078,2,0.9396426082,0.9207966328,0.9493035078,0.0000000000,0.0188459754,0.0188459754,1,1,0.0000000000,FSS-1000,,,
454_class-805,1,0.9651203752,0.9649567604,0.9651203752,1,0.9651203752,0.9649567604,0.9651203752,0.0000000000,0.0001636147,0.0001636147,1,1,0.0000000000,FSS-1000,,,
455_class-805,3,0.9676164985,0.9676346183,0.9676387310,3,0.9676164985,0.9676346183,0.9676387310,0.0000000000,-0.0000181198,-0.0000181198,0,0,0.0000000000,FSS-1000,,,
456_class-805,2,0.9722923040,0.9723045230,0.9723598957,0,0.9723045230,0.9723045230,0.9723598957,0.0000122190,-0.0000122190,0.0000000000,0,1,1.0000000000,FSS-1000,,,
457_class-805,3,0.9724714756,0.9697979689,0.9724714756,3,0.9724714756,0.9697979689,0.9724714756,0.0000000000,0.0026735067,0.0026735067,1,1,0.0000000000,FSS-1000,,,
458_class-805,0,0.9562464356,0.9562464356,0.9570320845,0,0.9562464356,0.9562464356,0.9570320845,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
459_class-805,2,0.9797705412,0.9796985388,0.9809995294,0,0.9796985388,0.9796985388,0.9809995294,-0.0000720024,0.0000720024,0.0000000000,1,1,0.0000000000,FSS-1000,,,
460_class-806,1,0.9858816266,0.9857654572,0.9858816266,0,0.9857654572,0.9857654572,0.9858816266,-0.0001161695,0.0001161695,0.0000000000,1,1,0.0000000000,FSS-1000,,,
461_class-806,3,0.9901983738,0.8416349888,0.9902582169,0,0.8416349888,0.8416349888,0.9902582169,-0.1485633850,0.1485633850,0.0000000000,1,1,0.0000000000,FSS-1000,,,
462_class-806,0,0.9624442458,0.9624442458,0.9632738829,0,0.9624442458,0.9624442458,0.9632738829,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
463_class-806,2,0.9828161001,0.9802205563,0.9828161001,0,0.9802205563,0.9802205563,0.9828161001,-0.0025955439,0.0025955439,0.0000000000,1,1,0.0000000000,FSS-1000,,,
464_class-806,4,0.9901888371,0.9901888371,0.9901888371,0,0.9901888371,0.9901888371,0.9901888371,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
465_class-806,3,0.9240815639,0.9239392281,0.9535101652,0,0.9239392281,0.9239392281,0.9535101652,-0.0001423359,0.0001423359,0.0000000000,1,1,0.0000000000,FSS-1000,,,
466_class-806,5,0.9837812185,0.9836321473,0.9837812781,0,0.9836321473,0.9836321473,0.9837812781,-0.0001490712,0.0001490712,0.0000000000,1,1,0.0000000000,FSS-1000,,,
467_class-806,4,0.7830904126,0.7861109376,0.9647873640,0,0.7861109376,0.7861109376,0.9647873640,0.0030205250,-0.0030205250,0.0000000000,0,1,1.0000000000,FSS-1000,,,
468_class-806,2,0.9827606678,0.9824490547,0.9827606678,0,0.9824490547,0.9824490547,0.9827606678,-0.0003116131,0.0003116131,0.0000000000,1,1,0.0000000000,FSS-1000,,,
469_class-806,0,0.9844301343,0.9844301343,0.9844301343,0,0.9844301343,0.9844301343,0.9844301343,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
470_class-807,5,0.9196896553,0.9130026698,0.9196896553,5,0.9196896553,0.9130026698,0.9196896553,0.0000000000,0.0066869855,0.0066869855,1,1,0.0000000000,FSS-1000,,,
471_class-807,1,0.7901577353,0.0501012914,0.9584673643,1,0.7901577353,0.0501012914,0.9584673643,0.0000000000,0.7400564440,0.7400564440,1,1,0.0000000000,FSS-1000,,,
472_class-807,5,0.9228658676,0.9279351234,0.9286225438,5,0.9228658676,0.9279351234,0.9286225438,0.0000000000,-0.0050692558,-0.0050692558,0,0,0.0000000000,FSS-1000,,,
473_class-807,5,0.8759362102,0.8586754799,0.8759362102,5,0.8759362102,0.8586754799,0.8759362102,0.0000000000,0.0172607303,0.0172607303,1,1,0.0000000000,FSS-1000,,,
474_class-807,1,0.9450449944,0.9459763765,0.9462113976,0,0.9459763765,0.9459763765,0.9462113976,0.0009313822,-0.0009313822,0.0000000000,0,1,1.0000000000,FSS-1000,,,
475_class-807,1,0.3210760653,0.3119665682,0.3383189142,1,0.3210760653,0.3119665682,0.3383189142,0.0000000000,0.0091094971,0.0091094971,1,1,0.0000000000,FSS-1000,,,
476_class-807,0,0.9406847954,0.9406847954,0.9406847954,0,0.9406847954,0.9406847954,0.9406847954,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
477_class-807,0,0.9777814150,0.9777814150,0.9779610634,0,0.9777814150,0.9777814150,0.9779610634,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
478_class-807,4,0.9310860634,0.4915122390,0.9312837124,4,0.9310860634,0.4915122390,0.9312837124,0.0000000000,0.4395738244,0.4395738244,1,1,0.0000000000,FSS-1000,,,
479_class-807,5,0.9392687082,0.9147775173,0.9404479861,5,0.9392687082,0.9147775173,0.9404479861,0.0000000000,0.0244911909,0.0244911909,1,1,0.0000000000,FSS-1000,,,
480_class-808,2,0.9675126076,0.9674975872,0.9688948393,2,0.9675126076,0.9674975872,0.9688948393,0.0000000000,0.0000150204,0.0000150204,1,1,0.0000000000,FSS-1000,,,
481_class-808,5,0.9377378225,0.9398531318,0.9398531318,0,0.9398531318,0.9398531318,0.9398531318,0.0021153092,-0.0021153092,0.0000000000,0,1,1.0000000000,FSS-1000,,,
482_class-808,1,0.9712727666,0.9716024995,0.9716024995,1,0.9712727666,0.9716024995,0.9716024995,0.0000000000,-0.0003297329,-0.0003297329,0,0,0.0000000000,FSS-1000,,,
483_class-808,5,0.9708043933,0.9673758745,0.9708043933,0,0.9673758745,0.9673758745,0.9708043933,-0.0034285188,0.0034285188,0.0000000000,1,1,0.0000000000,FSS-1000,,,
484_class-808,5,0.9710892439,0.9708282948,0.9713255167,5,0.9710892439,0.9708282948,0.9713255167,0.0000000000,0.0002609491,0.0002609491,1,1,0.0000000000,FSS-1000,,,
485_class-808,1,0.9514141083,0.9521375299,0.9521375299,1,0.9514141083,0.9521375299,0.9521375299,0.0000000000,-0.0007234216,-0.0007234216,0,0,0.0000000000,FSS-1000,,,
486_class-808,4,0.9432611465,0.9391551018,0.9432750940,0,0.9391551018,0.9391551018,0.9432750940,-0.0041060448,0.0041060448,0.0000000000,1,1,0.0000000000,FSS-1000,,,
487_class-808,0,0.9393273592,0.9393273592,0.9394886494,0,0.9393273592,0.9393273592,0.9394886494,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
488_class-808,5,0.9678117037,0.9687103629,0.9687103629,0,0.9687103629,0.9687103629,0.9687103629,0.0008986592,-0.0008986592,0.0000000000,0,1,1.0000000000,FSS-1000,,,
489_class-808,0,0.9596501589,0.9596501589,0.9609247446,0,0.9596501589,0.9596501589,0.9609247446,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
490_class-809,1,0.9578981400,0.9586945772,0.9588228464,1,0.9578981400,0.9586945772,0.9588228464,0.0000000000,-0.0007964373,-0.0007964373,0,0,0.0000000000,FSS-1000,,,
491_class-809,3,0.9458921552,0.9428075552,0.9458921552,3,0.9458921552,0.9428075552,0.9458921552,0.0000000000,0.0030846000,0.0030846000,1,1,0.0000000000,FSS-1000,,,
492_class-809,0,0.9507867694,0.9507867694,0.9655429125,0,0.9507867694,0.9507867694,0.9655429125,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
493_class-809,0,0.9520444870,0.9520444870,0.9526239634,0,0.9520444870,0.9520444870,0.9526239634,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
494_class-809,3,0.7586386204,0.7776062489,0.9281526804,3,0.7586386204,0.7776062489,0.9281526804,0.0000000000,-0.0189676285,-0.0189676285,0,0,0.0000000000,FSS-1000,,,
495_class-809,1,0.9575307369,0.9530842304,0.9575307369,0,0.9530842304,0.9530842304,0.9575307369,-0.0044465065,0.0044465065,0.0000000000,1,1,0.0000000000,FSS-1000,,,
496_class-809,2,0.9603416920,0.9599453211,0.9615038633,2,0.9603416920,0.9599453211,0.9615038633,0.0000000000,0.0003963709,0.0003963709,1,1,0.0000000000,FSS-1000,,,
497_class-809,2,0.9125105739,0.9124233127,0.9253768325,2,0.9125105739,0.9124233127,0.9253768325,0.0000000000,0.0000872612,0.0000872612,1,1,0.0000000000,FSS-1000,,,
498_class-809,0,0.9122828245,0.9122828245,0.9122828245,0,0.9122828245,0.9122828245,0.9122828245,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
499_class-809,1,0.9664762616,0.9677505493,0.9696152806,0,0.9677505493,0.9677505493,0.9696152806,0.0012742877,-0.0012742877,0.0000000000,0,1,1.0000000000,FSS-1000,,,
500_class-810,3,0.6698100567,0.6857435703,0.6963691711,3,0.6698100567,0.6857435703,0.6963691711,0.0000000000,-0.0159335136,-0.0159335136,0,0,0.0000000000,FSS-1000,,,
501_class-810,4,0.9921278358,0.8322010040,0.9921278358,4,0.9921278358,0.8322010040,0.9921278358,0.0000000000,0.1599268317,0.1599268317,1,1,0.0000000000,FSS-1000,,,
502_class-810,5,0.9088499546,0.9337729216,0.9337729216,0,0.9337729216,0.9337729216,0.9337729216,0.0249229670,-0.0249229670,0.0000000000,0,1,1.0000000000,FSS-1000,,,
503_class-810,0,0.9839998484,0.9839998484,0.9841119051,0,0.9839998484,0.9839998484,0.9841119051,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
504_class-810,4,0.9459087849,0.2380736172,0.9459087849,4,0.9459087849,0.2380736172,0.9459087849,0.0000000000,0.7078351676,0.7078351676,1,1,0.0000000000,FSS-1000,,,
505_class-810,5,0.6580913067,0.9511457086,0.9619365931,5,0.6580913067,0.9511457086,0.9619365931,0.0000000000,-0.2930544019,-0.2930544019,0,0,0.0000000000,FSS-1000,,,
506_class-810,1,0.9809331894,0.9810115099,0.9810694456,1,0.9809331894,0.9810115099,0.9810694456,0.0000000000,-0.0000783205,-0.0000783205,0,0,0.0000000000,FSS-1000,,,
507_class-810,3,0.9912148714,0.9909456968,0.9912400246,3,0.9912148714,0.9909456968,0.9912400246,0.0000000000,0.0002691746,0.0002691746,1,1,0.0000000000,FSS-1000,,,
508_class-810,0,0.9399204254,0.9399204254,0.9566511512,0,0.9399204254,0.9399204254,0.9566511512,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
509_class-810,5,0.7884674072,0.7882473469,0.9550524950,0,0.7882473469,0.7882473469,0.9550524950,-0.0002200603,0.0002200603,0.0000000000,1,1,0.0000000000,FSS-1000,,,
510_class-811,1,0.7901975513,0.9409354329,0.9409354329,0,0.9409354329,0.9409354329,0.9409354329,0.1507378817,-0.1507378817,0.0000000000,0,1,1.0000000000,FSS-1000,,,
511_class-811,3,0.9212607145,0.9216033220,0.9221222401,3,0.9212607145,0.9216033220,0.9221222401,0.0000000000,-0.0003426075,-0.0003426075,0,0,0.0000000000,FSS-1000,,,
512_class-811,2,0.9028202295,0.8853578568,0.9028202295,2,0.9028202295,0.8853578568,0.9028202295,0.0000000000,0.0174623728,0.0174623728,1,1,0.0000000000,FSS-1000,,,
513_class-811,3,0.9294248819,0.9294588566,0.9294588566,0,0.9294588566,0.9294588566,0.9294588566,0.0000339746,-0.0000339746,0.0000000000,0,1,1.0000000000,FSS-1000,,,
514_class-811,4,0.9643027782,0.9621600509,0.9643027782,4,0.9643027782,0.9621600509,0.9643027782,0.0000000000,0.0021427274,0.0021427274,1,1,0.0000000000,FSS-1000,,,
515_class-811,0,0.9213641286,0.9213641286,0.9275530577,0,0.9213641286,0.9213641286,0.9275530577,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
516_class-811,1,0.9221329689,0.9231722355,0.9235080481,0,0.9231722355,0.9231722355,0.9235080481,0.0010392666,-0.0010392666,0.0000000000,0,1,1.0000000000,FSS-1000,,,
517_class-811,3,0.9305694103,0.9327315092,0.9327315092,0,0.9327315092,0.9327315092,0.9327315092,0.0021620989,-0.0021620989,0.0000000000,0,1,1.0000000000,FSS-1000,,,
518_class-811,0,0.8638560772,0.8638560772,0.8665355444,0,0.8638560772,0.8638560772,0.8665355444,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
519_class-811,0,0.8967581987,0.8967581987,0.9160350561,0,0.8967581987,0.8967581987,0.9160350561,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
520_class-812,0,0.9665603638,0.9665603638,0.9665603638,0,0.9665603638,0.9665603638,0.9665603638,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
521_class-812,0,0.0686128363,0.0686128363,0.0757511556,0,0.0686128363,0.0686128363,0.0757511556,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
522_class-812,0,0.8767914176,0.8767914176,0.8767914176,0,0.8767914176,0.8767914176,0.8767914176,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
523_class-812,1,0.0533571020,0.1077114344,0.1408471465,0,0.1077114344,0.1077114344,0.1408471465,0.0543543324,-0.0543543324,0.0000000000,0,1,1.0000000000,FSS-1000,,,
524_class-812,3,0.9625625610,0.9622893929,0.9634281397,0,0.9622893929,0.9622893929,0.9634281397,-0.0002731681,0.0002731681,0.0000000000,1,1,0.0000000000,FSS-1000,,,
525_class-812,0,0.9837077856,0.9837077856,0.9837077856,0,0.9837077856,0.9837077856,0.9837077856,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
526_class-812,2,0.8957980871,0.0560109839,0.9595423341,2,0.8957980871,0.0560109839,0.9595423341,0.0000000000,0.8397871032,0.8397871032,1,1,0.0000000000,FSS-1000,,,
527_class-812,1,0.0348097533,0.2406334579,0.2406334579,0,0.2406334579,0.2406334579,0.2406334579,0.2058237046,-0.2058237046,0.0000000000,0,1,1.0000000000,FSS-1000,,,
528_class-812,1,0.1476372629,0.1483351886,0.1496654749,0,0.1483351886,0.1483351886,0.1496654749,0.0006979257,-0.0006979257,0.0000000000,0,1,1.0000000000,FSS-1000,,,
529_class-812,2,0.0561861396,0.0570702329,0.0570702329,0,0.0570702329,0.0570702329,0.0570702329,0.0008840933,-0.0008840933,0.0000000000,0,1,1.0000000000,FSS-1000,,,
530_class-813,5,0.9851090908,0.9856086373,0.9857654572,0,0.9856086373,0.9856086373,0.9857654572,0.0004995465,-0.0004995465,0.0000000000,0,1,1.0000000000,FSS-1000,,,
531_class-813,0,0.9674602747,0.9674602747,0.9675971270,0,0.9674602747,0.9674602747,0.9675971270,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
532_class-813,0,0.9774725437,0.9774725437,0.9774725437,0,0.9774725437,0.9774725437,0.9774725437,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
533_class-813,0,0.9692564011,0.9692564011,0.9708833694,0,0.9692564011,0.9692564011,0.9708833694,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
534_class-813,5,0.9842309952,0.9515453577,0.9851368666,0,0.9515453577,0.9515453577,0.9851368666,-0.0326856375,0.0326856375,0.0000000000,1,1,0.0000000000,FSS-1000,,,
535_class-813,3,0.9864261746,0.9866663814,0.9866663814,0,0.9866663814,0.9866663814,0.9866663814,0.0002402067,-0.0002402067,0.0000000000,0,1,1.0000000000,FSS-1000,,,
536_class-813,5,0.9815089703,0.9815052748,0.9815089703,5,0.9815089703,0.9815052748,0.9815089703,0.0000000000,0.0000036955,0.0000036955,1,1,0.0000000000,FSS-1000,,,
537_class-813,4,0.9777563810,0.9774423242,0.9781655073,0,0.9774423242,0.9774423242,0.9781655073,-0.0003140569,0.0003140569,0.0000000000,1,1,0.0000000000,FSS-1000,,,
538_class-813,1,0.9815213680,0.9812000990,0.9815213680,0,0.9812000990,0.9812000990,0.9815213680,-0.0003212690,0.0003212690,0.0000000000,1,1,0.0000000000,FSS-1000,,,
539_class-813,5,0.9815214872,0.9825426936,0.9827316999,0,0.9825426936,0.9825426936,0.9827316999,0.0010212064,-0.0010212064,0.0000000000,0,1,1.0000000000,FSS-1000,,,
540_class-814,0,0.9781365395,0.9781365395,0.9781365395,0,0.9781365395,0.9781365395,0.9781365395,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
541_class-814,3,0.9665592909,0.9664654136,0.9665592909,0,0.9664654136,0.9664654136,0.9665592909,-0.0000938773,0.0000938773,0.0000000000,1,1,0.0000000000,FSS-1000,,,
542_class-814,0,0.9715710878,0.9715710878,0.9722986221,0,0.9715710878,0.9715710878,0.9722986221,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
543_class-814,4,0.9903411865,0.9900006652,0.9905566573,4,0.9903411865,0.9900006652,0.9905566573,0.0000000000,0.0003405213,0.0003405213,1,1,0.0000000000,FSS-1000,,,
544_class-814,5,0.9924277067,0.9920388460,0.9928395748,0,0.9920388460,0.9920388460,0.9928395748,-0.0003888607,0.0003888607,0.0000000000,1,1,0.0000000000,FSS-1000,,,
545_class-814,0,0.9919670820,0.9919670820,0.9921114445,0,0.9919670820,0.9919670820,0.9921114445,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
546_class-814,2,0.9717373848,0.9718389511,0.9718389511,2,0.9717373848,0.9718389511,0.9718389511,0.0000000000,-0.0001015663,-0.0001015663,0,0,0.0000000000,FSS-1000,,,
547_class-814,0,0.9795147181,0.9795147181,0.9796096087,0,0.9795147181,0.9795147181,0.9796096087,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
548_class-814,3,0.9649677277,0.9650501609,0.9653866291,3,0.9649677277,0.9650501609,0.9653866291,0.0000000000,-0.0000824332,-0.0000824332,0,0,0.0000000000,FSS-1000,,,
549_class-814,3,0.9615490437,0.9617334008,0.9623208046,0,0.9617334008,0.9617334008,0.9623208046,0.0001843572,-0.0001843572,0.0000000000,0,1,1.0000000000,FSS-1000,,,
550_class-815,5,0.9418318272,0.9420707226,0.9421917200,5,0.9418318272,0.9420707226,0.9421917200,0.0000000000,-0.0002388954,-0.0002388954,0,0,0.0000000000,FSS-1000,,,
551_class-815,0,0.9418076873,0.9418076873,0.9447990656,0,0.9418076873,0.9418076873,0.9447990656,0.0000000000,0.0000000000,0.0000000000,1,1,0.0000000000,FSS-1000,,,
552_class-815,1,0.9710960388,0.9669054747,0.9720212221,0,0.9669054747,0.9669054747,0.9720212221,-0.0041905642,0.0041905642,0.0000000000,1,1,0.0000000000,FSS-1000,,,
553_class-815,2,0.8464205265,0.8464049697,0.8464205265,2,0.8464205265,0.8464049697,0.8464205265,0.0000000000,0.0000155568,0.0000155568,1,1,0.0000000000,FSS-1000,,,
554_class-815,5,0.9818176031,0.9816349149,0.9818176031,0,0.9816349149,0.9816349149,0.9818176031,-0.0001826882,0.0001826882,0.0000000000,1,1,0.0000000000,FSS-1000,,,
555_class-815,3,0.9379194975,0.9158648849,0.9641240835,3,0.9379194975,0.9158648849,0.9641240835,0.0000000000,0.0220546126,0.0220546126,1,1,0.0000000000,FSS-1000,,,
556_class-815,5,0.9587792754,0.9570401907,0.9587792754,5,0.9587792754,0.9570401907,0.9587792754,0.0000000000,0.0017390847,0.0017390847,1,1,0.0000000000,FSS-1000,,,
