benchmark,seed,fold,method,obj_name,baseline_miou,selected_miou,selected_iter,fallback,non_degraded,oracle_miou
COCO-20i,45,0,original,652_class-52,0.5474305153,0.5474305153,0,0,1,0.5474305153
COCO-20i,45,0,original,653_class-76,0.3656715155,0.3735979497,5,0,1,0.3986867070
COCO-20i,45,0,original,654_class-20,0.5987897515,0.5987897515,0,0,1,0.8370827436
COCO-20i,45,0,original,655_class-40,0.4141485691,0.4140367508,4,0,0,0.4151436388
COCO-20i,45,0,original,656_class-20,0.7002069354,0.7002583146,3,0,1,0.7003018856
COCO-20i,45,0,original,657_class-56,0.4729524851,0.4741748869,3,0,1,0.4741748869
COCO-20i,45,0,original,658_class-60,0.1672885716,0.1516144276,2,0,0,0.2286981195
COCO-20i,45,0,original,659_class-16,0.2485052943,0.2665925324,4,0,1,0.3515078723
COCO-20i,45,0,original,660_class-68,0.9164203405,0.9164203405,0,0,1,0.9399564266
COCO-20i,45,0,original,661_class-68,0.2018861771,0.4507554173,3,0,1,0.4703343809
COCO-20i,45,0,original,662_class-60,0.7035316229,0.7202311754,2,0,1,0.7446588278
COCO-20i,45,0,original,663_class-8,0.4153486192,0.4153187871,3,0,0,0.4398154616
COCO-20i,45,0,original,664_class-4,0.8457885981,0.8454586864,2,0,0,0.8609994650
COCO-20i,45,0,original,665_class-48,0.3280587196,0.3259078264,5,0,0,0.5917668939
COCO-20i,45,0,original,666_class-36,0.7189345360,0.5827245116,4,0,0,0.7189345360
COCO-20i,45,0,original,667_class-72,0.2975388467,0.9009789228,2,0,1,0.9218406677
COCO-20i,45,0,original,668_class-28,0.3793195188,0.3793195188,0,0,1,0.4092797637
COCO-20i,45,0,original,669_class-68,0.7473659515,0.9007518291,1,0,1,0.9007518291
COCO-20i,45,0,original,670_class-52,0.5997773409,0.4543422759,2,0,0,0.5997773409
COCO-20i,45,0,original,671_class-40,0.4716629982,0.4828062356,1,0,1,0.4850341380
COCO-20i,45,0,original,672_class-36,0.4362426996,0.4380599558,4,0,1,0.4380599558
COCO-20i,45,0,original,673_class-60,0.3431120515,0.3431120515,0,0,1,0.3431120515
COCO-20i,45,0,original,674_class-24,0.0971609429,0.4957280755,5,0,1,0.4957280755
COCO-20i,45,0,original,675_class-76,0.3939742148,0.3953844905,5,0,1,0.3959688544
COCO-20i,45,0,original,676_class-20,0.6970242858,0.8979971409,5,0,1,0.8979971409
COCO-20i,45,0,original,677_class-12,0.4550114870,0.4676193595,3,0,1,0.4784062207
COCO-20i,45,0,original,678_class-44,0.4437564313,0.3832847476,1,0,0,0.4437564313
COCO-20i,45,0,original,679_class-68,0.2083703578,0.7351245880,1,0,1,0.7351245880
COCO-20i,45,0,original,680_class-16,0.3227180541,0.1946620494,1,0,0,0.3719459176
COCO-20i,45,0,original,681_class-44,0.3941745758,0.3942789435,5,0,1,0.3942789435
COCO-20i,45,0,original,682_class-0,0.8942086697,0.8942086697,0,0,1,0.8945152164
COCO-20i,45,0,original,683_class-36,0.5228520036,0.4883061647,5,0,0,0.5797144175
COCO-20i,45,0,original,684_class-56,0.4289179146,0.4289179146,0,0,1,0.4603401124
COCO-20i,45,0,original,685_class-0,0.9089977741,0.9089977741,0,0,1,0.9476563334
COCO-20i,45,0,original,686_class-32,0.3875190318,0.9594678879,3,0,1,0.9641065598
COCO-20i,45,0,original,687_class-12,0.3354526758,0.3354526758,4,0,1,0.3362483382
COCO-20i,45,0,original,688_class-20,0.8177186847,0.8175500631,1,0,0,0.8179297447
COCO-20i,45,0,original,689_class-28,0.4271515012,0.4271515012,0,0,1,0.4309579432
COCO-20i,45,0,original,690_class-60,0.4202810824,0.3747188449,2,0,0,0.5640360713
COCO-20i,45,0,original,691_class-44,0.4552428126,0.4551850557,5,0,0,0.5751205087
COCO-20i,45,0,original,692_class-36,0.4352995157,0.4775923789,4,0,1,0.5427231193
COCO-20i,45,0,original,693_class-44,0.3969678581,0.4376984537,2,0,1,0.4380713403
COCO-20i,45,0,original,694_class-56,0.4248231053,0.4315853417,5,0,1,0.4505467415
COCO-20i,45,0,original,695_class-8,0.2688656151,0.2687818706,2,0,0,0.2688656151
COCO-20i,45,0,original,696_class-72,0.3643212616,0.3999455869,3,0,1,0.3999455869
COCO-20i,45,0,original,697_class-16,0.3490544260,0.8201551437,5,0,1,0.8201551437
COCO-20i,45,0,original,698_class-36,0.4683237672,0.4909204245,3,0,1,0.4909204245
COCO-20i,45,0,original,699_class-68,0.4767651856,0.4652621448,4,0,0,0.5035700798
COCO-20i,45,0,original,700_class-52,0.1177098453,0.2921262980,5,0,1,0.2929313183
COCO-20i,45,0,original,701_class-44,0.4509380460,0.4607414901,4,0,1,0.4609334171
COCO-20i,45,0,original,702_class-16,0.9068776965,0.9311991334,2,0,1,0.9311991334
COCO-20i,45,0,original,703_class-48,0.7560067177,0.9699952602,2,0,1,0.9699952602
COCO-20i,45,0,original,704_class-68,0.4491398335,0.4491398335,0,0,1,0.4491398335
COCO-20i,45,0,original,705_class-32,0.4561479688,0.4457391202,5,0,0,0.4669056833
COCO-20i,45,0,original,706_class-44,0.4709336460,0.4796533287,3,0,1,0.4876950681
COCO-20i,45,0,original,707_class-68,0.4597296417,0.4839281440,4,0,1,0.4839281440
COCO-20i,45,0,original,708_class-36,0.6940324903,0.6311705709,2,0,0,0.6940324903
COCO-20i,45,0,original,709_class-68,0.4421296716,0.3818909228,4,0,0,0.4794138968
COCO-20i,45,0,original,710_class-20,0.5940277576,0.5956794024,2,0,1,0.6026796699
COCO-20i,45,0,original,711_class-0,0.1155851334,0.1140619889,3,0,0,0.1155851334
COCO-20i,45,0,original,712_class-48,0.7540770769,0.4299965799,2,0,0,0.7540770769
COCO-20i,45,0,original,713_class-52,0.8170605898,0.8171068430,4,0,1,0.8171068430
COCO-20i,45,0,original,714_class-68,0.3928329051,0.3756391406,4,0,0,0.4221710861
COCO-20i,45,0,original,715_class-36,0.4075930715,0.4651782811,2,0,1,0.4651782811
COCO-20i,45,0,original,716_class-0,0.3918618858,0.3917227685,3,0,0,0.3918618858
COCO-20i,45,0,original,717_class-40,0.4551400542,0.4550114870,5,0,0,0.4551400542
COCO-20i,45,0,original,718_class-28,0.6214582920,0.6210935116,5,0,0,0.7537823915
COCO-20i,45,0,original,719_class-44,0.4864361882,0.4767352045,1,0,0,0.4939484596
COCO-20i,45,0,original,720_class-0,0.2454733104,0.2402124107,3,0,0,0.3443143368
COCO-20i,45,0,original,721_class-8,0.3501420021,0.3501420021,0,0,1,0.3501420021
COCO-20i,45,0,original,722_class-4,0.4861932993,0.2380965948,1,0,0,0.5145248175
COCO-20i,45,0,original,723_class-8,0.4001758993,0.6747047901,3,0,1,0.6747047901
COCO-20i,45,0,original,724_class-76,0.3163022995,0.3163022995,0,0,1,0.3163339794
COCO-20i,45,0,original,725_class-12,0.4419369996,0.4584282041,3,0,1,0.5417432785
COCO-20i,45,0,original,726_class-36,0.4117615223,0.4221594036,4,0,1,0.4225544631
COCO-20i,45,0,original,727_class-8,0.5424052477,0.5424052477,0,0,1,0.5553672314
COCO-20i,45,0,original,728_class-72,0.3394638300,0.4013021588,5,0,1,0.4013021588
COCO-20i,45,0,original,729_class-72,0.6558154821,0.6558154821,0,0,1,0.8522377014
COCO-20i,45,0,original,730_class-24,0.4526710212,0.4773184657,2,0,1,0.5468481779
COCO-20i,45,0,original,731_class-36,0.4775438905,0.4758675396,2,0,0,0.4775438905
COCO-20i,45,0,original,732_class-40,0.4524679184,0.4474404156,4,0,0,0.4559469223
COCO-20i,45,0,original,733_class-0,0.4220075309,0.4207416177,1,0,0,0.4224146903
COCO-20i,45,0,original,734_class-72,0.4065868258,0.4050811827,1,0,0,0.4065868258
COCO-20i,45,0,original,735_class-68,0.4208792448,0.4220923185,4,0,1,0.6057336926
COCO-20i,45,0,original,736_class-44,0.4130826890,0.4803968370,5,0,1,0.4803968370
COCO-20i,45,0,original,737_class-72,0.6996037960,0.3874215484,5,0,0,0.7587997317
COCO-20i,45,0,original,738_class-28,0.4297327995,0.4291502535,2,0,0,0.4438972473
COCO-20i,45,0,original,739_class-28,0.7149173021,0.7149173021,0,0,1,0.7149173021
COCO-20i,45,0,original,740_class-12,0.5171061754,0.3352801800,1,0,0,0.5171061754
COCO-20i,45,0,original,741_class-56,0.3070661724,0.5527270436,2,0,1,0.6237506866
COCO-20i,45,0,original,742_class-4,0.7286162972,0.8036834002,3,0,1,0.8036834002
COCO-20i,45,0,original,743_class-36,0.9465574026,0.9465574026,0,0,1,0.9465574026
COCO-20i,45,0,original,744_class-4,0.8137578964,0.8242117167,2,0,1,0.8242117167
COCO-20i,45,0,original,745_class-76,0.3579115868,0.3719962239,5,0,1,0.4016906023
COCO-20i,45,0,original,746_class-52,0.7552565336,0.9354735017,3,0,1,0.9354735017
COCO-20i,45,0,original,747_class-4,0.3994304240,0.4786321819,1,0,1,0.4790272117
COCO-20i,45,0,original,748_class-76,0.7604932189,0.5194280148,3,0,0,0.7829495072
COCO-20i,45,0,original,749_class-68,0.5297840834,0.5297840834,0,0,1,0.5301270485
COCO-20i,45,0,original,750_class-56,0.4459897578,0.4432980120,4,0,0,0.4459897578
COCO-20i,45,0,original,751_class-16,0.6594600081,0.5188483596,2,0,0,0.6594600081
COCO-20i,45,0,original,752_class-16,0.9446833134,0.6322304606,2,0,0,0.9475983381
COCO-20i,45,0,original,753_class-72,0.3028124869,0.2656305730,5,0,0,0.3028124869
COCO-20i,45,0,original,754_class-64,0.2201285362,0.5549222827,3,0,1,0.5555869937
COCO-20i,45,0,original,755_class-0,0.7196603417,0.6764549017,3,0,0,0.8614388704
COCO-20i,45,0,original,756_class-32,0.3454592228,0.4741086662,2,0,1,0.4741086662
COCO-20i,45,0,original,757_class-64,0.4545840025,0.4613992870,5,0,1,0.5873896480
COCO-20i,45,0,original,758_class-72,0.4024723768,0.4552574456,3,0,1,0.4552574456
COCO-20i,45,0,original,759_class-16,0.4781164825,0.4061563611,1,0,0,0.5033642650
COCO-20i,45,0,original,760_class-72,0.4269220233,0.4683144391,3,0,1,0.4683144391
COCO-20i,45,0,original,761_class-68,0.9702758789,0.9746859074,3,0,1,0.9748594761
COCO-20i,45,0,original,762_class-76,0.2759640515,0.2760549784,5,0,1,0.2760549784
COCO-20i,45,0,original,763_class-48,0.4542285204,0.4329527020,3,0,0,0.4542285204
COCO-20i,45,0,original,764_class-4,0.5258165598,0.2678644955,1,0,0,0.5258165598
COCO-20i,45,0,original,765_class-32,0.0100909555,0.3829922080,1,0,1,0.4584112465
COCO-20i,45,0,original,766_class-44,0.5108716488,0.5151920915,2,0,1,0.5529004335
COCO-20i,45,0,original,767_class-0,0.9273277521,0.9273277521,0,0,1,0.9278341532
COCO-20i,45,0,original,768_class-48,0.4296912551,0.7250556946,3,0,1,0.9180886745
COCO-20i,45,0,original,769_class-48,0.8604820967,0.8601134419,4,0,0,0.8612660766
COCO-20i,45,0,original,770_class-36,0.5272743702,0.5285449028,2,0,1,0.5308015943
COCO-20i,45,0,original,771_class-8,0.5440367460,0.4806403220,2,0,0,0.6641662121
COCO-20i,45,0,original,772_class-56,0.3571083546,0.4330528378,3,0,1,0.4498723149
COCO-20i,45,0,original,773_class-52,0.2691316605,0.5234885812,4,0,1,0.6750366688
COCO-20i,45,0,original,774_class-12,0.4409007728,0.4659925997,5,0,1,0.6145665050
COCO-20i,45,0,original,775_class-64,0.9583468437,0.9583835006,1,0,1,0.9601823688
COCO-20i,45,0,original,776_class-68,0.4377760589,0.4667006731,3,0,1,0.4667006731
COCO-20i,45,0,original,777_class-32,0.7637705803,0.8061729670,1,0,1,0.8061729670
COCO-20i,45,0,original,778_class-12,0.7558977604,0.7520073056,1,0,0,0.7975136042
COCO-20i,45,0,original,779_class-20,0.9188895822,0.9190760255,3,0,1,0.9191510677
COCO-20i,45,0,original,780_class-4,0.9365398884,0.9365398884,0,0,1,0.9396082163
COCO-20i,45,0,original,781_class-60,0.5511577725,0.9211554527,2,0,1,0.9214069843
COCO-20i,45,0,original,782_class-28,0.5074509382,0.5074509382,0,0,1,0.5074702501
COCO-20i,45,0,original,783_class-60,0.8158540726,0.8156325221,4,0,0,0.8158540726
COCO-20i,45,0,original,784_class-32,0.4899244905,0.4899244905,0,0,1,0.6483724117
COCO-20i,45,0,original,785_class-40,0.6883675456,0.8315965533,1,0,1,0.8315965533
COCO-20i,45,0,original,786_class-12,0.2990528643,0.2998408675,5,0,1,0.3248677254
COCO-20i,45,0,original,787_class-20,0.2137451172,0.2138089538,5,0,1,0.2163530886
COCO-20i,45,0,original,788_class-4,0.8828921318,0.7638732195,1,0,0,0.8833992481
COCO-20i,45,0,original,789_class-72,0.8382630348,0.8502033949,3,0,1,0.8502033949
COCO-20i,45,0,original,790_class-64,0.4562141001,0.9555542469,3,0,1,0.9555542469
COCO-20i,45,0,original,791_class-0,0.7026517391,0.4680384696,1,0,0,0.8310697079
COCO-20i,45,0,original,792_class-24,0.4797285795,0.4750804901,2,0,0,0.6214957237
COCO-20i,45,0,original,793_class-64,0.3599817157,0.3599817157,0,0,1,0.4051959217
COCO-20i,45,0,original,794_class-48,0.4780606031,0.5811510682,1,0,1,0.8058440685
COCO-20i,45,0,original,795_class-36,0.3135865033,0.4132343233,1,0,1,0.4195157886
COCO-20i,45,0,original,796_class-48,0.4211121500,0.4315491617,3,0,1,0.4407917261
COCO-20i,45,0,original,797_class-32,0.4883924127,0.9606437087,3,0,1,0.9606437087
COCO-20i,45,0,original,798_class-36,0.5078428984,0.8595691919,1,0,1,0.8595691919
COCO-20i,45,0,original,799_class-0,0.4100958109,0.3594682813,2,0,0,0.4769400060
COCO-20i,45,0,original,800_class-72,0.4195561111,0.4426682889,3,0,1,0.4426682889
COCO-20i,45,0,original,801_class-68,0.5333842039,0.5333842039,0,0,1,0.7307332754
COCO-20i,45,0,original,802_class-44,0.4123312533,0.4048878849,5,0,0,0.4125311077
COCO-20i,45,0,original,803_class-68,0.4564015865,0.5792062879,2,0,1,0.7309106588
COCO-20i,45,0,original,804_class-36,0.5015792847,0.5345665216,3,0,1,0.7070488334
COCO-20i,45,0,original,805_class-32,0.9356859326,0.3583396971,3,0,0,0.9356859326
COCO-20i,45,0,original,806_class-48,0.9543695450,0.7987186313,2,0,0,0.9543695450
COCO-20i,45,0,original,807_class-24,0.4430781305,0.4431079626,4,0,1,0.4431079626
COCO-20i,45,0,original,808_class-52,0.5179251432,0.5324949026,2,0,1,0.7319498062
COCO-20i,45,0,original,809_class-60,0.7096543312,0.5629016161,5,0,0,0.7298806906
COCO-20i,45,0,original,810_class-48,0.4189663827,0.4628411531,2,0,1,0.7934601307
COCO-20i,45,0,original,811_class-0,0.3931252062,0.2402920574,3,0,0,0.3931252062
COCO-20i,45,0,original,812_class-72,0.3103588223,0.3102010489,3,0,0,0.3107034564
COCO-20i,45,0,original,813_class-60,0.2414226830,0.2583909631,5,0,1,0.2583909631
COCO-20i,45,0,original,814_class-76,0.5004023910,0.4965780377,3,0,0,0.5419864655
COCO-20i,45,0,original,815_class-64,0.6996045709,0.6946797371,2,0,0,0.8006902337
COCO-20i,45,0,original,816_class-12,0.9644261599,0.8405767679,2,0,0,0.9644261599
COCO-20i,45,0,original,817_class-24,0.5053030252,0.7310670614,4,0,1,0.9140057564
COCO-20i,45,0,original,818_class-68,0.4549307525,0.4728820920,4,0,1,0.4823387861
COCO-20i,45,0,original,819_class-72,0.0608071089,0.0457270294,4,0,0,0.0608071089
COCO-20i,45,0,original,820_class-32,0.6019623876,0.4599010944,1,0,0,0.6019623876
COCO-20i,45,0,original,821_class-68,0.4482607543,0.4645260870,3,0,1,0.5013001561
COCO-20i,45,0,original,822_class-60,0.8647931218,0.8647931218,0,0,1,0.8647931218
COCO-20i,45,0,original,823_class-64,0.3938205242,0.3938205242,0,0,1,0.4014139473
COCO-20i,45,0,original,824_class-0,0.6339282990,0.6089000106,5,0,0,0.6339282990
COCO-20i,45,0,original,825_class-48,0.0654206946,0.0654634312,5,0,1,0.1471329927
COCO-20i,45,0,original,826_class-72,0.4580898583,0.4728592932,3,0,1,0.4767240286
COCO-20i,45,0,original,827_class-60,0.2353396416,0.4394709766,3,0,1,0.4394709766
COCO-20i,45,0,original,828_class-32,0.5892414451,0.8265244961,4,0,1,0.8265244961
COCO-20i,45,0,original,829_class-76,0.4690622687,0.4637061954,2,0,0,0.4911248982
COCO-20i,45,0,original,830_class-56,0.3463052213,0.3463052213,0,0,1,0.4042892158
COCO-20i,45,0,original,831_class-20,0.2428546250,0.2430281490,5,0,1,0.2430281490
COCO-20i,45,0,original,832_class-36,0.4369885027,0.4331051409,5,0,0,0.4369885027
COCO-20i,45,0,original,833_class-0,0.2849656641,0.2919045389,4,0,1,0.6652990580
COCO-20i,45,0,original,834_class-28,0.8954406977,0.8958826661,1,0,1,0.9005366564
COCO-20i,45,0,original,835_class-52,0.9679634571,0.9685322046,4,0,1,0.9685322046
COCO-20i,45,0,original,836_class-48,0.5377944708,0.6270419955,1,0,1,0.6270419955
COCO-20i,45,0,original,837_class-56,0.3500525355,0.3500525355,0,0,1,0.3516896963
COCO-20i,45,0,original,838_class-8,0.8311998844,0.8338873386,4,0,1,0.8340987563
COCO-20i,45,0,original,839_class-16,0.4167579114,0.4187003672,1,0,1,0.4541885853
COCO-20i,45,0,original,840_class-48,0.5557594895,0.9535490870,1,0,1,0.9535490870
COCO-20i,45,0,original,841_class-64,0.9473712444,0.9516726136,3,0,1,0.9516726136
COCO-20i,45,0,original,842_class-64,0.4831342995,0.3916235566,2,0,0,0.4831657708
COCO-20i,45,0,original,843_class-32,0.4305503666,0.4793943167,5,0,1,0.5395012498
COCO-20i,45,0,original,844_class-52,0.3539783955,0.3787994981,2,0,1,0.3809140027
COCO-20i,45,0,original,845_class-40,0.6009523869,0.6009523869,0,0,1,0.7439852953
COCO-20i,45,0,original,846_class-76,0.7522073984,0.7577664852,1,0,1,0.8344992399
COCO-20i,45,0,original,847_class-72,0.5518766642,0.7765077353,1,0,1,0.7765077353
COCO-20i,45,0,original,848_class-48,0.5290965438,0.5290965438,0,0,1,0.5290965438
COCO-20i,45,0,original,849_class-36,0.8820354939,0.8840902448,3,0,1,0.8868929744
COCO-20i,45,0,original,850_class-52,0.7194575667,0.6497449875,5,0,0,0.9047614336
COCO-20i,45,0,original,851_class-72,0.4118062556,0.4118062556,0,0,1,0.4130472839
COCO-20i,45,0,original,852_class-40,0.3299656212,0.4657994211,2,0,1,0.4697697461
COCO-20i,45,0,original,853_class-56,0.4976545572,0.4988427758,5,0,1,0.4988427758
COCO-20i,45,0,original,854_class-12,0.5934994817,0.5934994817,0,0,1,0.6136713624
COCO-20i,45,0,original,855_class-0,0.8990783095,0.6309770346,4,0,0,0.9002615213
COCO-20i,45,0,original,856_class-52,0.3915881515,0.3908725977,3,0,0,0.3916589618
COCO-20i,45,0,original,857_class-56,0.5883746147,0.5349283814,4,0,0,0.7334918976
COCO-20i,45,0,original,858_class-20,0.9412707686,0.9392634630,4,0,0,0.9412707686
COCO-20i,45,0,original,859_class-60,0.2333934754,0.2251890302,2,0,0,0.4284819365
COCO-20i,45,0,original,860_class-8,0.3222531974,0.7574058175,3,0,1,0.7574058175
COCO-20i,45,0,original,861_class-60,0.3569285572,0.3569285572,0,0,1,0.4115993977
COCO-20i,45,0,original,862_class-64,0.2697512507,0.3992356360,3,0,1,0.4259251356
COCO-20i,45,0,original,863_class-48,0.5275356770,0.5289992094,5,0,1,0.9593774080
COCO-20i,45,0,original,864_class-4,0.3937400877,0.3933629096,3,0,0,0.9640175104
COCO-20i,45,0,original,865_class-64,0.4079424441,0.4127752185,4,0,1,0.4857467115
COCO-20i,45,0,original,866_class-56,0.4134646952,0.4801359475,2,0,1,0.4801359475
COCO-20i,45,0,original,867_class-56,0.4614793956,0.4916723669,2,0,1,0.4916723669
COCO-20i,45,0,original,868_class-0,0.5370990634,0.5370990634,0,0,1,0.5987864733
COCO-20i,45,0,original,869_class-76,0.7148160934,0.8409417868,1,0,1,0.8409417868
COCO-20i,45,0,original,870_class-20,0.6459574699,0.6487050056,4,0,1,0.6490243673
COCO-20i,45,0,original,871_class-16,0.6226034760,0.6228044629,4,0,1,0.9137359858
COCO-20i,45,0,original,872_class-76,0.1734526157,0.1731954664,3,0,0,0.1734526157
COCO-20i,45,0,original,873_class-16,0.8611365557,0.8605224490,5,0,0,0.8611365557
COCO-20i,45,0,original,874_class-48,0.3414047658,0.2264401317,3,0,0,0.8685586452
COCO-20i,45,0,original,875_class-20,0.9210346937,0.9302819967,4,0,1,0.9302819967
COCO-20i,45,0,original,876_class-0,0.1562336534,0.2866164446,4,0,1,0.2866164446
COCO-20i,45,0,original,877_class-4,0.3645863533,0.7000676990,5,0,1,0.7000676990
COCO-20i,45,0,original,878_class-60,0.3067061007,0.3067061007,0,0,1,0.3097068667
COCO-20i,45,0,original,879_class-52,0.2692435384,0.2988103926,2,0,1,0.2988308966
COCO-20i,45,0,original,880_class-44,0.4485398829,0.4595824480,1,0,1,0.9163391590
COCO-20i,45,0,original,881_class-24,0.4466832578,0.4587327242,3,0,1,0.6309933662
COCO-20i,45,0,original,882_class-76,0.8345460892,0.8838818669,4,0,1,0.8844261169
COCO-20i,45,0,original,883_class-12,0.6852828860,0.3321693242,3,0,0,0.6852828860
COCO-20i,45,0,original,884_class-24,0.4390376508,0.3855062723,4,0,0,0.6580173969
COCO-20i,45,0,original,885_class-4,0.4145286977,0.4145286977,0,0,1,0.4145734310
COCO-20i,45,0,original,886_class-4,0.7682527900,0.9356099367,3,0,1,0.9356099367
COCO-20i,45,0,original,887_class-0,0.2704113722,0.2683397830,1,0,0,0.3928055167
COCO-20i,45,0,original,888_class-72,0.8349158764,0.9656773806,4,0,1,0.9656773806
COCO-20i,45,0,original,889_class-76,0.7379696369,0.8815972805,3,0,1,0.8815972805
COCO-20i,45,0,original,890_class-12,0.9194393158,0.9196959734,3,0,1,0.9196959734
COCO-20i,45,0,original,891_class-24,0.3515020609,0.2702274024,2,0,0,0.4148726165
COCO-20i,45,0,original,892_class-68,0.7387077808,0.7387077808,0,0,1,0.7895481586
COCO-20i,45,0,original,893_class-20,0.9241708517,0.9241708517,0,0,1,0.9246665239
COCO-20i,45,0,original,894_class-28,0.2650024295,0.2650409639,1,0,1,0.2651717663
COCO-20i,45,0,original,895_class-20,0.8790122271,0.8790122271,0,0,1,0.8790122271
COCO-20i,45,0,original,896_class-64,0.3149158955,0.3153971434,4,0,1,0.3752433062
COCO-20i,45,0,original,897_class-52,0.1947313547,0.4562804699,2,0,1,0.4562804699
COCO-20i,45,0,original,898_class-20,0.6229383349,0.6237391233,3,0,1,0.8481894732
COCO-20i,45,0,original,899_class-36,0.4884800315,0.4891027212,2,0,1,0.4902263582
COCO-20i,45,0,original,900_class-68,0.9295083284,0.9356753230,2,0,1,0.9356753230
COCO-20i,45,0,original,901_class-0,0.3598932624,0.3631449342,4,0,1,0.4242762625
COCO-20i,45,0,original,902_class-0,0.8275195360,0.8275195360,0,0,1,0.8978878260
COCO-20i,45,0,original,903_class-20,0.7980285883,0.7978473306,2,0,0,0.8025365472
COCO-20i,45,0,original,904_class-48,0.8407231569,0.9453119040,2,0,1,0.9453119040
COCO-20i,45,0,original,905_class-0,0.0503933728,0.0558751412,2,0,1,0.0559836961
COCO-20i,45,0,original,906_class-12,0.5232161283,0.4727120996,1,0,0,0.5232161283
COCO-20i,45,0,original,907_class-24,0.4789691865,0.4619247615,5,0,0,0.4789691865
COCO-20i,45,0,original,908_class-36,0.5896199942,0.6092982292,5,0,1,0.6092982292
COCO-20i,45,0,original,909_class-68,0.3062640727,0.3062640727,0,0,1,0.9192173481
COCO-20i,45,0,original,910_class-0,0.9532126188,0.9537622333,1,0,1,0.9537622333
COCO-20i,45,0,original,911_class-72,0.4399550557,0.4569196105,1,0,1,0.4677330256
COCO-20i,45,0,original,912_class-56,0.4023400843,0.4024127424,2,0,1,0.4024127424
COCO-20i,45,0,original,913_class-36,0.4591202438,0.8169466257,5,0,1,0.8350327015
COCO-20i,45,0,original,914_class-8,0.1230974495,0.1231235340,2,0,1,0.1231477633
COCO-20i,45,0,original,915_class-60,0.1792864650,0.1792864650,0,0,1,0.5411500335
COCO-20i,45,0,original,916_class-44,0.7312697768,0.5869639516,5,0,0,0.7312697768
COCO-20i,45,0,original,917_class-40,0.4256489575,0.4453738630,1,0,1,0.4456459284
COCO-20i,45,0,original,918_class-4,0.8770219088,0.8770219088,0,0,1,0.8854575157
COCO-20i,45,0,original,919_class-36,0.7105137110,0.8169640303,3,0,1,0.9076584578
COCO-20i,45,0,original,920_class-0,0.4986106455,0.4510982931,5,0,0,0.4986106455
COCO-20i,45,0,original,921_class-64,0.4560477436,0.3772193193,4,0,0,0.6365988851
COCO-20i,45,0,original,922_class-0,0.6762486696,0.6606526375,3,0,0,0.6762486696
COCO-20i,45,0,original,923_class-8,0.6511613727,0.3862680793,3,0,0,0.6733942032
COCO-20i,45,0,original,924_class-12,0.4421688020,0.4421688020,0,0,1,0.4427744150
COCO-20i,45,0,original,925_class-4,0.9167249203,0.9170578718,3,0,1,0.9181512594
COCO-20i,45,0,original,926_class-28,0.2854302526,0.2854302526,0,0,1,0.2868889272
COCO-20i,45,0,original,927_class-12,0.4157339036,0.4157264531,3,0,0,0.4157339036
COCO-20i,45,0,original,928_class-32,0.3856979012,0.3844717443,2,0,0,0.3856979012
COCO-20i,45,0,original,929_class-64,0.4042789638,0.9521633387,3,0,1,0.9543218613
COCO-20i,45,0,original,930_class-72,0.8022446036,0.7127592564,5,0,0,0.9558676481
COCO-20i,45,0,original,931_class-48,0.3371170163,0.3371170163,0,0,1,0.4385722876
COCO-20i,45,0,original,932_class-56,0.3849040568,0.3849040568,0,0,1,0.3849040568
COCO-20i,45,0,original,933_class-44,0.4086999297,0.4228712320,5,0,1,0.4228712320
COCO-20i,45,0,original,934_class-68,0.4404675066,0.4646080732,5,0,1,0.4646080732
COCO-20i,45,0,original,935_class-44,0.4229960740,0.4481894970,1,0,1,0.4481894970
COCO-20i,45,0,original,936_class-12,0.3933360279,0.3933360279,0,0,1,0.4393276274
COCO-20i,45,0,original,937_class-72,0.8375451565,0.4368915856,1,0,0,0.8375451565
COCO-20i,45,0,original,938_class-4,0.9363945127,0.9371948242,1,0,1,0.9371948242
COCO-20i,45,0,original,939_class-20,0.7286438346,0.7286438346,0,0,1,0.8216348886
COCO-20i,45,0,original,940_class-4,0.0013845107,0.9441660643,3,0,1,0.9460640550
COCO-20i,45,0,original,941_class-32,0.8623940945,0.4455257058,1,0,0,0.9550263286
COCO-20i,45,0,original,942_class-36,0.5632821321,0.7715950608,4,0,1,0.7715950608
COCO-20i,45,0,original,943_class-52,0.8098108172,0.9215288162,1,0,1,0.9215288162
COCO-20i,45,0,original,944_class-48,0.2857919335,0.2192163169,5,0,0,0.7896257639
COCO-20i,45,0,original,945_class-36,0.4095754325,0.4095754325,0,0,1,0.5894070268
COCO-20i,45,0,original,946_class-72,0.2665210664,0.4159914851,4,0,1,0.4304982126
COCO-20i,45,0,original,947_class-64,0.3592503965,0.3593472838,2,0,1,0.4312355518
COCO-20i,45,0,original,948_class-28,0.4720841348,0.4655776322,5,0,0,0.4759802818
COCO-20i,45,0,original,949_class-48,0.6682825685,0.6706544161,2,0,1,0.8719280958
COCO-20i,45,0,original,950_class-48,0.9792733192,0.9796792865,4,0,1,0.9796792865
COCO-20i,45,0,original,951_class-0,0.5239096284,0.5553467274,1,0,1,0.6197147965
COCO-20i,45,0,original,952_class-4,0.9500964880,0.9500964880,0,0,1,0.9505581856
COCO-20i,45,0,original,953_class-36,0.6069369912,0.5903950930,3,0,0,0.6069369912
COCO-20i,45,0,original,954_class-40,0.4315361381,0.4315361381,0,0,1,0.4390307963
