benchmark,seed,fold,method,obj_name,baseline_miou,selected_miou,selected_iter,fallback,non_degraded,oracle_miou
COCO-20i,47,2,original,949_class-10,0.4552835524,0.4788017571,2,0,1,0.6688096523
COCO-20i,47,2,original,950_class-38,0.9289904237,0.8127386570,2,0,0,0.9289904237
COCO-20i,47,2,original,951_class-46,0.2327377349,0.2320191264,3,0,0,0.2330589592
COCO-20i,47,2,original,952_class-34,0.9141439199,0.6434075832,5,0,0,0.9141439199
COCO-20i,47,2,original,953_class-38,0.3711436093,0.6600571275,4,0,1,0.6600571275
COCO-20i,47,2,original,954_class-22,0.6479294896,0.6492585540,2,0,1,0.9619160891
COCO-20i,47,2,original,955_class-6,0.8523405194,0.8523405194,0,0,1,0.8523405194
COCO-20i,47,2,original,956_class-42,0.4722220004,0.8599897623,2,0,1,0.8599897623
COCO-20i,47,2,original,957_class-62,0.6241818070,0.9498054981,4,0,1,0.9498054981
COCO-20i,47,2,original,958_class-46,0.4735261500,0.6647478938,2,0,1,0.6647478938
COCO-20i,47,2,original,959_class-42,0.3608646989,0.3822226226,1,0,1,0.3822226226
COCO-20i,47,2,original,960_class-30,0.4386438131,0.8070545197,4,0,1,0.8070545197
COCO-20i,47,2,original,961_class-42,0.5071331859,0.6459977627,2,0,1,0.6459977627
COCO-20i,47,2,original,962_class-58,0.3999008536,0.4141150117,3,0,1,0.4378903806
COCO-20i,47,2,original,963_class-70,0.4325817227,0.5645331740,5,0,1,0.5645331740
COCO-20i,47,2,original,964_class-10,0.6972807646,0.5023530126,5,0,0,0.9526284933
COCO-20i,47,2,original,965_class-54,0.4860866666,0.4070350826,2,0,0,0.8327807188
COCO-20i,47,2,original,966_class-50,0.8061921597,0.7262331843,5,0,0,0.8157895803
COCO-20i,47,2,original,967_class-46,0.4541394114,0.4750227332,2,0,1,0.4750227332
COCO-20i,47,2,original,968_class-66,0.4601675570,0.4601675570,0,0,1,0.7416473627
COCO-20i,47,2,original,969_class-2,0.4571562707,0.4602968991,5,0,1,0.4602968991
COCO-20i,47,2,original,970_class-54,0.3079544902,0.3079544902,0,0,1,0.3079544902
COCO-20i,47,2,original,971_class-30,0.4639055729,0.4641757607,5,0,1,0.4641757607
COCO-20i,47,2,original,972_class-50,0.6291581392,0.6291581392,0,0,1,0.8080669641
COCO-20i,47,2,original,973_class-50,0.2138574570,0.4197034240,3,0,1,0.4197034240
COCO-20i,47,2,original,974_class-62,0.3513662517,0.3621219099,2,0,1,0.3621219099
COCO-20i,47,2,original,975_class-14,0.4723991156,0.4723991156,0,0,1,0.4723991156
COCO-20i,47,2,original,976_class-66,0.6350896358,0.6375217438,5,0,1,0.7098262310
COCO-20i,47,2,original,977_class-6,0.4100940228,0.4095015228,1,0,0,0.4101012051
COCO-20i,47,2,original,978_class-6,0.8057802320,0.9435507059,4,0,1,0.9435507059
COCO-20i,47,2,original,979_class-18,0.6723906398,0.6717323065,2,0,0,0.9349523783
COCO-20i,47,2,original,980_class-18,0.4138103724,0.4138103724,0,0,1,0.6614267826
COCO-20i,47,2,original,981_class-10,0.4764135182,0.4764135182,0,0,1,0.4764135182
COCO-20i,47,2,original,982_class-46,0.3723081648,0.3735465407,1,0,1,0.3844698966
COCO-20i,47,2,original,983_class-22,0.3746240735,0.4109887183,2,0,1,0.4418116212
COCO-20i,47,2,original,984_class-34,0.5006450415,0.5006450415,0,0,1,0.9332008362
COCO-20i,47,2,original,985_class-30,0.4920161366,0.8705192804,4,0,1,0.8705192804
COCO-20i,47,2,original,986_class-26,0.2008083016,0.4181827605,3,0,1,0.5706159472
COCO-20i,47,2,original,987_class-22,0.4628284872,0.4616862535,5,0,0,0.5931209326
COCO-20i,47,2,original,988_class-74,0.8149278164,0.8309112787,5,0,1,0.8309112787
COCO-20i,47,2,original,989_class-30,0.7724606991,0.6004623175,3,0,0,0.7724606991
COCO-20i,47,2,original,990_class-2,0.4691492319,0.3049913645,5,0,0,0.4806278944
COCO-20i,47,2,original,991_class-66,0.5462087393,0.4751111865,1,0,0,0.8090744615
COCO-20i,47,2,original,992_class-10,0.5942665339,0.3924421966,4,0,0,0.6648057699
COCO-20i,47,2,original,993_class-2,0.7028309107,0.7028309107,0,0,1,0.9216310978
COCO-20i,47,2,original,994_class-54,0.3347781599,0.3347781599,0,0,1,0.9202859402
COCO-20i,47,2,original,995_class-54,0.4758929610,0.6131554246,3,0,1,0.6131554246
COCO-20i,47,2,original,996_class-42,0.4216730595,0.4539288282,4,0,1,0.4539288282
COCO-20i,47,2,original,997_class-50,0.4753982723,0.3557378352,2,0,0,0.4771604240
COCO-20i,47,2,original,998_class-10,0.5267218351,0.5181459785,4,0,0,0.7147704363
COCO-20i,47,2,original,999_class-46,0.7640278339,0.7999266386,1,0,1,0.7999266386
COCO-20i,47,2,confidence_only,0_class-2,0.5041924715,0.4793725610,3,0,0,0.5701424479
COCO-20i,47,2,confidence_only,1_class-10,0.4817464650,0.4827279747,5,0,1,0.9174040556
COCO-20i,47,2,confidence_only,2_class-42,0.4754618108,0.4442114234,2,0,0,0.4754618108
COCO-20i,47,2,confidence_only,3_class-6,0.9329525828,0.9329525828,0,0,1,0.9332931042
COCO-20i,47,2,confidence_only,4_class-74,0.3898365498,0.3898365498,0,1,1,0.4507312179
COCO-20i,47,2,confidence_only,5_class-58,0.3352727592,0.3352727592,0,0,1,0.3402968049
COCO-20i,47,2,confidence_only,6_class-2,0.4015438855,0.3757652640,3,0,0,0.5701391101
COCO-20i,47,2,confidence_only,7_class-70,0.6572326422,0.6572326422,0,0,1,0.6572326422
COCO-20i,47,2,confidence_only,8_class-26,0.6522877216,0.6632139087,4,0,1,0.8713817596
COCO-20i,47,2,confidence_only,9_class-50,0.4697292447,0.5536438227,4,0,1,0.5536438227
COCO-20i,47,2,confidence_only,10_class-34,0.4631383121,0.6092478037,3,0,1,0.7534439564
COCO-20i,47,2,confidence_only,11_class-34,0.1305472255,0.1305472255,0,1,1,0.5058966279
COCO-20i,47,2,confidence_only,12_class-70,0.8392504454,0.8413940668,1,0,1,0.8413940668
COCO-20i,47,2,confidence_only,13_class-30,0.4523522258,0.4523074925,2,0,0,0.9108614922
COCO-20i,47,2,confidence_only,14_class-42,0.4717338085,0.4721903503,3,0,1,0.4722089767
COCO-20i,47,2,confidence_only,15_class-54,0.4065783024,0.4187646508,1,0,1,0.4561090469
COCO-20i,47,2,confidence_only,16_class-62,0.3628838956,0.3628838956,0,0,1,0.3638871014
COCO-20i,47,2,confidence_only,17_class-34,0.4852622151,0.4409996867,3,0,0,0.6703454256
COCO-20i,47,2,confidence_only,18_class-46,0.7627083063,0.5254641771,5,0,0,0.7627083063
COCO-20i,47,2,confidence_only,19_class-6,0.9622545838,0.9621299505,3,0,0,0.9627113342
COCO-20i,47,2,confidence_only,20_class-6,0.8299018145,0.8418395519,4,0,1,0.8426994681
COCO-20i,47,2,confidence_only,21_class-14,0.2101465166,0.2101465166,0,1,1,0.5531278849
COCO-20i,47,2,confidence_only,22_class-26,0.4579113722,0.4113428593,2,0,0,0.7550946474
COCO-20i,47,2,confidence_only,23_class-2,0.3359659314,0.3359659314,0,0,1,0.4079005122
COCO-20i,47,2,confidence_only,24_class-58,0.6568630934,0.4791010618,2,0,0,0.8080104589
COCO-20i,47,2,confidence_only,25_class-18,0.8999980688,0.8993593454,3,0,0,0.9046933651
COCO-20i,47,2,confidence_only,26_class-54,0.9535190463,0.9535190463,0,1,1,0.9535900354
COCO-20i,47,2,confidence_only,27_class-34,0.4822975099,0.4849603474,1,0,1,0.4849603474
COCO-20i,47,2,confidence_only,28_class-46,0.3769258559,0.3769258559,0,1,1,0.5244551897
COCO-20i,47,2,confidence_only,29_class-78,0.5184684396,0.5184684396,0,0,1,0.5184684396
COCO-20i,47,2,confidence_only,30_class-2,0.4529784918,0.4529784918,0,0,1,0.4927763641
COCO-20i,47,2,confidence_only,31_class-78,0.6603364944,0.9123239517,5,0,1,0.9123239517
COCO-20i,47,2,confidence_only,32_class-38,0.8479543924,0.8479543924,0,0,1,0.8479543924
COCO-20i,47,2,confidence_only,33_class-14,0.4893285930,0.7444533110,2,0,1,0.7954747677
COCO-20i,47,2,confidence_only,34_class-30,0.8654966354,0.6655530930,5,0,0,0.8671777844
COCO-20i,47,2,confidence_only,35_class-18,0.4685296714,0.4685296714,0,1,1,0.6007664204
COCO-20i,47,2,confidence_only,36_class-38,0.7171199322,0.9210586548,2,0,1,0.9210586548
COCO-20i,47,2,confidence_only,37_class-70,0.6256858110,0.6663327813,5,0,1,0.7332991362
COCO-20i,47,2,confidence_only,38_class-10,0.8285740614,0.9539943337,3,0,1,0.9539943337
COCO-20i,47,2,confidence_only,39_class-46,0.5308244824,0.5430037379,2,0,1,0.5430037379
COCO-20i,47,2,confidence_only,40_class-34,0.5484225750,0.9258604646,2,0,1,0.9258604646
COCO-20i,47,2,confidence_only,41_class-58,0.6148344874,0.6148344874,0,0,1,0.7917784452
COCO-20i,47,2,confidence_only,42_class-42,0.4768488705,0.4334964454,4,0,0,0.4768488705
COCO-20i,47,2,confidence_only,43_class-46,0.9375270009,0.9368478060,4,0,0,0.9381200671
COCO-20i,47,2,confidence_only,44_class-10,0.9089452028,0.9090006948,2,0,1,0.9090006948
COCO-20i,47,2,confidence_only,45_class-18,0.3209808171,0.3209808171,0,1,1,0.3215931356
COCO-20i,47,2,confidence_only,46_class-50,0.5351532102,0.5760009289,3,0,1,0.5939321518
COCO-20i,47,2,confidence_only,47_class-14,0.3673437834,0.5155537724,4,0,1,0.5155537724
COCO-20i,47,2,confidence_only,48_class-46,0.9515237212,0.9515237212,0,0,1,0.9515237212
COCO-20i,47,2,confidence_only,49_class-50,0.6770710349,0.6770710349,0,1,1,0.6851585507
COCO-20i,47,2,confidence_only,50_class-2,0.5486574173,0.4829103351,4,0,0,0.5486574173
COCO-20i,47,2,confidence_only,51_class-34,0.4929144681,0.5517710447,4,0,1,0.5517710447
COCO-20i,47,2,confidence_only,52_class-14,0.9539081454,0.9539081454,0,0,1,0.9861973524
COCO-20i,47,2,confidence_only,53_class-74,0.5418872237,0.5902996063,3,0,1,0.5902996063
COCO-20i,47,2,confidence_only,54_class-14,0.8500602245,0.8500602245,0,0,1,0.8500602245
COCO-20i,47,2,confidence_only,55_class-34,0.4738451540,0.4726008475,3,0,0,0.4738451540
COCO-20i,47,2,confidence_only,56_class-14,0.4098882675,0.4174081087,1,0,1,0.4174366593
COCO-20i,47,2,confidence_only,57_class-2,0.4105687737,0.4105687737,0,1,1,0.6973199844
COCO-20i,47,2,confidence_only,58_class-78,0.5915074944,0.5340306759,5,0,0,0.5915074944
COCO-20i,47,2,confidence_only,59_class-6,0.3069688678,0.3069688678,0,1,1,0.5539999008
COCO-20i,47,2,confidence_only,60_class-42,0.4903717041,0.4903717041,0,0,1,0.4904364944
COCO-20i,47,2,confidence_only,61_class-30,0.6408025026,0.6556888819,4,0,1,0.6987416148
COCO-20i,47,2,confidence_only,62_class-66,0.4620929658,0.4778532684,1,0,1,0.4778532684
COCO-20i,47,2,confidence_only,63_class-26,0.4631909430,0.4772681594,1,0,1,0.7181361318
COCO-20i,47,2,confidence_only,64_class-58,0.4571781158,0.4300994575,4,0,0,0.4649695754
COCO-20i,47,2,confidence_only,65_class-46,0.2871979773,0.2867958844,5,0,0,0.2872311473
COCO-20i,47,2,confidence_only,66_class-58,0.4108872116,0.4108872116,0,1,1,0.8660712242
COCO-20i,47,2,confidence_only,67_class-74,0.4818320870,0.5285780430,2,0,1,0.6071771383
COCO-20i,47,2,confidence_only,68_class-38,0.3711150289,0.5191191435,1,0,1,0.5191191435
COCO-20i,47,2,confidence_only,69_class-70,0.9736970067,0.9738689661,4,0,1,0.9738689661
COCO-20i,47,2,confidence_only,70_class-46,0.3776591122,0.4082303345,4,0,1,0.4082303345
COCO-20i,47,2,confidence_only,71_class-62,0.4078515172,0.2300209850,4,0,0,0.7274132967
COCO-20i,47,2,confidence_only,72_class-18,0.9570668936,0.9590955973,3,0,1,0.9590955973
COCO-20i,47,2,confidence_only,73_class-42,0.5049166679,0.6293655038,5,0,1,0.6551769972
COCO-20i,47,2,confidence_only,74_class-70,0.4367704690,0.3997592330,5,0,0,0.4539456069
COCO-20i,47,2,confidence_only,75_class-74,0.4792918265,0.4792918265,0,0,1,0.4792918265
COCO-20i,47,2,confidence_only,76_class-58,0.5540317297,0.5540317297,0,1,1,0.7056325674
COCO-20i,47,2,confidence_only,77_class-30,0.4881845713,0.5883811712,4,0,1,0.5883811712
COCO-20i,47,2,confidence_only,78_class-34,0.4773589671,0.5256490707,2,0,1,0.5256490707
COCO-20i,47,2,confidence_only,79_class-26,0.4791860878,0.4791860878,0,1,1,0.5379440784
COCO-20i,47,2,confidence_only,80_class-62,0.2771058083,0.5349569321,5,0,1,0.5349569321
COCO-20i,47,2,confidence_only,81_class-62,0.4598489106,0.7386446595,2,0,1,0.7386446595
COCO-20i,47,2,confidence_only,82_class-46,0.3208192289,0.3208192289,0,1,1,0.3226975501
COCO-20i,47,2,confidence_only,83_class-38,0.8274776936,0.8378522992,4,0,1,0.8397822380
COCO-20i,47,2,confidence_only,84_class-66,0.4518191516,0.7845131755,2,0,1,0.7845131755
COCO-20i,47,2,confidence_only,85_class-34,0.4614607692,0.4784402549,1,0,1,0.4784402549
COCO-20i,47,2,confidence_only,86_class-18,0.5619502068,0.6084932089,2,0,1,0.6953655481
COCO-20i,47,2,confidence_only,87_class-38,0.6607296467,0.9158821702,3,0,1,0.9158821702
COCO-20i,47,2,confidence_only,88_class-14,0.4116720855,0.4148026407,4,0,1,0.4148026407
COCO-20i,47,2,confidence_only,89_class-22,0.6984763741,0.6724175215,3,0,0,0.9095853567
COCO-20i,47,2,confidence_only,90_class-70,0.4284361601,0.4381139874,3,0,1,0.4381139874
COCO-20i,47,2,confidence_only,91_class-46,0.1500531435,0.1500531435,0,1,1,0.3984306157
COCO-20i,47,2,confidence_only,92_class-70,0.3958274424,0.3959429562,2,0,1,0.3959429562
COCO-20i,47,2,confidence_only,93_class-6,0.9074132442,0.9078484774,3,0,1,0.9078484774
COCO-20i,47,2,confidence_only,94_class-6,0.3446821868,0.4032606184,1,0,1,0.4032606184
COCO-20i,47,2,confidence_only,95_class-34,0.4138842225,0.4898835123,4,0,1,0.5068058372
COCO-20i,47,2,confidence_only,96_class-22,0.9652699828,0.9652699828,0,0,1,0.9653050900
COCO-20i,47,2,confidence_only,97_class-70,0.0718626976,0.0718626976,0,1,1,0.4922500253
COCO-20i,47,2,confidence_only,98_class-50,0.2710008621,0.2710008621,0,1,1,0.4457869232
COCO-20i,47,2,confidence_only,99_class-46,0.3138285875,0.6668081284,4,0,1,0.8088793755
COCO-20i,47,2,confidence_only,100_class-66,0.3952069283,0.4210488200,2,0,1,0.4310937524
COCO-20i,47,2,confidence_only,101_class-42,0.8619908094,0.8619908094,0,0,1,0.8619908094
COCO-20i,47,2,confidence_only,102_class-62,0.2998163700,0.2998163700,0,1,1,0.4082522690
COCO-20i,47,2,confidence_only,103_class-22,0.6674492359,0.8782455921,1,0,1,0.8782455921
COCO-20i,47,2,confidence_only,104_class-22,0.7212190032,0.7271538973,2,0,1,0.7275180221
COCO-20i,47,2,confidence_only,105_class-58,0.4181511998,0.4181511998,0,1,1,0.4204674065
COCO-20i,47,2,confidence_only,106_class-18,0.4169095755,0.4631237984,5,0,1,0.7276697159
COCO-20i,47,2,confidence_only,107_class-18,0.5510118008,0.5510118008,0,0,1,0.5510118008
COCO-20i,47,2,confidence_only,108_class-34,0.6229051352,0.6999431252,4,0,1,0.6999431252
COCO-20i,47,2,confidence_only,109_class-66,0.4030197859,0.4517486393,3,0,1,0.4759623706
COCO-20i,47,2,confidence_only,110_class-54,0.4551810622,0.4337275028,1,0,0,0.4819582105
COCO-20i,47,2,confidence_only,111_class-66,0.4407488704,0.3982608616,4,0,0,0.4441291094
COCO-20i,47,2,confidence_only,112_class-42,0.3025241792,0.3025241792,0,1,1,0.4530045688
COCO-20i,47,2,confidence_only,113_class-34,0.2035652697,0.2410330474,4,0,1,0.2410330474
COCO-20i,47,2,confidence_only,114_class-58,0.3752664626,0.4588836730,4,0,1,0.7450186014
COCO-20i,47,2,confidence_only,115_class-38,0.4361513555,0.4361513555,0,1,1,0.9227544069
COCO-20i,47,2,confidence_only,116_class-62,0.3729781806,0.3745602369,2,0,1,0.3745602369
COCO-20i,47,2,confidence_only,117_class-6,0.8909087181,0.8909087181,0,1,1,0.9464491010
COCO-20i,47,2,confidence_only,118_class-26,0.4958891869,0.4968555868,2,0,1,0.5267045498
COCO-20i,47,2,confidence_only,119_class-26,0.7870660424,0.7870348692,4,0,0,0.7870660424
COCO-20i,47,2,confidence_only,120_class-38,0.5289200544,0.5289200544,0,0,1,0.5534188151
COCO-20i,47,2,confidence_only,121_class-6,0.9062230587,0.9062230587,0,1,1,0.9063848853
COCO-20i,47,2,confidence_only,122_class-50,0.2030480951,0.2030480951,0,1,1,0.4283997416
COCO-20i,47,2,confidence_only,123_class-26,0.3377065957,0.3455784917,5,0,1,0.3573403656
COCO-20i,47,2,confidence_only,124_class-58,0.4059246480,0.4059246480,0,0,1,0.4059246480
COCO-20i,47,2,confidence_only,125_class-38,0.7986738682,0.9379616976,2,0,1,0.9379616976
COCO-20i,47,2,confidence_only,126_class-10,0.8789225221,0.7394201756,2,0,0,0.8791762590
COCO-20i,47,2,confidence_only,127_class-22,0.7338707447,0.7338441610,2,0,0,0.7338707447
COCO-20i,47,2,confidence_only,128_class-66,0.4448249638,0.6024670601,1,0,1,0.6933513880
COCO-20i,47,2,confidence_only,129_class-14,0.8909480572,0.8908916712,1,0,0,0.8911077976
COCO-20i,47,2,confidence_only,130_class-14,0.6966990829,0.6966990829,0,0,1,0.6966990829
COCO-20i,47,2,confidence_only,131_class-42,0.2666424811,0.2666424811,0,1,1,0.4464023113
COCO-20i,47,2,confidence_only,132_class-70,0.4591780901,0.4765358269,5,0,1,0.4765358269
COCO-20i,47,2,confidence_only,133_class-34,0.5026284456,0.6088876724,3,0,1,0.6088876724
COCO-20i,47,2,confidence_only,134_class-26,0.4588631690,0.5714843273,2,0,1,0.5714843273
COCO-20i,47,2,confidence_only,135_class-78,0.2995398641,0.4576966763,5,0,1,0.4584848881
COCO-20i,47,2,confidence_only,136_class-78,0.6023693085,0.6020324230,2,0,0,0.7354521751
COCO-20i,47,2,confidence_only,137_class-6,0.9742279053,0.9741555452,3,0,0,0.9744715095
COCO-20i,47,2,confidence_only,138_class-6,0.7328873873,0.7750471830,4,0,1,0.8722290993
COCO-20i,47,2,confidence_only,139_class-30,0.3307140470,0.4836683869,2,0,1,0.5235215425
COCO-20i,47,2,confidence_only,140_class-6,0.2744016647,0.2744016647,0,0,1,0.2866854072
COCO-20i,47,2,confidence_only,141_class-58,0.6780399084,0.6780399084,0,0,1,0.7010712028
COCO-20i,47,2,confidence_only,142_class-18,0.1828715652,0.4977825284,3,0,1,0.7607132196
COCO-20i,47,2,confidence_only,143_class-42,0.5276896358,0.4696393311,2,0,0,0.5276896358
COCO-20i,47,2,confidence_only,144_class-58,0.5654251575,0.5654251575,0,1,1,0.6349350810
COCO-20i,47,2,confidence_only,145_class-38,0.5358769894,0.5250300765,2,0,0,0.8186312914
COCO-20i,47,2,confidence_only,146_class-46,0.2673824728,0.8119119406,2,0,1,0.8119119406
COCO-20i,47,2,confidence_only,147_class-42,0.4178157747,0.4178157747,0,0,1,0.4178157747
COCO-20i,47,2,confidence_only,148_class-26,0.8023666739,0.6119223833,5,0,0,0.8023666739
COCO-20i,47,2,confidence_only,149_class-42,0.4630148709,0.4678951502,4,0,1,0.4805794358
COCO-20i,47,2,confidence_only,150_class-46,0.5681064129,0.6905067563,5,0,1,0.7107090354
COCO-20i,47,2,confidence_only,151_class-54,0.4564314187,0.4554624259,5,0,0,0.4564314187
COCO-20i,47,2,confidence_only,152_class-22,0.7006183267,0.6995842457,3,0,0,0.7808748484
COCO-20i,47,2,confidence_only,153_class-6,0.8742845058,0.8742845058,0,1,1,0.8742845058
COCO-20i,47,2,confidence_only,154_class-66,0.6869861484,0.5582444668,1,0,0,0.9638507366
COCO-20i,47,2,confidence_only,155_class-46,0.4618219137,0.4610808790,4,0,0,0.4655537009
COCO-20i,47,2,confidence_only,156_class-50,0.5079572797,0.5068250895,4,0,0,0.5079572797
COCO-20i,47,2,confidence_only,157_class-2,0.3472151756,0.4928190708,4,0,1,0.4928190708
COCO-20i,47,2,confidence_only,158_class-58,0.5429808497,0.5429808497,0,0,1,0.6292890310
COCO-20i,47,2,confidence_only,159_class-62,0.6357604861,0.5183888078,4,0,0,0.6381603479
COCO-20i,47,2,confidence_only,160_class-54,0.5054582357,0.5267295241,2,0,1,0.5267295241
COCO-20i,47,2,confidence_only,161_class-54,0.6921308041,0.8390614986,5,0,1,0.8401372433
COCO-20i,47,2,confidence_only,162_class-70,0.3853478134,0.4796477258,1,0,1,0.5705274343
COCO-20i,47,2,confidence_only,163_class-58,0.4734462798,0.4805682600,5,0,1,0.4861989319
COCO-20i,47,2,confidence_only,164_class-38,0.1271377951,0.4660691321,5,0,1,0.4660691321
COCO-20i,47,2,confidence_only,165_class-70,0.4512082338,0.4512082338,0,0,1,0.4513051510
COCO-20i,47,2,confidence_only,166_class-2,0.4924203753,0.3713136613,1,0,0,0.4924203753
COCO-20i,47,2,confidence_only,167_class-78,0.3836825788,0.4316870570,4,0,1,0.4335703552
COCO-20i,47,2,confidence_only,168_class-66,0.7000577450,0.7126610279,3,0,1,0.7395541668
COCO-20i,47,2,confidence_only,169_class-34,0.4317411184,0.3966827393,2,0,0,0.4317411184
COCO-20i,47,2,confidence_only,170_class-66,0.4341113865,0.4341113865,0,0,1,0.4341113865
COCO-20i,47,2,confidence_only,171_class-6,0.9576933384,0.9576933384,0,1,1,0.9578845501
COCO-20i,47,2,confidence_only,172_class-62,0.4641832709,0.4747765064,5,0,1,0.4747765064
COCO-20i,47,2,confidence_only,173_class-14,0.9249452353,0.9245764613,3,0,0,0.9249452353
COCO-20i,47,2,confidence_only,174_class-78,0.4346592128,0.4350468218,2,0,1,0.6003717184
COCO-20i,47,2,confidence_only,175_class-26,0.5848536491,0.5848536491,0,0,1,0.5848536491
COCO-20i,47,2,confidence_only,176_class-10,0.5470521450,0.4239153266,2,0,0,0.5953026414
COCO-20i,47,2,confidence_only,177_class-14,0.7254205942,0.7528070807,3,0,1,0.7887772918
COCO-20i,47,2,confidence_only,178_class-74,0.4696225524,0.4718642533,5,0,1,0.4831423461
COCO-20i,47,2,confidence_only,179_class-42,0.5277448893,0.5288777947,3,0,1,0.5837544203
COCO-20i,47,2,confidence_only,180_class-6,0.6854791641,0.5759295821,1,0,0,0.6854791641
COCO-20i,47,2,confidence_only,181_class-38,0.5812215209,0.6484048367,5,0,1,0.8931000233
COCO-20i,47,2,confidence_only,182_class-14,0.9183714986,0.9183714986,0,1,1,0.9259783030
COCO-20i,47,2,confidence_only,183_class-38,0.4289224446,0.9497393370,2,0,1,0.9497393370
COCO-20i,47,2,confidence_only,184_class-54,0.2519193292,0.6460885406,4,0,1,0.6460885406
COCO-20i,47,2,confidence_only,185_class-22,0.9372270107,0.9372235537,2,0,0,0.9372270107
COCO-20i,47,2,confidence_only,186_class-2,0.4388165176,0.4388165176,0,1,1,0.4388165176
COCO-20i,47,2,confidence_only,187_class-74,0.9457255602,0.9453535080,1,0,0,0.9457255602
COCO-20i,47,2,confidence_only,188_class-26,0.5636892319,0.4946155548,4,0,0,0.6347073317
COCO-20i,47,2,confidence_only,189_class-6,0.9437888265,0.6150729656,2,0,0,0.9437888265
COCO-20i,47,2,confidence_only,190_class-22,0.9133806825,0.9133806825,0,0,1,0.9133806825
COCO-20i,47,2,confidence_only,191_class-54,0.3880644441,0.3916440606,1,0,1,0.3947373331
COCO-20i,47,2,confidence_only,192_class-58,0.6781106591,0.5121580958,4,0,0,0.7131622434
COCO-20i,47,2,confidence_only,193_class-38,0.3231643438,0.3005187213,3,0,0,0.4371894896
COCO-20i,47,2,confidence_only,194_class-30,0.5682038665,0.5496063828,3,0,0,0.8524769545
COCO-20i,47,2,confidence_only,195_class-14,0.5693549514,0.5839021206,3,0,1,0.7063549161
COCO-20i,47,2,confidence_only,196_class-58,0.4629552364,0.4649695754,4,0,1,0.4649695754
COCO-20i,47,2,confidence_only,197_class-10,0.2464011014,0.6273711920,4,0,1,0.6425560117
COCO-20i,47,2,confidence_only,198_class-22,0.9301204681,0.9310106039,4,0,1,0.9310106039
COCO-20i,47,2,confidence_only,199_class-78,0.9592570662,0.9592570662,0,0,1,0.9694479704
COCO-20i,47,2,confidence_only,200_class-6,0.2781445682,0.2781445682,0,1,1,0.3239133954
COCO-20i,47,2,confidence_only,201_class-18,0.7770663500,0.6749003530,3,0,0,0.7770663500
COCO-20i,47,2,confidence_only,202_class-10,0.8101499081,0.8855308294,2,0,1,0.8926917315
COCO-20i,47,2,confidence_only,203_class-26,0.3719518781,0.5788609982,5,0,1,0.5788609982
COCO-20i,47,2,confidence_only,204_class-34,0.6515660882,0.5776402950,4,0,0,0.6515660882
COCO-20i,47,2,confidence_only,205_class-50,0.3626261950,0.4039575160,1,0,1,0.5399112701
COCO-20i,47,2,confidence_only,206_class-26,0.4227799177,0.4830745757,3,0,1,0.4931559563
COCO-20i,47,2,confidence_only,207_class-26,0.4551791847,0.4639670551,4,0,1,0.4810453057
COCO-20i,47,2,confidence_only,208_class-18,0.4508763552,0.9382478595,1,0,1,0.9382478595
COCO-20i,47,2,confidence_only,209_class-6,0.6578336358,0.6578336358,0,0,1,0.6628581285
COCO-20i,47,2,confidence_only,210_class-66,0.2610463500,0.4055265188,1,0,1,0.4055265188
COCO-20i,47,2,confidence_only,211_class-14,0.9453554153,0.9453284740,1,0,0,0.9453554153
COCO-20i,47,2,confidence_only,212_class-2,0.4238607883,0.4238607883,0,0,1,0.4238607883
COCO-20i,47,2,confidence_only,213_class-70,0.6774441004,0.4491864443,4,0,0,0.7434293032
COCO-20i,47,2,confidence_only,214_class-62,0.2509410381,0.2509410381,0,1,1,0.4335579276
COCO-20i,47,2,confidence_only,215_class-54,0.6893515587,0.3863146901,2,0,0,0.6893515587
COCO-20i,47,2,confidence_only,216_class-34,0.5402951241,0.6096706390,3,0,1,0.6096706390
COCO-20i,47,2,confidence_only,217_class-62,0.4278316498,0.4273620844,4,0,0,0.4278316498
COCO-20i,47,2,confidence_only,218_class-22,0.5620945692,0.5620945692,0,1,1,0.9341597557
COCO-20i,47,2,confidence_only,219_class-6,0.9644325972,0.8403298855,2,0,0,0.9644325972
COCO-20i,47,2,confidence_only,220_class-58,0.2760586143,0.4658174515,5,0,1,0.4658174515
COCO-20i,47,2,confidence_only,221_class-34,0.4898560345,0.6407782435,1,0,1,0.6407782435
COCO-20i,47,2,confidence_only,222_class-26,0.8210670352,0.8210670352,0,1,1,0.8210670352
COCO-20i,47,2,confidence_only,223_class-78,0.2756429315,0.3467893004,2,0,1,0.3467893004
COCO-20i,47,2,confidence_only,224_class-62,0.9506742954,0.9506527781,5,0,0,0.9796374440
COCO-20i,47,2,confidence_only,225_class-38,0.5311414003,0.4741157591,3,0,0,0.6399573088
COCO-20i,47,2,confidence_only,226_class-74,0.9801183939,0.8090971708,1,0,0,0.9801183939
COCO-20i,47,2,confidence_only,227_class-6,0.9604406357,0.9604406357,0,0,1,0.9610375166
COCO-20i,47,2,confidence_only,228_class-6,0.6718155742,0.4112969637,3,0,0,0.6718155742
COCO-20i,47,2,confidence_only,229_class-2,0.2924194336,0.4304516315,2,0,1,0.4304516315
COCO-20i,47,2,confidence_only,230_class-22,0.2483955920,0.2483955920,0,1,1,0.2490645647
COCO-20i,47,2,confidence_only,231_class-26,0.4790104628,0.4790104628,0,0,1,0.5716513991
