generator,benchmark,seed,fold,obj_name,proposal_iter,proposal_nonbaseline,baseline_miou,proposal_miou,proposal_delta_miou,support_margin,foreground_margin,gate_margin,proposal_degraded,source_file
PerSAM-F-compatible,FSS-1000,44,0,600_class-820,1,1,0.9196322560310364,0.9189314246177673,-0.000700831413269043,1.1920928955078125e-07,0.0007570981979370117,1.1920928955078125e-07,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,601_class-820,1,1,0.9524446129798889,0.9519268274307251,-0.0005177855491638184,-0.0005766749382019043,0.022558271884918213,-0.0005766749382019043,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,602_class-820,5,1,0.9533737897872925,0.9530321359634399,-0.00034165382385253906,0.00015079975128173828,0.0004143714904785156,0.00015079975128173828,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,603_class-820,3,1,0.9623268842697144,0.9620048999786377,-0.00032198429107666016,-4.863739013671875e-05,6.92605972290039e-05,-4.863739013671875e-05,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,604_class-820,1,1,0.9468332529067993,0.9440385103225708,-0.0027947425842285156,-0.0017158985137939453,0.015660583972930908,-0.0017158985137939453,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,605_class-820,4,1,0.9499852657318115,0.9504522681236267,0.00046700239181518555,6.282329559326172e-05,-0.00022584199905395508,-0.00022584199905395508,0,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,606_class-820,3,1,0.956032395362854,0.9558988809585571,-0.000133514404296875,-3.993511199951172e-05,0.00010073184967041016,-3.993511199951172e-05,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,607_class-820,0,0,0.9005628824234009,0.9005628824234009,0.0,nan,nan,nan,0,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,608_class-820,2,1,0.9566502571105957,0.9537932872772217,-0.0028569698333740234,2.6047229766845703e-05,0.0018728375434875488,2.6047229766845703e-05,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,609_class-820,3,1,0.9483197331428528,0.9481511116027832,-0.00016862154006958008,7.289648056030273e-05,0.001049637794494629,7.289648056030273e-05,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,610_class-821,5,1,0.9813303351402283,0.9812641739845276,-6.61611557006836e-05,1.150369644165039e-05,2.6702880859375e-05,1.150369644165039e-05,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,611_class-821,0,0,0.9925405979156494,0.9925405979156494,0.0,nan,nan,nan,0,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,612_class-821,2,1,0.8152767419815063,0.8191403150558472,0.0038635730743408203,0.0035079121589660645,-0.002835988998413086,-0.002835988998413086,0,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,613_class-821,1,1,0.7761614322662354,0.7757551670074463,-0.0004062652587890625,0.00015610456466674805,0.00011289119720458984,0.00011289119720458984,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,614_class-821,4,1,0.582625150680542,0.5820473432540894,-0.0005778074264526367,0.000794827938079834,0.02002084255218506,0.000794827938079834,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,615_class-821,3,1,0.9863521456718445,0.9866616725921631,0.0003095269203186035,1.71661376953125e-05,0.0006524920463562012,1.71661376953125e-05,0,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
PerSAM-F-compatible,FSS-1000,44,0,616_class-821,4,1,0.9815519452095032,0.10062610357999802,-0.8809258416295052,0.10016077756881714,-0.10074108839035034,-0.10074108839035034,1,E:\PR-MaGIC-main\PR-MaGIC-main\results\multicriteria\fss_f0_s44_full\0\csvs\selector_original_candidates.csv
