sample_id,seed,obj_name,baseline_miou,original_miou,support_fg_miou,original_iter,support_fg_iter,support_fg_fallback,original_non_degraded,support_fg_non_degraded,delta_support_fg_vs_original,delta_original_vs_baseline,delta_support_fg_vs_baseline
seed44:67_class-56,44,67_class-56,0.41260937,0.41260007,0.41260007,1,1,0,0,0,0.00000000,-0.00000930,-0.00000930
seed44:68_class-0,44,68_class-0,0.31767845,0.31847912,0.31847912,4,4,0,1,1,0.00000000,0.00080067,0.00080067
seed44:69_class-36,44,69_class-36,0.63032824,0.70524001,0.70524001,5,5,0,1,1,0.00000000,0.07491177,0.07491177
seed44:70_class-0,44,70_class-0,0.23975119,0.23976611,0.23975119,3,0,1,1,1,-0.00001492,0.00001492,0.00000000
seed44:71_class-32,44,71_class-32,0.40763137,0.38445219,0.40763137,5,0,1,0,1,0.02317917,-0.02317917,0.00000000
seed44:72_class-72,44,72_class-72,0.43518814,0.43518814,0.43518814,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:73_class-32,44,73_class-32,0.94730800,0.95304036,0.95304036,1,1,0,1,1,0.00000000,0.00573236,0.00573236
seed44:74_class-20,44,74_class-20,0.89571822,0.89598697,0.89598697,4,4,0,1,1,0.00000000,0.00026876,0.00026876
seed44:75_class-24,44,75_class-24,0.47152695,0.47152695,0.47152695,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:76_class-0,44,76_class-0,0.19033326,0.19007796,0.19007796,4,4,0,0,0,0.00000000,-0.00025530,-0.00025530
seed44:77_class-0,44,77_class-0,0.32544127,0.32509032,0.32544127,1,0,1,0,1,0.00035095,-0.00035095,0.00000000
seed44:78_class-44,44,78_class-44,0.45018250,0.43593192,0.43593192,3,3,0,0,0,0.00000000,-0.01425058,-0.01425058
seed44:79_class-36,44,79_class-36,0.35562411,0.46640900,0.46640900,4,4,0,1,1,0.00000000,0.11078489,0.11078489
seed44:80_class-56,44,80_class-56,0.31806883,0.35723415,0.35723415,1,1,0,1,1,0.00000000,0.03916532,0.03916532
seed44:81_class-52,44,81_class-52,0.12933710,0.12933710,0.12933710,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:82_class-32,44,82_class-32,0.45508495,0.44887152,0.44887152,2,2,0,0,0,0.00000000,-0.00621343,-0.00621343
seed44:83_class-28,44,83_class-28,0.35373303,0.43927491,0.43927491,1,1,0,1,1,0.00000000,0.08554187,0.08554187
seed44:84_class-44,44,84_class-44,0.48156521,0.39500752,0.39500752,1,1,0,0,0,0.00000000,-0.08655769,-0.08655769
seed44:85_class-60,44,85_class-60,0.53620374,0.44654065,0.44654065,5,5,0,0,0,0.00000000,-0.08966309,-0.08966309
seed44:86_class-72,44,86_class-72,0.94881892,0.71368420,0.94881892,3,0,1,0,1,0.23513472,-0.23513472,0.00000000
seed44:87_class-56,44,87_class-56,0.54495883,0.46454659,0.46454659,2,2,0,0,0,0.00000000,-0.08041224,-0.08041224
seed44:88_class-44,44,88_class-44,0.30927348,0.42015561,0.42015561,5,5,0,1,1,0.00000000,0.11088213,0.11088213
seed44:89_class-4,44,89_class-4,0.91067410,0.90977561,0.91067410,4,0,1,0,1,0.00089848,-0.00089848,0.00000000
seed44:90_class-20,44,90_class-20,0.63485229,0.93039036,0.93039036,4,4,0,1,1,0.00000000,0.29553807,0.29553807
seed44:91_class-76,44,91_class-76,0.41660643,0.42556947,0.42556947,1,1,0,1,1,0.00000000,0.00896305,0.00896305
seed44:92_class-28,44,92_class-28,0.34168866,0.34168866,0.34168866,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:93_class-64,44,93_class-64,0.73395199,0.73395199,0.73395199,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:94_class-32,44,94_class-32,0.44835162,0.46972132,0.44835162,5,0,1,1,1,-0.02136970,0.02136970,0.00000000
seed44:95_class-32,44,95_class-32,0.47943529,0.47943157,0.47943529,3,0,1,0,1,0.00000373,-0.00000373,0.00000000
seed44:96_class-48,44,96_class-48,0.38954026,0.39955613,0.39955613,5,5,0,1,1,0.00000000,0.01001588,0.01001588
seed44:97_class-28,44,97_class-28,0.94331193,0.28355131,0.28355131,5,5,0,0,0,0.00000000,-0.65976062,-0.65976062
seed44:98_class-24,44,98_class-24,0.47391400,0.80455232,0.80455232,2,2,0,1,1,0.00000000,0.33063832,0.33063832
seed44:99_class-48,44,99_class-48,0.93997264,0.46897244,0.46897244,2,2,0,0,0,0.00000000,-0.47100019,-0.47100019
seed44:100_class-44,44,100_class-44,0.22345559,0.43501142,0.43501142,3,3,0,1,1,0.00000000,0.21155582,0.21155582
seed44:101_class-64,44,101_class-64,0.97045916,0.97057259,0.97045916,2,0,1,1,1,-0.00011343,0.00011343,0.00000000
seed44:102_class-40,44,102_class-40,0.59228504,0.43971875,0.43971875,4,4,0,0,0,0.00000000,-0.15256628,-0.15256628
seed44:103_class-48,44,103_class-48,0.08502167,0.32266322,0.32266322,3,3,0,1,1,0.00000000,0.23764155,0.23764155
seed44:104_class-4,44,104_class-4,0.71897399,0.74283499,0.71897399,4,0,1,1,1,-0.02386099,0.02386099,0.00000000
seed44:105_class-4,44,105_class-4,0.49588692,0.49568653,0.49588692,4,0,1,0,1,0.00020039,-0.00020039,0.00000000
seed44:106_class-20,44,106_class-20,0.76426005,0.74976611,0.76426005,2,0,1,0,1,0.01449394,-0.01449394,0.00000000
seed44:107_class-12,44,107_class-12,0.36748287,0.36839518,0.36839518,3,3,0,1,1,0.00000000,0.00091231,0.00091231
seed44:108_class-28,44,108_class-28,0.40390909,0.42580611,0.40390909,2,0,1,1,1,-0.02189702,0.02189702,0.00000000
seed44:109_class-52,44,109_class-52,0.62622207,0.61565292,0.61565292,2,2,0,0,0,0.00000000,-0.01056916,-0.01056916
seed44:110_class-60,44,110_class-60,0.58912396,0.59092712,0.59092712,5,5,0,1,1,0.00000000,0.00180316,0.00180316
seed44:111_class-56,44,111_class-56,0.34186515,0.36710802,0.36710802,3,3,0,1,1,0.00000000,0.02524287,0.02524287
seed44:112_class-4,44,112_class-4,0.12018483,0.12018483,0.12018483,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:113_class-28,44,113_class-28,0.90858769,0.55649054,0.55649054,4,4,0,0,0,0.00000000,-0.35209715,-0.35209715
seed44:114_class-52,44,114_class-52,0.80523235,0.66544271,0.66544271,2,2,0,0,0,0.00000000,-0.13978964,-0.13978964
seed44:115_class-4,44,115_class-4,0.88959610,0.74409270,0.88959610,2,0,1,0,1,0.14550340,-0.14550340,0.00000000
seed44:116_class-20,44,116_class-20,0.80538082,0.80594611,0.80594611,2,2,0,1,1,0.00000000,0.00056529,0.00056529
seed44:117_class-0,44,117_class-0,0.33321178,0.33321178,0.33321178,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:118_class-24,44,118_class-24,0.33685893,0.42115349,0.33685893,3,0,1,1,1,-0.08429456,0.08429456,0.00000000
seed44:119_class-48,44,119_class-48,0.30071434,0.35249737,0.30071434,3,0,1,1,1,-0.05178303,0.05178303,0.00000000
seed44:120_class-8,44,120_class-8,0.31284469,0.31284469,0.31284469,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:121_class-44,44,121_class-44,0.68515760,0.94270432,0.94270432,3,3,0,1,1,0.00000000,0.25754672,0.25754672
seed44:122_class-60,44,122_class-60,0.57620716,0.63389790,0.63389790,1,1,0,1,1,0.00000000,0.05769074,0.05769074
seed44:123_class-72,44,123_class-72,0.24142362,0.48515972,0.48515972,2,2,0,1,1,0.00000000,0.24373610,0.24373610
seed44:124_class-8,44,124_class-8,0.33701450,0.95193821,0.95193821,4,4,0,1,1,0.00000000,0.61492372,0.61492372
seed44:125_class-36,44,125_class-36,0.48214483,0.49596316,0.49596316,1,1,0,1,1,0.00000000,0.01381832,0.01381832
seed44:126_class-44,44,126_class-44,0.40165994,0.36503443,0.40165994,1,0,1,0,1,0.03662550,-0.03662550,0.00000000
seed44:127_class-40,44,127_class-40,0.42680117,0.48506841,0.48506841,3,3,0,1,1,0.00000000,0.05826724,0.05826724
seed44:128_class-32,44,128_class-32,0.93890297,0.94184113,0.94184113,1,1,0,1,1,0.00000000,0.00293815,0.00293815
seed44:129_class-0,44,129_class-0,0.68022174,0.68022174,0.68022174,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:130_class-68,44,130_class-68,0.44926098,0.44911003,0.44911003,3,3,0,0,0,0.00000000,-0.00015095,-0.00015095
seed44:131_class-24,44,131_class-24,0.93339580,0.93339580,0.93339580,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:132_class-44,44,132_class-44,0.61747688,0.94452357,0.94452357,2,2,0,1,1,0.00000000,0.32704669,0.32704669
seed44:133_class-20,44,133_class-20,0.30546248,0.30546248,0.30546248,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:134_class-64,44,134_class-64,0.82779258,0.83877164,0.83877164,5,5,0,1,1,0.00000000,0.01097906,0.01097906
seed44:135_class-60,44,135_class-60,0.52993536,0.52556956,0.52993536,5,0,1,0,1,0.00436580,-0.00436580,0.00000000
seed44:136_class-68,44,136_class-68,0.47067019,0.46615100,0.46615100,1,1,0,0,0,0.00000000,-0.00451919,-0.00451919
seed44:137_class-56,44,137_class-56,0.44775847,0.43716377,0.43716377,1,1,0,0,0,0.00000000,-0.01059470,-0.01059470
seed44:138_class-56,44,138_class-56,0.45198902,0.45198902,0.45198902,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:139_class-36,44,139_class-36,0.89439201,0.84878880,0.89439201,5,0,1,0,1,0.04560322,-0.04560322,0.00000000
seed44:140_class-4,44,140_class-4,0.84229898,0.84247875,0.84229898,2,0,1,1,1,-0.00017977,0.00017977,0.00000000
seed44:141_class-60,44,141_class-60,0.30323416,0.30311731,0.30311731,1,1,0,0,0,0.00000000,-0.00011685,-0.00011685
seed44:142_class-76,44,142_class-76,0.41862956,0.45504317,0.45504317,1,1,0,1,1,0.00000000,0.03641361,0.03641361
seed44:143_class-16,44,143_class-16,0.33080962,0.33080962,0.33080962,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:144_class-60,44,144_class-60,0.32660758,0.40195167,0.40195167,2,2,0,1,1,0.00000000,0.07534409,0.07534409
seed44:145_class-24,44,145_class-24,0.44065949,0.44088554,0.44088554,5,5,0,1,1,0.00000000,0.00022605,0.00022605
seed44:146_class-4,44,146_class-4,0.15054853,0.95429003,0.95429003,2,2,0,1,1,0.00000000,0.80374150,0.80374150
seed44:147_class-36,44,147_class-36,0.46591601,0.46560994,0.46560994,1,1,0,0,0,0.00000000,-0.00030607,-0.00030607
seed44:148_class-12,44,148_class-12,0.03278542,0.03116616,0.03278542,3,0,1,0,1,0.00161926,-0.00161926,0.00000000
seed44:149_class-20,44,149_class-20,0.48160386,0.13744025,0.13744025,2,2,0,0,0,0.00000000,-0.34416361,-0.34416361
seed44:150_class-60,44,150_class-60,0.85059756,0.92538846,0.92538846,1,1,0,1,1,0.00000000,0.07479089,0.07479089
seed44:151_class-4,44,151_class-4,0.94774342,0.61115021,0.61115021,3,3,0,0,0,0.00000000,-0.33659321,-0.33659321
seed44:152_class-0,44,152_class-0,0.42923480,0.42923480,0.42923480,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:153_class-36,44,153_class-36,0.48662513,0.50054491,0.50054491,4,4,0,1,1,0.00000000,0.01391977,0.01391977
seed44:154_class-28,44,154_class-28,0.43816566,0.58254498,0.43816566,3,0,1,1,1,-0.14437932,0.14437932,0.00000000
seed44:155_class-48,44,155_class-48,0.65673721,0.32314026,0.32314026,3,3,0,0,0,0.00000000,-0.33359694,-0.33359694
seed44:156_class-48,44,156_class-48,0.57442081,0.60350919,0.57442081,5,0,1,1,1,-0.02908838,0.02908838,0.00000000
seed44:157_class-8,44,157_class-8,0.46069491,0.36311162,0.46069491,2,0,1,0,1,0.09758329,-0.09758329,0.00000000
seed44:158_class-4,44,158_class-4,0.95101523,0.95096099,0.95101523,1,0,1,0,1,0.00005424,-0.00005424,0.00000000
seed44:159_class-76,44,159_class-76,0.47544077,0.44097248,0.44097248,1,1,0,0,0,0.00000000,-0.03446829,-0.03446829
seed44:160_class-56,44,160_class-56,0.48238325,0.47955829,0.48238325,4,0,1,0,1,0.00282496,-0.00282496,0.00000000
seed44:161_class-24,44,161_class-24,0.13452779,0.38854945,0.13452779,4,0,1,1,1,-0.25402166,0.25402166,0.00000000
seed44:162_class-64,44,162_class-64,0.27654812,0.37703484,0.37703484,3,3,0,1,1,0.00000000,0.10048673,0.10048673
seed44:163_class-36,44,163_class-36,0.35675752,0.35675752,0.35675752,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:164_class-8,44,164_class-8,0.76548135,0.73210382,0.76548135,5,0,1,0,1,0.03337753,-0.03337753,0.00000000
seed44:165_class-36,44,165_class-36,0.83547390,0.96182644,0.96182644,4,4,0,1,1,0.00000000,0.12635255,0.12635255
seed44:166_class-48,44,166_class-48,0.55668944,0.57768697,0.57768697,4,4,0,1,1,0.00000000,0.02099752,0.02099752
seed44:167_class-52,44,167_class-52,0.80508792,0.62233466,0.80508792,1,0,1,0,1,0.18275326,-0.18275326,0.00000000
seed44:168_class-68,44,168_class-68,0.73855090,0.52001029,0.73855090,3,0,1,0,1,0.21854061,-0.21854061,0.00000000
seed44:169_class-40,44,169_class-40,0.75018358,0.63934243,0.63934243,2,2,0,0,0,0.00000000,-0.11084116,-0.11084116
seed44:170_class-76,44,170_class-76,0.49183407,0.46098188,0.46098188,2,2,0,0,0,0.00000000,-0.03085220,-0.03085220
seed44:171_class-0,44,171_class-0,0.88538766,0.90467900,0.90467900,3,3,0,1,1,0.00000000,0.01929134,0.01929134
seed44:172_class-76,44,172_class-76,0.45677042,0.36888292,0.45677042,1,0,1,0,1,0.08788750,-0.08788750,0.00000000
seed44:173_class-24,44,173_class-24,0.43016466,0.48473674,0.48473674,1,1,0,1,1,0.00000000,0.05457208,0.05457208
seed44:174_class-72,44,174_class-72,0.50334132,0.51211488,0.51211488,4,4,0,1,1,0.00000000,0.00877357,0.00877357
seed44:175_class-52,44,175_class-52,0.23615946,0.23618692,0.23615946,3,0,1,1,1,-0.00002746,0.00002746,0.00000000
seed44:176_class-24,44,176_class-24,0.40468723,0.44371358,0.44371358,2,2,0,1,1,0.00000000,0.03902635,0.03902635
seed44:177_class-16,44,177_class-16,0.96459746,0.96466208,0.96466208,4,4,0,1,1,0.00000000,0.00006461,0.00006461
seed44:178_class-48,44,178_class-48,0.41862637,0.41855183,0.41855183,2,2,0,0,0,0.00000000,-0.00007454,-0.00007454
seed44:179_class-4,44,179_class-4,0.83009374,0.50005347,0.83009374,3,0,1,0,1,0.33004028,-0.33004028,0.00000000
seed44:180_class-0,44,180_class-0,0.60685349,0.65487182,0.60685349,4,0,1,1,1,-0.04801834,0.04801834,0.00000000
seed44:181_class-16,44,181_class-16,0.69551516,0.69551516,0.69551516,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:182_class-68,44,182_class-68,0.46813631,0.47332329,0.46813631,5,0,1,1,1,-0.00518698,0.00518698,0.00000000
seed44:183_class-36,44,183_class-36,0.55900323,0.74709952,0.74709952,4,4,0,1,1,0.00000000,0.18809628,0.18809628
seed44:184_class-20,44,184_class-20,0.71442699,0.51781422,0.71442699,3,0,1,0,1,0.19661278,-0.19661278,0.00000000
seed44:185_class-16,44,185_class-16,0.52367616,0.50641805,0.50641805,5,5,0,0,0,0.00000000,-0.01725811,-0.01725811
seed44:186_class-72,44,186_class-72,0.45842940,0.44743481,0.45842940,5,0,1,0,1,0.01099458,-0.01099458,0.00000000
seed44:187_class-64,44,187_class-64,0.36291200,0.36291015,0.36291200,2,0,1,0,1,0.00000185,-0.00000185,0.00000000
seed44:188_class-24,44,188_class-24,0.22989123,0.47696257,0.47696257,4,4,0,1,1,0.00000000,0.24707134,0.24707134
seed44:189_class-76,44,189_class-76,0.68582231,0.54400057,0.54400057,5,5,0,0,0,0.00000000,-0.14182174,-0.14182174
seed44:190_class-4,44,190_class-4,0.95212412,0.95215487,0.95215487,2,2,0,1,1,0.00000000,0.00003076,0.00003076
seed44:191_class-24,44,191_class-24,0.48747969,0.48747969,0.48747969,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:192_class-4,44,192_class-4,0.86974823,0.86686528,0.86974823,5,0,1,0,1,0.00288296,-0.00288296,0.00000000
seed44:193_class-24,44,193_class-24,0.45116353,0.45116353,0.45116353,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:194_class-44,44,194_class-44,0.42646012,0.47536054,0.47536054,3,3,0,1,1,0.00000000,0.04890043,0.04890043
seed44:195_class-36,44,195_class-36,0.50235510,0.50613451,0.50235510,1,0,1,1,1,-0.00377941,0.00377941,0.00000000
seed44:196_class-64,44,196_class-64,0.39503363,0.25950158,0.39503363,1,0,1,0,1,0.13553205,-0.13553205,0.00000000
seed44:197_class-36,44,197_class-36,0.48403424,0.48404914,0.48404914,2,2,0,1,1,0.00000000,0.00001490,0.00001490
seed44:198_class-48,44,198_class-48,0.73635477,0.74061030,0.73635477,1,0,1,1,1,-0.00425553,0.00425553,0.00000000
seed44:199_class-12,44,199_class-12,0.90304661,0.48351634,0.48351634,3,3,0,0,0,0.00000000,-0.41953027,-0.41953027
seed44:200_class-12,44,200_class-12,0.32467464,0.33548248,0.33548248,5,5,0,1,1,0.00000000,0.01080784,0.01080784
seed44:201_class-36,44,201_class-36,0.61803961,0.73984408,0.61803961,5,0,1,1,1,-0.12180448,0.12180448,0.00000000
seed44:202_class-64,44,202_class-64,0.96769524,0.96857709,0.96769524,3,0,1,1,1,-0.00088185,0.00088185,0.00000000
seed44:203_class-4,44,203_class-4,0.63018239,0.86567771,0.86567771,4,4,0,1,1,0.00000000,0.23549533,0.23549533
seed44:204_class-44,44,204_class-44,0.43343869,0.43884259,0.43884259,5,5,0,1,1,0.00000000,0.00540391,0.00540391
seed44:205_class-4,44,205_class-4,0.28513807,0.28515527,0.28515527,5,5,0,1,1,0.00000000,0.00001720,0.00001720
seed44:206_class-64,44,206_class-64,0.40535694,0.37439439,0.40535694,5,0,1,0,1,0.03096256,-0.03096256,0.00000000
seed44:207_class-52,44,207_class-52,0.37975326,0.24418293,0.37975326,3,0,1,0,1,0.13557033,-0.13557033,0.00000000
seed44:208_class-20,44,208_class-20,0.31823841,0.31824213,0.31823841,3,0,1,1,1,-0.00000373,0.00000373,0.00000000
seed44:209_class-28,44,209_class-28,0.91466790,0.33758768,0.33758768,2,2,0,0,0,0.00000000,-0.57708022,-0.57708022
seed44:210_class-48,44,210_class-48,0.39692125,0.39355406,0.39692125,3,0,1,0,1,0.00336719,-0.00336719,0.00000000
seed44:211_class-36,44,211_class-36,0.45160142,0.83778656,0.83778656,5,5,0,1,1,0.00000000,0.38618514,0.38618514
seed44:212_class-64,44,212_class-64,0.39172605,0.39172605,0.39172605,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:213_class-52,44,213_class-52,0.97179663,0.60077161,0.60077161,1,1,0,0,0,0.00000000,-0.37102503,-0.37102503
seed44:214_class-64,44,214_class-64,0.25975871,0.25962642,0.25962642,1,1,0,0,0,0.00000000,-0.00013229,-0.00013229
seed44:215_class-28,44,215_class-28,0.97844923,0.97846317,0.97844923,3,0,1,1,1,-0.00001395,0.00001395,0.00000000
seed44:216_class-40,44,216_class-40,0.35268387,0.40760234,0.40760234,1,1,0,1,1,0.00000000,0.05491847,0.05491847
seed44:217_class-20,44,217_class-20,0.96416831,0.96463025,0.96416831,2,0,1,1,1,-0.00046194,0.00046194,0.00000000
seed44:218_class-0,44,218_class-0,0.86429882,0.86381841,0.86429882,2,0,1,0,1,0.00048041,-0.00048041,0.00000000
seed44:219_class-24,44,219_class-24,0.44877833,0.60812396,0.60812396,4,4,0,1,1,0.00000000,0.15934563,0.15934563
seed44:220_class-64,44,220_class-64,0.96032059,0.96032059,0.96032059,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:221_class-16,44,221_class-16,0.40034539,0.40034539,0.40034539,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:222_class-40,44,222_class-40,0.54163361,0.60955369,0.60955369,5,5,0,1,1,0.00000000,0.06792009,0.06792009
seed44:223_class-12,44,223_class-12,0.96856928,0.96909040,0.96909040,5,5,0,1,1,0.00000000,0.00052112,0.00052112
seed44:224_class-76,44,224_class-76,0.66334987,0.66731250,0.66334987,2,0,1,1,1,-0.00396264,0.00396264,0.00000000
seed44:225_class-24,44,225_class-24,0.47885206,0.47893777,0.47885206,1,0,1,1,1,-0.00008571,0.00008571,0.00000000
seed44:226_class-28,44,226_class-28,0.93869865,0.93869865,0.93869865,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:227_class-48,44,227_class-48,0.95778817,0.96922582,0.96922582,1,1,0,1,1,0.00000000,0.01143765,0.01143765
seed44:228_class-20,44,228_class-20,0.75723255,0.17820370,0.17820370,5,5,0,0,0,0.00000000,-0.57902884,-0.57902884
seed44:229_class-56,44,229_class-56,0.42166370,0.45613766,0.45613766,1,1,0,1,1,0.00000000,0.03447396,0.03447396
seed44:230_class-64,44,230_class-64,0.63244373,0.68149996,0.63244373,5,0,1,1,1,-0.04905623,0.04905623,0.00000000
seed44:231_class-72,44,231_class-72,0.29809844,0.33214006,0.33214006,4,4,0,1,1,0.00000000,0.03404161,0.03404161
seed44:232_class-32,44,232_class-32,0.46609697,0.92925847,0.92925847,2,2,0,1,1,0.00000000,0.46316150,0.46316150
seed44:233_class-20,44,233_class-20,0.90750551,0.90751243,0.90750551,5,0,1,1,1,-0.00000691,0.00000691,0.00000000
seed44:234_class-0,44,234_class-0,0.94544291,0.94522530,0.94544291,3,0,1,0,1,0.00021762,-0.00021762,0.00000000
seed44:235_class-68,44,235_class-68,0.45727739,0.39719307,0.45727739,5,0,1,0,1,0.06008431,-0.06008431,0.00000000
seed44:236_class-28,44,236_class-28,0.73197746,0.97075164,0.97075164,5,5,0,1,1,0.00000000,0.23877418,0.23877418
seed44:237_class-0,44,237_class-0,0.86357486,0.86745048,0.86745048,2,2,0,1,1,0.00000000,0.00387561,0.00387561
seed44:238_class-44,44,238_class-44,0.53761363,0.43708539,0.43708539,2,2,0,0,0,0.00000000,-0.10052824,-0.10052824
seed44:239_class-12,44,239_class-12,0.35919410,0.70130885,0.70130885,5,5,0,1,1,0.00000000,0.34211475,0.34211475
seed44:240_class-56,44,240_class-56,0.37488741,0.47456619,0.47456619,4,4,0,1,1,0.00000000,0.09967878,0.09967878
seed44:241_class-64,44,241_class-64,0.44096890,0.60337681,0.44096890,1,0,1,1,1,-0.16240790,0.16240790,0.00000000
seed44:242_class-0,44,242_class-0,0.88003141,0.87921828,0.87921828,5,5,0,0,0,0.00000000,-0.00081313,-0.00081313
seed44:243_class-48,44,243_class-48,0.39837632,0.09987279,0.09987279,3,3,0,0,0,0.00000000,-0.29850353,-0.29850353
seed44:244_class-32,44,244_class-32,0.86871314,0.82897502,0.82897502,3,3,0,0,0,0.00000000,-0.03973812,-0.03973812
seed44:245_class-60,44,245_class-60,0.14637364,0.13697568,0.13697568,5,5,0,0,0,0.00000000,-0.00939797,-0.00939797
seed44:246_class-4,44,246_class-4,0.13277580,0.90006852,0.13277580,3,0,1,1,1,-0.76729272,0.76729272,0.00000000
seed44:247_class-8,44,247_class-8,0.93436360,0.93035281,0.93035281,1,1,0,0,0,0.00000000,-0.00401080,-0.00401080
seed44:248_class-44,44,248_class-44,0.38276488,0.39512679,0.39512679,1,1,0,1,1,0.00000000,0.01236191,0.01236191
seed44:249_class-8,44,249_class-8,0.83907354,0.84418797,0.83907354,2,0,1,1,1,-0.00511444,0.00511444,0.00000000
seed44:250_class-72,44,250_class-72,0.48017880,0.48017880,0.48017880,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:251_class-8,44,251_class-8,0.36653668,0.45551646,0.45551646,1,1,0,1,1,0.00000000,0.08897978,0.08897978
seed44:252_class-56,44,252_class-56,0.36843538,0.48851016,0.48851016,5,5,0,1,1,0.00000000,0.12007478,0.12007478
seed44:253_class-72,44,253_class-72,0.39384848,0.40178293,0.40178293,5,5,0,1,1,0.00000000,0.00793445,0.00793445
seed44:254_class-64,44,254_class-64,0.47066048,0.46276301,0.47066048,1,0,1,0,1,0.00789747,-0.00789747,0.00000000
seed44:255_class-20,44,255_class-20,0.95355248,0.95444441,0.95444441,3,3,0,1,1,0.00000000,0.00089192,0.00089192
seed44:256_class-32,44,256_class-32,0.45985612,0.48218945,0.48218945,2,2,0,1,1,0.00000000,0.02233332,0.02233332
seed44:257_class-48,44,257_class-48,0.18566695,0.63366354,0.18566695,4,0,1,1,1,-0.44799659,0.44799659,0.00000000
seed44:258_class-68,44,258_class-68,0.42186499,0.42186499,0.42186499,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:259_class-64,44,259_class-64,0.26636702,0.16899160,0.16899160,4,4,0,0,0,0.00000000,-0.09737542,-0.09737542
seed44:260_class-52,44,260_class-52,0.69956684,0.69235051,0.69235051,2,2,0,0,0,0.00000000,-0.00721633,-0.00721633
seed44:261_class-8,44,261_class-8,0.06953160,0.06953160,0.06953160,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:262_class-44,44,262_class-44,0.54002732,0.47224811,0.47224811,4,4,0,0,0,0.00000000,-0.06777921,-0.06777921
seed44:263_class-44,44,263_class-44,0.61425108,0.64282489,0.61425108,4,0,1,1,1,-0.02857381,0.02857381,0.00000000
seed44:264_class-68,44,264_class-68,0.57508492,0.33752322,0.33752322,2,2,0,0,0,0.00000000,-0.23756170,-0.23756170
seed44:265_class-24,44,265_class-24,0.48758033,0.48763993,0.48763993,5,5,0,1,1,0.00000000,0.00005960,0.00005960
seed44:266_class-20,44,266_class-20,0.63004434,0.69084620,0.69084620,5,5,0,1,1,0.00000000,0.06080186,0.06080186
seed44:267_class-12,44,267_class-12,0.70246649,0.70123434,0.70123434,1,1,0,0,0,0.00000000,-0.00123215,-0.00123215
seed44:268_class-56,44,268_class-56,0.57121599,0.41354296,0.57121599,2,0,1,0,1,0.15767303,-0.15767303,0.00000000
seed44:269_class-52,44,269_class-52,0.45452327,0.45432016,0.45452327,4,0,1,0,1,0.00020310,-0.00020310,0.00000000
seed44:270_class-4,44,270_class-4,0.43561491,0.43561491,0.43561491,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:271_class-72,44,271_class-72,0.90798658,0.91501427,0.90798658,1,0,1,1,1,-0.00702769,0.00702769,0.00000000
seed44:272_class-16,44,272_class-16,0.93059671,0.93034673,0.93059671,1,0,1,0,1,0.00024998,-0.00024998,0.00000000
seed44:273_class-40,44,273_class-40,0.52845448,0.45825717,0.52845448,5,0,1,0,1,0.07019731,-0.07019731,0.00000000
seed44:274_class-48,44,274_class-48,0.45717424,0.48702687,0.48702687,1,1,0,1,1,0.00000000,0.02985263,0.02985263
seed44:275_class-16,44,275_class-16,0.54633337,0.86958426,0.54633337,1,0,1,1,1,-0.32325089,0.32325089,0.00000000
seed44:276_class-20,44,276_class-20,0.84367597,0.83030236,0.83030236,5,5,0,0,0,0.00000000,-0.01337361,-0.01337361
seed44:277_class-44,44,277_class-44,0.46532550,0.80308235,0.46532550,1,0,1,1,1,-0.33775684,0.33775684,0.00000000
seed44:278_class-24,44,278_class-24,0.43469089,0.43469089,0.43469089,0,0,0,1,1,0.00000000,0.00000000,0.00000000
seed44:279_class-60,44,279_class-60,0.29278210,0.26631546,0.29278210,4,0,1,0,1,0.02646664,-0.02646664,0.00000000
seed44:280_class-68,44,280_class-68,0.46954986,0.44869822,0.46954986,3,0,1,0,1,0.02085164,-0.02085164,0.00000000
