fold,sample_id,obj_name,baseline_miou,original_miou,original_iter,original_non_degraded,support_fg_miou,support_fg_iter,support_fg_fallback,support_fg_non_degraded,support_fg_delta_vs_original,support_fg_delta_vs_baseline,support_fg_ndr_delta_vs_original,support_decoder_fg_miou,support_decoder_fg_iter,support_decoder_fg_fallback,support_decoder_fg_non_degraded,support_decoder_fg_delta_vs_original,support_decoder_fg_delta_vs_baseline,support_decoder_fg_ndr_delta_vs_original
0,fold0:188_class-1,188_class-1,0.46152478,0.42698842,2,0,0.46152478,0,1,1,0.03453636,0.00000000,1,0.46152478,0,1,1,0.03453636,0.00000000,1
0,fold0:189_class-2,189_class-2,0.99428546,0.96122748,2,0,0.96122748,2,0,0,0.00000000,-0.03305799,0,0.96122748,2,0,0,0.00000000,-0.03305799,0
0,fold0:190_class-2,190_class-2,0.99465728,0.96396345,4,0,0.96396345,4,0,0,0.00000000,-0.03069383,0,0.99465728,0,1,1,0.03069383,0.00000000,1
0,fold0:191_class-2,191_class-2,0.98760056,0.93684018,3,0,0.98760056,0,1,1,0.05076039,0.00000000,1,0.98760056,0,1,1,0.05076039,0.00000000,1
0,fold0:192_class-3,192_class-3,0.97147822,0.87375093,2,0,0.97147822,0,1,1,0.09772730,0.00000000,1,0.97147822,0,1,1,0.09772730,0.00000000,1
0,fold0:193_class-4,193_class-4,0.99772465,0.97227126,2,0,0.97227126,2,0,0,0.00000000,-0.02545339,0,0.97227126,2,0,0,0.00000000,-0.02545339,0
0,fold0:194_class-2,194_class-2,0.87598360,0.85877597,5,0,0.87598360,0,1,1,0.01720762,0.00000000,1,0.87598360,0,1,1,0.01720762,0.00000000,1
0,fold0:195_class-0,195_class-0,0.99378181,0.99378181,0,1,0.99378181,0,0,1,0.00000000,0.00000000,0,0.99378181,0,0,1,0.00000000,0.00000000,0
0,fold0:196_class-3,196_class-3,0.62530375,0.46875793,4,0,0.46875793,4,0,0,0.00000000,-0.15654582,0,0.46875793,4,0,0,0.00000000,-0.15654582,0
0,fold0:197_class-0,197_class-0,0.99930680,0.34745145,3,0,0.99930680,0,1,1,0.65185535,0.00000000,1,0.99930680,0,1,1,0.65185535,0.00000000,1
0,fold0:198_class-2,198_class-2,0.36670732,0.36193347,4,0,0.36193347,4,0,0,0.00000000,-0.00477386,0,0.36193347,4,0,0,0.00000000,-0.00477386,0
0,fold0:199_class-1,199_class-1,0.05885170,0.69517541,4,1,0.69517541,4,0,1,0.00000000,0.63632371,0,0.69517541,4,0,1,0.00000000,0.63632371,0
0,fold0:200_class-2,200_class-2,0.93145174,0.93145174,0,1,0.93145174,0,0,1,0.00000000,0.00000000,0,0.93145174,0,0,1,0.00000000,0.00000000,0
0,fold0:201_class-2,201_class-2,0.87467921,0.92912328,3,1,0.87467921,0,1,1,-0.05444407,0.00000000,0,0.87467921,0,1,1,-0.05444407,0.00000000,0
0,fold0:202_class-3,202_class-3,0.58325016,0.58325016,0,1,0.58325016,0,0,1,0.00000000,0.00000000,0,0.58325016,0,0,1,0.00000000,0.00000000,0
0,fold0:203_class-4,203_class-4,0.86814225,0.86814225,0,1,0.86814225,0,0,1,0.00000000,0.00000000,0,0.86814225,0,0,1,0.00000000,0.00000000,0
0,fold0:204_class-4,204_class-4,0.46638286,0.40038186,4,0,0.40038186,4,0,0,0.00000000,-0.06600100,0,0.40038186,4,0,0,0.00000000,-0.06600100,0
0,fold0:205_class-2,205_class-2,0.73791397,0.81892824,5,1,0.81892824,5,0,1,0.00000000,0.08101428,0,0.81892824,5,0,1,0.00000000,0.08101428,0
0,fold0:206_class-2,206_class-2,0.99881458,0.92707253,3,0,0.92707253,3,0,0,0.00000000,-0.07174206,0,0.92707253,3,0,0,0.00000000,-0.07174206,0
0,fold0:207_class-2,207_class-2,0.42935771,0.40873253,3,0,0.40873253,3,0,0,0.00000000,-0.02062517,0,0.40873253,3,0,0,0.00000000,-0.02062517,0
0,fold0:208_class-4,208_class-4,0.37278596,0.37278596,0,1,0.37278596,0,0,1,0.00000000,0.00000000,0,0.37278596,0,0,1,0.00000000,0.00000000,0
0,fold0:209_class-3,209_class-3,0.44446748,0.87659860,1,1,0.87659860,1,0,1,0.00000000,0.43213111,0,0.87659860,1,0,1,0.00000000,0.43213111,0
0,fold0:210_class-0,210_class-0,0.76540005,0.73772764,2,0,0.73772764,2,0,0,0.00000000,-0.02767241,0,0.73772764,2,0,0,0.00000000,-0.02767241,0
0,fold0:211_class-1,211_class-1,0.38686204,0.58704078,5,1,0.58704078,5,0,1,0.00000000,0.20017874,0,0.38686204,0,1,1,-0.20017874,0.00000000,0
0,fold0:212_class-1,212_class-1,0.32633260,0.45025799,2,1,0.45025799,2,0,1,0.00000000,0.12392539,0,0.45025799,2,0,1,0.00000000,0.12392539,0
0,fold0:213_class-2,213_class-2,0.02014059,0.02014059,0,1,0.02014059,0,0,1,0.00000000,0.00000000,0,0.02014059,0,0,1,0.00000000,0.00000000,0
0,fold0:214_class-2,214_class-2,0.69418097,0.80662912,3,1,0.80662912,3,0,1,0.00000000,0.11244816,0,0.80662912,3,0,1,0.00000000,0.11244816,0
0,fold0:215_class-0,215_class-0,0.93700862,0.90721238,1,0,0.93700862,0,1,1,0.02979624,0.00000000,1,0.93700862,0,1,1,0.02979624,0.00000000,1
0,fold0:216_class-4,216_class-4,0.44105425,0.44105425,0,1,0.44105425,0,0,1,0.00000000,0.00000000,0,0.44105425,0,0,1,0.00000000,0.00000000,0
0,fold0:217_class-2,217_class-2,0.99794155,0.96203542,5,0,0.99794155,0,1,1,0.03590614,0.00000000,1,0.99794155,0,1,1,0.03590614,0.00000000,1
0,fold0:218_class-1,218_class-1,0.39286765,0.47147352,4,1,0.47147352,4,0,1,0.00000000,0.07860586,0,0.47147352,4,0,1,0.00000000,0.07860586,0
0,fold0:219_class-0,219_class-0,0.99246913,0.88659567,4,0,0.99246913,0,1,1,0.10587347,0.00000000,1,0.99246913,0,1,1,0.10587347,0.00000000,1
0,fold0:220_class-4,220_class-4,0.55729848,0.55729848,0,1,0.55729848,0,0,1,0.00000000,0.00000000,0,0.55729848,0,0,1,0.00000000,0.00000000,0
0,fold0:221_class-2,221_class-2,0.97421753,0.92934000,4,0,0.97421753,0,1,1,0.04487753,0.00000000,1,0.97421753,0,1,1,0.04487753,0.00000000,1
0,fold0:222_class-2,222_class-2,0.96425140,0.86420751,2,0,0.96425140,0,1,1,0.10004389,0.00000000,1,0.96425140,0,1,1,0.10004389,0.00000000,1
0,fold0:223_class-4,223_class-4,0.31986812,0.30790922,2,0,0.30790922,2,0,0,0.00000000,-0.01195890,0,0.30790922,2,0,0,0.00000000,-0.01195890,0
0,fold0:224_class-1,224_class-1,0.47513986,0.85883713,3,1,0.85883713,3,0,1,0.00000000,0.38369727,0,0.85883713,3,0,1,0.00000000,0.38369727,0
0,fold0:225_class-1,225_class-1,0.84426475,0.84426475,0,1,0.84426475,0,0,1,0.00000000,0.00000000,0,0.84426475,0,0,1,0.00000000,0.00000000,0
0,fold0:226_class-3,226_class-3,0.45732242,0.46087193,5,1,0.45732242,0,1,1,-0.00354952,0.00000000,0,0.45732242,0,1,1,-0.00354952,0.00000000,0
0,fold0:227_class-0,227_class-0,0.91037804,0.86525589,1,0,0.91037804,0,1,1,0.04512215,0.00000000,1,0.91037804,0,1,1,0.04512215,0.00000000,1
0,fold0:228_class-2,228_class-2,0.77077466,0.83353215,5,1,0.77077466,0,1,1,-0.06275749,0.00000000,0,0.77077466,0,1,1,-0.06275749,0.00000000,0
0,fold0:229_class-3,229_class-3,0.94388008,0.92053270,4,0,0.94388008,0,1,1,0.02334738,0.00000000,1,0.94388008,0,1,1,0.02334738,0.00000000,1
0,fold0:230_class-1,230_class-1,0.60366523,0.54539686,2,0,0.60366523,0,1,1,0.05826837,0.00000000,1,0.60366523,0,1,1,0.05826837,0.00000000,1
0,fold0:231_class-4,231_class-4,0.98576248,0.96064961,5,0,0.98576248,0,1,1,0.02511287,0.00000000,1,0.98576248,0,1,1,0.02511287,0.00000000,1
0,fold0:232_class-0,232_class-0,0.86270404,0.95302439,1,1,0.86270404,0,1,1,-0.09032035,0.00000000,0,0.86270404,0,1,1,-0.09032035,0.00000000,0
0,fold0:233_class-0,233_class-0,0.99948859,0.95478082,3,0,0.99948859,0,1,1,0.04470778,0.00000000,1,0.99948859,0,1,1,0.04470778,0.00000000,1
0,fold0:234_class-2,234_class-2,0.66747415,0.65126210,3,0,0.65126210,3,0,0,0.00000000,-0.01621205,0,0.65126210,3,0,0,0.00000000,-0.01621205,0
0,fold0:235_class-3,235_class-3,0.40295026,0.86991197,1,1,0.86991197,1,0,1,0.00000000,0.46696171,0,0.86991197,1,0,1,0.00000000,0.46696171,0
0,fold0:236_class-2,236_class-2,0.03780748,0.86596859,5,1,0.86596859,5,0,1,0.00000000,0.82816110,0,0.03780748,0,1,1,-0.82816110,0.00000000,0
0,fold0:237_class-2,237_class-2,0.99913132,0.99913132,0,1,0.99913132,0,0,1,0.00000000,0.00000000,0,0.99913132,0,0,1,0.00000000,0.00000000,0
0,fold0:238_class-0,238_class-0,0.77634203,0.93067116,4,1,0.93067116,4,0,1,0.00000000,0.15432912,0,0.93067116,4,0,1,0.00000000,0.15432912,0
0,fold0:239_class-0,239_class-0,0.88728261,0.40835005,4,0,0.40835005,4,0,0,0.00000000,-0.47893256,0,0.40835005,4,0,0,0.00000000,-0.47893256,0
0,fold0:240_class-3,240_class-3,0.89675212,0.83282840,1,0,0.89675212,0,1,1,0.06392372,0.00000000,1,0.89675212,0,1,1,0.06392372,0.00000000,1
0,fold0:241_class-2,241_class-2,0.77063274,0.77063274,0,1,0.77063274,0,0,1,0.00000000,0.00000000,0,0.77063274,0,0,1,0.00000000,0.00000000,0
0,fold0:242_class-2,242_class-2,0.90512288,0.93074316,4,1,0.90512288,0,1,1,-0.02562028,0.00000000,0,0.90512288,0,1,1,-0.02562028,0.00000000,0
0,fold0:243_class-0,243_class-0,0.99773771,0.99773771,0,1,0.99773771,0,0,1,0.00000000,0.00000000,0,0.99773771,0,0,1,0.00000000,0.00000000,0
0,fold0:244_class-1,244_class-1,0.74566895,0.74566895,0,1,0.74566895,0,0,1,0.00000000,0.00000000,0,0.74566895,0,0,1,0.00000000,0.00000000,0
0,fold0:245_class-4,245_class-4,0.21476337,0.41979513,3,1,0.41979513,3,0,1,0.00000000,0.20503175,0,0.41979513,3,0,1,0.00000000,0.20503175,0
0,fold0:246_class-0,246_class-0,0.99908745,0.91737163,1,0,0.91737163,1,0,0,0.00000000,-0.08171582,0,0.91737163,1,0,0,0.00000000,-0.08171582,0
0,fold0:247_class-4,247_class-4,0.34055156,0.95008969,1,1,0.95008969,1,0,1,0.00000000,0.60953814,0,0.95008969,1,0,1,0.00000000,0.60953814,0
0,fold0:248_class-2,248_class-2,0.60980916,0.59951782,4,0,0.59951782,4,0,0,0.00000000,-0.01029134,0,0.60980916,0,1,1,0.01029134,0.00000000,1
0,fold0:249_class-4,249_class-4,0.43163124,0.43163124,0,1,0.43163124,0,0,1,0.00000000,0.00000000,0,0.43163124,0,0,1,0.00000000,0.00000000,0
0,fold0:250_class-1,250_class-1,0.53179497,0.51268232,2,0,0.51268232,2,0,0,0.00000000,-0.01911265,0,0.51268232,2,0,0,0.00000000,-0.01911265,0
0,fold0:251_class-2,251_class-2,0.38041788,0.38041788,0,1,0.38041788,0,0,1,0.00000000,0.00000000,0,0.38041788,0,0,1,0.00000000,0.00000000,0
0,fold0:252_class-0,252_class-0,0.60082436,0.94256866,1,1,0.60082436,0,1,1,-0.34174430,0.00000000,0,0.60082436,0,1,1,-0.34174430,0.00000000,0
0,fold0:253_class-3,253_class-3,0.11081366,0.11230142,4,1,0.11230142,4,0,1,0.00000000,0.00148775,0,0.11230142,4,0,1,0.00000000,0.00148775,0
0,fold0:254_class-0,254_class-0,0.98379529,0.94267392,5,0,0.94267392,5,0,0,0.00000000,-0.04112136,0,0.94267392,5,0,0,0.00000000,-0.04112136,0
0,fold0:255_class-0,255_class-0,0.99837667,0.95245510,2,0,0.99837667,0,1,1,0.04592156,0.00000000,1,0.99837667,0,1,1,0.04592156,0.00000000,1
0,fold0:256_class-1,256_class-1,0.46051484,0.46051484,0,1,0.46051484,0,0,1,0.00000000,0.00000000,0,0.46051484,0,0,1,0.00000000,0.00000000,0
0,fold0:257_class-3,257_class-3,0.36600050,0.36600050,0,1,0.36600050,0,0,1,0.00000000,0.00000000,0,0.36600050,0,0,1,0.00000000,0.00000000,0
0,fold0:258_class-1,258_class-1,0.41985029,0.36803576,5,0,0.41985029,0,1,1,0.05181453,0.00000000,1,0.41985029,0,1,1,0.05181453,0.00000000,1
0,fold0:259_class-0,259_class-0,0.71491230,0.91275269,1,1,0.71491230,0,1,1,-0.19784039,0.00000000,0,0.71491230,0,1,1,-0.19784039,0.00000000,0
0,fold0:260_class-0,260_class-0,0.27246767,0.74397659,4,1,0.74397659,4,0,1,0.00000000,0.47150892,0,0.74397659,4,0,1,0.00000000,0.47150892,0
0,fold0:261_class-0,261_class-0,0.84280968,0.76916432,3,0,0.76916432,3,0,0,0.00000000,-0.07364535,0,0.76916432,3,0,0,0.00000000,-0.07364535,0
0,fold0:262_class-2,262_class-2,0.65815353,0.51856869,3,0,0.65815353,0,1,1,0.13958484,0.00000000,1,0.65815353,0,1,1,0.13958484,0.00000000,1
0,fold0:263_class-2,263_class-2,0.97716886,0.97716886,0,1,0.97716886,0,0,1,0.00000000,0.00000000,0,0.97716886,0,0,1,0.00000000,0.00000000,0
0,fold0:264_class-0,264_class-0,0.99292189,0.94031858,3,0,0.94031858,3,0,0,0.00000000,-0.05260330,0,0.94031858,3,0,0,0.00000000,-0.05260330,0
0,fold0:265_class-2,265_class-2,0.66272229,0.97250533,4,1,0.66272229,0,1,1,-0.30978304,0.00000000,0,0.66272229,0,1,1,-0.30978304,0.00000000,0
0,fold0:266_class-4,266_class-4,0.99952477,0.49274653,3,0,0.49274653,3,0,0,0.00000000,-0.50677824,0,0.49274653,3,0,0,0.00000000,-0.50677824,0
0,fold0:267_class-2,267_class-2,0.99439335,0.99439335,0,1,0.99439335,0,0,1,0.00000000,0.00000000,0,0.99439335,0,0,1,0.00000000,0.00000000,0
0,fold0:268_class-0,268_class-0,0.99603486,0.95185554,3,0,0.95185554,3,0,0,0.00000000,-0.04417932,0,0.95185554,3,0,0,0.00000000,-0.04417932,0
0,fold0:269_class-3,269_class-3,0.89593923,0.89593923,0,1,0.89593923,0,0,1,0.00000000,0.00000000,0,0.89593923,0,0,1,0.00000000,0.00000000,0
0,fold0:270_class-0,270_class-0,0.99294829,0.99294829,0,1,0.99294829,0,0,1,0.00000000,0.00000000,0,0.99294829,0,0,1,0.00000000,0.00000000,0
0,fold0:271_class-2,271_class-2,0.99500346,0.47389317,4,0,0.47389317,4,0,0,0.00000000,-0.52111030,0,0.47389317,4,0,0,0.00000000,-0.52111030,0
0,fold0:272_class-4,272_class-4,0.39391470,0.20211840,1,0,0.39391470,0,1,1,0.19179630,0.00000000,1,0.39391470,0,1,1,0.19179630,0.00000000,1
0,fold0:273_class-2,273_class-2,0.33739266,0.41437644,3,1,0.41437644,3,0,1,0.00000000,0.07698378,0,0.33739266,0,1,1,-0.07698378,0.00000000,0
0,fold0:274_class-1,274_class-1,0.78016353,0.68786782,5,0,0.78016353,0,1,1,0.09229571,0.00000000,1,0.78016353,0,1,1,0.09229571,0.00000000,1
0,fold0:275_class-0,275_class-0,0.00058603,0.93608636,1,1,0.93608636,1,0,1,0.00000000,0.93550033,0,0.00058603,0,1,1,-0.93550033,0.00000000,0
0,fold0:276_class-3,276_class-3,0.22911963,0.22911963,0,1,0.22911963,0,0,1,0.00000000,0.00000000,0,0.22911963,0,0,1,0.00000000,0.00000000,0
0,fold0:277_class-4,277_class-4,0.31676608,0.32097936,5,1,0.32097936,5,0,1,0.00000000,0.00421327,0,0.32097936,5,0,1,0.00000000,0.00421327,0
0,fold0:278_class-3,278_class-3,0.98874152,0.79071319,3,0,0.79071319,3,0,0,0.00000000,-0.19802833,0,0.79071319,3,0,0,0.00000000,-0.19802833,0
0,fold0:279_class-0,279_class-0,0.88024646,0.88024646,0,1,0.88024646,0,0,1,0.00000000,0.00000000,0,0.88024646,0,0,1,0.00000000,0.00000000,0
0,fold0:280_class-0,280_class-0,0.99867606,0.94956863,4,0,0.94956863,4,0,0,0.00000000,-0.04910743,0,0.94956863,4,0,0,0.00000000,-0.04910743,0
0,fold0:281_class-4,281_class-4,0.57473099,0.57473099,0,1,0.57473099,0,0,1,0.00000000,0.00000000,0,0.57473099,0,0,1,0.00000000,0.00000000,0
0,fold0:282_class-4,282_class-4,0.88212276,0.39585382,5,0,0.39585382,5,0,0,0.00000000,-0.48626894,0,0.39585382,5,0,0,0.00000000,-0.48626894,0
0,fold0:283_class-4,283_class-4,0.49756455,0.48283252,5,0,0.49756455,0,1,1,0.01473203,0.00000000,1,0.49756455,0,1,1,0.01473203,0.00000000,1
0,fold0:284_class-2,284_class-2,0.76223028,0.93200582,1,1,0.76223028,0,1,1,-0.16977555,0.00000000,0,0.76223028,0,1,1,-0.16977555,0.00000000,0
0,fold0:285_class-2,285_class-2,0.99540752,0.93626547,4,0,0.99540752,0,1,1,0.05914205,0.00000000,1,0.99540752,0,1,1,0.05914205,0.00000000,1
0,fold0:286_class-3,286_class-3,0.70529091,0.93857187,5,1,0.70529091,0,1,1,-0.23328096,0.00000000,0,0.70529091,0,1,1,-0.23328096,0.00000000,0
0,fold0:287_class-3,287_class-3,0.90042341,0.45867330,1,0,0.90042341,0,1,1,0.44175011,0.00000000,1,0.90042341,0,1,1,0.44175011,0.00000000,1
0,fold0:288_class-4,288_class-4,0.74032587,0.31934077,1,0,0.74032587,0,1,1,0.42098510,0.00000000,1,0.74032587,0,1,1,0.42098510,0.00000000,1
0,fold0:289_class-2,289_class-2,0.54384679,0.52177048,2,0,0.54384679,0,1,1,0.02207631,0.00000000,1,0.54384679,0,1,1,0.02207631,0.00000000,1
0,fold0:290_class-3,290_class-3,0.76765192,0.53409165,2,0,0.76765192,0,1,1,0.23356026,0.00000000,1,0.76765192,0,1,1,0.23356026,0.00000000,1
0,fold0:291_class-3,291_class-3,0.58296525,0.49835128,4,0,0.49835128,4,0,0,0.00000000,-0.08461398,0,0.49835128,4,0,0,0.00000000,-0.08461398,0
0,fold0:292_class-2,292_class-2,0.97119117,0.70058680,1,0,0.70058680,1,0,0,0.00000000,-0.27060437,0,0.70058680,1,0,0,0.00000000,-0.27060437,0
0,fold0:293_class-4,293_class-4,0.95791429,0.95292568,1,0,0.95292568,1,0,0,0.00000000,-0.00498861,0,0.95292568,1,0,0,0.00000000,-0.00498861,0
0,fold0:294_class-2,294_class-2,0.69412768,0.92468393,5,1,0.92468393,5,0,1,0.00000000,0.23055625,0,0.69412768,0,1,1,-0.23055625,0.00000000,0
0,fold0:295_class-0,295_class-0,0.99514419,0.93356562,5,0,0.99514419,0,1,1,0.06157857,0.00000000,1,0.99514419,0,1,1,0.06157857,0.00000000,1
0,fold0:296_class-4,296_class-4,0.32932541,0.33719453,3,1,0.32932541,0,1,1,-0.00786912,0.00000000,0,0.32932541,0,1,1,-0.00786912,0.00000000,0
0,fold0:297_class-1,297_class-1,0.68256730,0.56633902,5,0,0.68256730,0,1,1,0.11622828,0.00000000,1,0.68256730,0,1,1,0.11622828,0.00000000,1
0,fold0:298_class-3,298_class-3,0.75296032,0.61283022,5,0,0.61283022,5,0,0,0.00000000,-0.14013010,0,0.61283022,5,0,0,0.00000000,-0.14013010,0
0,fold0:299_class-0,299_class-0,0.44857872,0.42722064,4,0,0.42722064,4,0,0,0.00000000,-0.02135807,0,0.44857872,0,1,1,0.02135807,0.00000000,1
1,fold1:0_class-8,0_class-8,0.46577278,0.46577278,0,1,0.46577278,0,0,1,0.00000000,0.00000000,0,0.46577278,0,0,1,0.00000000,0.00000000,0
1,fold1:1_class-9,1_class-9,0.03341489,0.26407629,1,1,0.26407629,1,0,1,0.00000000,0.23066141,0,0.26407629,1,0,1,0.00000000,0.23066141,0
1,fold1:2_class-9,2_class-9,0.96193027,0.93246686,1,0,0.96193027,0,1,1,0.02946341,0.00000000,1,0.96193027,0,1,1,0.02946341,0.00000000,1
1,fold1:3_class-5,3_class-5,0.94481146,0.88327479,5,0,0.94481146,0,1,1,0.06153667,0.00000000,1,0.94481146,0,1,1,0.06153667,0.00000000,1
1,fold1:4_class-6,4_class-6,0.12017425,0.11622206,5,0,0.12017425,0,1,1,0.00395219,0.00000000,1,0.12017425,0,1,1,0.00395219,0.00000000,1
1,fold1:5_class-5,5_class-5,0.41112831,0.41112831,0,1,0.41112831,0,0,1,0.00000000,0.00000000,0,0.41112831,0,0,1,0.00000000,0.00000000,0
1,fold1:6_class-6,6_class-6,0.28912911,0.29241526,1,1,0.29241526,1,0,1,0.00000000,0.00328615,0,0.29241526,1,0,1,0.00000000,0.00328615,0
1,fold1:7_class-8,7_class-8,0.38028595,0.34502903,2,0,0.38028595,0,1,1,0.03525692,0.00000000,1,0.38028595,0,1,1,0.03525692,0.00000000,1
1,fold1:8_class-8,8_class-8,0.38032398,0.43266565,4,1,0.43266565,4,0,1,0.00000000,0.05234167,0,0.43266565,4,0,1,0.00000000,0.05234167,0
1,fold1:9_class-9,9_class-9,0.79679775,0.74699986,2,0,0.74699986,2,0,0,0.00000000,-0.04979789,0,0.79679775,0,1,1,0.04979789,0.00000000,1
1,fold1:10_class-6,10_class-6,0.91672838,0.89584059,3,0,0.91672838,0,1,1,0.02088779,0.00000000,1,0.91672838,0,1,1,0.02088779,0.00000000,1
1,fold1:11_class-8,11_class-8,0.45788577,0.44665846,3,0,0.45788577,0,1,1,0.01122731,0.00000000,1,0.45788577,0,1,1,0.01122731,0.00000000,1
1,fold1:12_class-8,12_class-8,0.37238136,0.35511559,2,0,0.35511559,2,0,0,0.00000000,-0.01726577,0,0.35511559,2,0,0,0.00000000,-0.01726577,0
1,fold1:13_class-8,13_class-8,0.41297784,0.35061386,5,0,0.41297784,0,1,1,0.06236398,0.00000000,1,0.41297784,0,1,1,0.06236398,0.00000000,1
1,fold1:14_class-7,14_class-7,0.48321426,0.95170808,5,1,0.95170808,5,0,1,0.00000000,0.46849382,0,0.95170808,5,0,1,0.00000000,0.46849382,0
1,fold1:15_class-7,15_class-7,0.98629689,0.95571339,3,0,0.98629689,0,1,1,0.03058350,0.00000000,1,0.98629689,0,1,1,0.03058350,0.00000000,1
1,fold1:16_class-5,16_class-5,0.67675620,0.67675620,0,1,0.67675620,0,0,1,0.00000000,0.00000000,0,0.67675620,0,0,1,0.00000000,0.00000000,0
1,fold1:17_class-7,17_class-7,0.33611643,0.39049542,1,1,0.33611643,0,1,1,-0.05437899,0.00000000,0,0.33611643,0,1,1,-0.05437899,0.00000000,0
1,fold1:18_class-9,18_class-9,0.44590500,0.43840468,1,0,0.44590500,0,1,1,0.00750032,0.00000000,1,0.44590500,0,1,1,0.00750032,0.00000000,1
1,fold1:19_class-7,19_class-7,0.95664829,0.92068207,1,0,0.92068207,1,0,0,0.00000000,-0.03596622,0,0.92068207,1,0,0,0.00000000,-0.03596622,0
1,fold1:20_class-7,20_class-7,0.82891977,0.52836645,4,0,0.52836645,4,0,0,0.00000000,-0.30055332,0,0.82891977,0,1,1,0.30055332,0.00000000,1
1,fold1:21_class-5,21_class-5,0.11532512,0.00448386,1,0,0.11532512,0,1,1,0.11084126,0.00000000,1,0.11532512,0,1,1,0.11084126,0.00000000,1
1,fold1:22_class-7,22_class-7,0.60925376,0.58212709,1,0,0.58212709,1,0,0,0.00000000,-0.02712667,0,0.58212709,1,0,0,0.00000000,-0.02712667,0
1,fold1:23_class-6,23_class-6,0.21875466,0.32237145,2,1,0.32237145,2,0,1,0.00000000,0.10361679,0,0.32237145,2,0,1,0.00000000,0.10361679,0
1,fold1:24_class-9,24_class-9,0.99198687,0.93576568,4,0,0.99198687,0,1,1,0.05622119,0.00000000,1,0.99198687,0,1,1,0.05622119,0.00000000,1
1,fold1:25_class-8,25_class-8,0.52265179,0.50063401,1,0,0.50063401,1,0,0,0.00000000,-0.02201778,0,0.52265179,0,1,1,0.02201778,0.00000000,1
1,fold1:26_class-6,26_class-6,0.37708688,0.38118234,2,1,0.37708688,0,1,1,-0.00409546,0.00000000,0,0.37708688,0,1,1,-0.00409546,0.00000000,0
1,fold1:27_class-5,27_class-5,0.45037419,0.44430059,1,0,0.45037419,0,1,1,0.00607359,0.00000000,1,0.45037419,0,1,1,0.00607359,0.00000000,1
1,fold1:28_class-7,28_class-7,0.36212334,0.38860774,3,1,0.38860774,3,0,1,0.00000000,0.02648440,0,0.36212334,0,1,1,-0.02648440,0.00000000,0
1,fold1:29_class-5,29_class-5,0.94195747,0.92322165,4,0,0.94195747,0,1,1,0.01873583,0.00000000,1,0.94195747,0,1,1,0.01873583,0.00000000,1
1,fold1:30_class-6,30_class-6,0.39140859,0.39140859,0,1,0.39140859,0,0,1,0.00000000,0.00000000,0,0.39140859,0,0,1,0.00000000,0.00000000,0
1,fold1:31_class-7,31_class-7,0.96819735,0.96819735,0,1,0.96819735,0,0,1,0.00000000,0.00000000,0,0.96819735,0,0,1,0.00000000,0.00000000,0
1,fold1:32_class-5,32_class-5,0.63622314,0.62033445,3,0,0.62033445,3,0,0,0.00000000,-0.01588869,0,0.62033445,3,0,0,0.00000000,-0.01588869,0
1,fold1:33_class-9,33_class-9,0.63238001,0.58567321,1,0,0.58567321,1,0,0,0.00000000,-0.04670680,0,0.63238001,0,1,1,0.04670680,0.00000000,1
1,fold1:34_class-5,34_class-5,0.99533796,0.95481843,5,0,0.95481843,5,0,0,0.00000000,-0.04051954,0,0.95481843,5,0,0,0.00000000,-0.04051954,0
1,fold1:35_class-6,35_class-6,0.37158331,0.37158331,0,1,0.37158331,0,0,1,0.00000000,0.00000000,0,0.37158331,0,0,1,0.00000000,0.00000000,0
1,fold1:36_class-5,36_class-5,0.35666481,0.34303728,2,0,0.35666481,0,1,1,0.01362753,0.00000000,1,0.35666481,0,1,1,0.01362753,0.00000000,1
1,fold1:37_class-5,37_class-5,0.96718860,0.74084795,4,0,0.96718860,0,1,1,0.22634065,0.00000000,1,0.96718860,0,1,1,0.22634065,0.00000000,1
1,fold1:38_class-5,38_class-5,0.86263782,0.76936710,4,0,0.86263782,0,1,1,0.09327072,0.00000000,1,0.86263782,0,1,1,0.09327072,0.00000000,1
1,fold1:39_class-9,39_class-9,0.99076480,0.11946610,4,0,0.11946610,4,0,0,0.00000000,-0.87129870,0,0.11946610,4,0,0,0.00000000,-0.87129870,0
1,fold1:40_class-6,40_class-6,0.32272434,0.27628013,2,0,0.27628013,2,0,0,0.00000000,-0.04644421,0,0.27628013,2,0,0,0.00000000,-0.04644421,0
1,fold1:41_class-7,41_class-7,0.99700928,0.96640980,3,0,0.96640980,3,0,0,0.00000000,-0.03059947,0,0.96640980,3,0,0,0.00000000,-0.03059947,0
1,fold1:42_class-8,42_class-8,0.43138954,0.43440086,1,1,0.43440086,1,0,1,0.00000000,0.00301132,0,0.43440086,1,0,1,0.00000000,0.00301132,0
1,fold1:43_class-8,43_class-8,0.33770978,0.40041706,5,1,0.40041706,5,0,1,0.00000000,0.06270728,0,0.40041706,5,0,1,0.00000000,0.06270728,0
1,fold1:44_class-8,44_class-8,0.53888077,0.52494216,1,0,0.52494216,1,0,0,0.00000000,-0.01393861,0,0.52494216,1,0,0,0.00000000,-0.01393861,0
1,fold1:45_class-8,45_class-8,0.58927202,0.38267168,1,0,0.58927202,0,1,1,0.20660034,0.00000000,1,0.58927202,0,1,1,0.20660034,0.00000000,1
