obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
16_class-2,2,0,0,1,0.9971174001693726,0.9971370697021484,0.9971370697021484,0.9971566200256348,-0.00018870830535888672,-0.00018870830535888672
