obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
6_class-760,4,4,0,0,0.9452575445175171,0.9452575445175171,0.9451984167098999,0.9452575445175171,0.00023120641708374023,0.00023120641708374023
