obj_name,iteration,miou,selected,support_query,decoder_confidence,temporal_stability,foreground_background_separation
0_class-18,0,0.9635148048400879,0,0.9208938479423523,0.9932178258895874,1.0,0.950343132019043
0_class-18,1,0.9112282991409302,0,0.9167138934135437,0.9887890815734863,0.9855997252057654,0.9496505856513977
0_class-18,2,0.9037054181098938,0,0.9185783863067627,0.9926208257675171,0.9873263980567144,0.9523077607154846
0_class-18,3,0.9022576212882996,0,0.9196991920471191,0.9938892126083374,0.9953240481336215,0.9469678997993469
0_class-18,4,0.9012625217437744,0,0.9198893308639526,0.9953756332397461,0.9968766511279503,0.9491148591041565
0_class-18,5,0.5057575106620789,1,0.9941137433052063,0.9965682029724121,0.4958981144558386,0.9786450862884521
1_class-18,0,0.9632542133331299,1,0.9855090975761414,0.9960054159164429,1.0,0.9777635335922241
1_class-18,1,0.9448114037513733,0,0.9851460456848145,0.9995801448822021,0.9958837398059753,0.979356050491333
1_class-18,2,0.944259524345398,0,0.9852432012557983,0.9992518424987793,0.9984925060154808,0.9783316254615784
1_class-18,3,0.9431240558624268,0,0.9853430390357971,1.0007058382034302,0.9978723610023114,0.9794049859046936
1_class-18,4,0.9422061443328857,0,0.9853577613830566,1.0002009868621826,0.9979955068365806,0.9797044992446899
1_class-18,5,0.9429959654808044,0,0.9851415753364563,1.0003278255462646,0.9977049116826774,0.9799932837486267
2_class-16,0,0.9698138236999512,1,0.9896515011787415,0.9980378150939941,1.0,0.9802321195602417
2_class-16,1,0.9111921787261963,0,0.9894679188728333,1.0014666318893433,0.989840856167276,0.9806561470031738
2_class-16,2,0.9112158417701721,0,0.9895443320274353,1.0020451545715332,0.9991073151901178,0.9810840487480164
2_class-16,3,0.9063587188720703,0,0.9896351099014282,0.9987653493881226,0.9868211440984793,0.9802032709121704
2_class-16,4,0.912097692489624,0,0.9894649982452393,1.0004582405090332,0.9854413980114493,0.981112003326416
2_class-16,5,0.9112223386764526,0,0.9894974231719971,1.0017764568328857,0.9977951541584839,0.9810288548469543
3_class-19,0,0.5941091775894165,0,0.9588952660560608,0.9975579977035522,1.0,0.9442335963249207
3_class-19,1,0.5843693017959595,0,0.9531815052032471,0.9695858955383301,0.9910199397503945,0.9164539575576782
3_class-19,2,0.24079471826553345,0,0.9965051412582397,0.9950796365737915,0.43781708585985435,0.9814196825027466
3_class-19,3,0.24121025204658508,1,0.9965535402297974,0.9956034421920776,0.9960323291697282,0.9821646809577942
3_class-19,4,0.5926852226257324,0,0.9610400795936584,0.9602077007293701,0.44347300890496216,0.811335563659668
3_class-19,5,0.5895954370498657,0,0.9649853706359863,0.9968538284301758,0.9764606514634057,0.9575444459915161
4_class-17,0,0.8449072241783142,1,0.9736810326576233,1.0034204721450806,1.0,0.9849953651428223
4_class-17,1,0.8285908699035645,0,0.9763209819793701,0.9990583658218384,0.6026431243775738,0.9624577760696411
4_class-17,2,0.8232241868972778,0,0.976972758769989,1.0027904510498047,0.9863524824363844,0.973548948764801
4_class-17,3,0.9717161655426025,0,0.9725581407546997,1.0061484575271606,0.7516358559437502,0.9908483028411865
4_class-17,4,0.8259397149085999,0,0.9737794995307922,1.0010061264038086,0.7465865738571715,0.9583109617233276
4_class-17,5,0.7516145706176758,0,0.979010820388794,0.9861204624176025,0.8008906826247304,0.9241703152656555
5_class-19,0,0.5894291996955872,0,0.9726176261901855,0.9461592435836792,1.0,0.8682134747505188
5_class-19,1,0.786809504032135,0,0.9826357364654541,0.9713304042816162,0.4872533272143185,0.943129301071167
5_class-19,2,0.6893362998962402,0,0.9760580062866211,0.9219989776611328,0.8283663816203369,0.8004106879234314
5_class-19,3,0.3385966718196869,0,0.9834539890289307,0.9622472524642944,0.25200495771361914,0.9895051717758179
5_class-19,4,0.7518103122711182,1,0.9842215776443481,0.9909518957138062,0.12474104600795419,0.943986713886261
5_class-19,5,0.7802560329437256,0,0.9793608784675598,0.9775768518447876,0.7103524365601795,0.9592757225036621
6_class-18,0,0.8860733509063721,0,0.9260587096214294,0.9979414939880371,1.0,0.9897817969322205
6_class-18,1,0.8584669828414917,0,0.9259864091873169,0.9982320070266724,0.9987479960302313,0.9899876713752747
6_class-18,2,0.8596115708351135,0,0.9246668815612793,1.0004465579986572,0.9968932275406241,0.9900177717208862
6_class-18,3,0.8585211634635925,1,0.9261491894721985,0.9988824129104614,0.9968174204355109,0.9901223182678223
6_class-18,4,0.8580850958824158,0,0.9258445501327515,0.998144268989563,0.9985950981140719,0.9898427724838257
6_class-18,5,0.859836220741272,0,0.9253296256065369,1.0005794763565063,0.9955253184786083,0.9903745055198669
7_class-18,0,0.9590697884559631,1,0.9968836307525635,0.9881219863891602,1.0,0.9620391726493835
7_class-18,1,0.9408825635910034,0,0.9969225525856018,0.9972881078720093,0.9878267215072309,0.9890761971473694
7_class-18,2,0.9327297806739807,0,0.9970659017562866,0.995445728302002,0.985022084952343,0.9818299412727356
7_class-18,3,0.9325681328773499,0,0.9970322251319885,0.9940015077590942,0.9971884101890668,0.980425238609314
7_class-18,4,0.9421596527099609,0,0.9966571927070618,0.9998698234558105,0.9823756439350019,0.9895212054252625
7_class-18,5,0.9359678626060486,0,0.9968841075897217,0.9864559173583984,0.9857348536250352,0.958487331867218
8_class-17,0,0.32590246200561523,0,0.9943715929985046,0.911665678024292,1.0,0.6832277178764343
8_class-17,1,0.3120630979537964,0,0.9899871349334717,0.9440147876739502,0.849466956314276,0.7498956918716431
8_class-17,2,0.38350650668144226,1,0.9950588345527649,1.0194724798202515,0.34916331337717144,0.9981848001480103
8_class-17,3,0.383953720331192,0,0.9951831102371216,0.9796013832092285,0.9932850228029434,0.9929431676864624
8_class-17,4,0.3835884928703308,0,0.9951058626174927,1.0093730688095093,0.9945093425217806,0.9968400001525879
8_class-17,5,0.3834953308105469,0,0.9950813055038452,1.0192915201187134,0.9983217722085478,0.9981402158737183
9_class-16,0,0.9970940351486206,1,0.9898136854171753,1.0132644176483154,1.0,0.9939454197883606
9_class-16,1,0.9680995941162109,0,0.9897702932357788,1.0133367776870728,0.9996259351620947,0.9938684105873108
9_class-16,2,0.9681661128997803,0,0.989686131477356,1.0136407613754272,0.9995948893736366,0.9940515756607056
9_class-16,3,0.9681404829025269,0,0.9897978901863098,1.0134533643722534,0.9996105069641354,0.9940029978752136
9_class-16,4,0.9681355953216553,0,0.9896944761276245,1.0138312578201294,0.9996572301076609,0.9940134882926941
9_class-16,5,0.9681000709533691,0,0.9897211194038391,1.01371431350708,0.9998753505765036,0.9940224885940552
10_class-17,0,0.3307670056819916,1,0.9265568256378174,0.9772869348526001,1.0,0.953934371471405
10_class-17,1,0.3263331651687622,0,0.9230466485023499,0.9843951463699341,0.9532502852498476,0.9441927671432495
10_class-17,2,0.32478755712509155,0,0.9293259382247925,0.9834916591644287,0.9841848167792484,0.9445526599884033
