method,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,oracle_gap_closure,mean_selected_iter,fallback_rate
original_gate_none,0.8850438402285928,0.8578307747619368,0.9185098691914592,0.027213065466655955,0.6331944444444444,0.4483346437327089,2.5151388888888886,0.0
original_gate_support_only,0.882009248544669,0.8578307747619368,0.9185098691914592,0.024178473782732118,0.7520833333333333,0.39815183096600854,1.7494444444444444,0.25472222222222224
original_gate_fg_only,0.882665698425133,0.8578307747619368,0.9185098691914592,0.024834923663196024,0.7426388888888887,0.40945035676374825,1.8475000000000001,0.22319444444444445
original_gate_support_fg,0.8795125711828263,0.8578307747619368,0.9185098691914592,0.02168179642088941,0.8380555555555556,0.3573446483825218,1.2079166666666667,0.4363888888888889
original_gate_support_decoder_fg,0.8838072367236277,0.8578307747619368,0.9185098691914592,0.02597646196169079,0.6877777777777778,0.42803463671709174,2.1941666666666664,0.10833333333333334
original_gate_all_four,0.8721162486111602,0.8578307747619368,0.9185098691914592,0.014285473849223407,0.8665277777777778,0.23493848548490606,0.9919444444444444,0.508888888888889
