method,num_samples,mean_selected_miou,mean_baseline_miou,mean_oracle_miou,gain_over_baseline,non_degradation_rate,oracle_gap_closure,mean_selected_iter,fallback_rate
original_gate_none,300,0.547476408626729,0.5277179078746121,0.6268143616240316,0.019758500752116825,0.5933333333333334,0.19938655728366647,2.6366666666666667,0.0
original_gate_support_only,300,0.5475660929607693,0.5277179078746121,0.6268143616240316,0.019848185086157155,0.7166666666666667,0.20029157790395133,2.006666666666667,0.21666666666666667
original_gate_fg_only,300,0.5530758019707476,0.5277179078746121,0.6268143616240316,0.025357894096135425,0.6966666666666667,0.25589103481196956,2.1566666666666667,0.16333333333333333
original_gate_support_fg,300,0.5525998635081729,0.5277179078746121,0.6268143616240316,0.02488195563356077,0.81,0.25108825484793434,1.5933333333333333,0.3566666666666667
original_gate_support_decoder_fg,300,0.551127129655409,0.5277179078746121,0.6268143616240316,0.02340922178079685,0.6533333333333333,0.23622663470875208,2.283333333333333,0.11333333333333333
original_gate_all_four,300,0.5525539391724548,0.5277179078746121,0.6268143616240316,0.02483603129784262,0.8466666666666667,0.2506248241803317,1.3766666666666667,0.43333333333333335
