obj_name,original_iter,guarded_iter,original_fallback,guarded_fallback,original_miou,guarded_miou,baseline_miou,oracle_miou,original_gate_margin,guarded_gate_margin
7_class-36,2,0,0,1,0.4761351943016052,0.47439661622047424,0.47439661622047424,0.533552885055542,-0.015669822692871094,-0.015669822692871094
